time_index,time_ms,pc1_explained,pc2_explained,pc1_pc2_cumulative,n_pc_80,n_pc_90,participation_ratio
62,-757.6547241210938,0.8086630873568246,0.1803512657291055,0.9890143530859301,1,2,1.456487609607966
63,-753.7459106445312,0.835447508405934,0.1547046334721796,0.9901521418781136,1,2,1.3850357133228604
64,-749.837158203125,0.8643258876528486,0.1259733620007686,0.9902992496536172,1,2,1.310577114400417
65,-745.9283447265625,0.8864731999941468,0.10179059860254577,0.9882637985966926,1,2,1.2557548124148776
66,-742.01953125,0.8904802289774258,0.09419397690494018,0.984674205882366,1,2,1.2467857497903319
67,-738.1107788085938,0.8743602640508554,0.10706425148101602,0.9814245155318715,1,2,1.2881391035548067
68,-734.2019653320312,0.8500158483754997,0.1293650899791415,0.9793809383546412,1,2,1.3519224203758085
69,-730.2931518554688,0.8323470707464979,0.14611187755335173,0.9784589482998497,1,2,1.399356182261013
70,-726.3843383789062,0.8301030082631741,0.1482867540457985,0.9783897623089726,1,2,1.4054281071505548
71,-722.4755859375,0.8433505114732788,0.13608942488452436,0.9794399363578031,1,2,1.3695194463237121
72,-718.5667724609375,0.8628878359498924,0.11922231438207259,0.9821101503319649,1,2,1.3173331378318311
73,-714.657958984375,0.877922174854429,0.10686508466505584,0.9847872595194849,1,2,1.2781203754894326
74,-710.7492065429688,0.8868465252503349,0.09863925723709645,0.9854857824874313,1,2,1.2555918963368358
75,-706.8403930664062,0.8939121954865261,0.09159669609797427,0.9855088915845004,1,2,1.2381156985369122
76,-702.9315795898438,0.8992725515208961,0.08720927949403544,0.9864818310149316,1,2,1.2247707614682404
77,-699.0228271484375,0.8999217550450656,0.08812430928337392,0.9880460643284394,1,2,1.2228407741692655
78,-695.114013671875,0.8981983297026072,0.09104578190326078,0.9892441116058679,1,2,1.2267451096941857
79,-691.2052001953125,0.9003730191903713,0.08969413012188292,0.9900671493122541,1,1,1.2212766834807034
80,-687.29638671875,0.9058545005738299,0.08487771850561729,0.9907322190794472,1,1,1.2079300680402285
81,-683.3876342773438,0.907474756669921,0.08352271418621807,0.990997470856139,1,1,1.2039960291437781
82,-679.4788208007812,0.9017469791391889,0.08882185928604729,0.9905688384252361,1,1,1.2178400652430297
83,-675.5700073242188,0.8922634202573324,0.09722986636651713,0.9894932866238495,1,2,1.2411597634567986
84,-671.6612548828125,0.8844659030491197,0.10365730811192056,0.9881232111610402,1,2,1.2607704001687894
85,-667.75244140625,0.8804264731373959,0.10686424365703098,0.9872907167944268,1,2,1.2710804448706456
86,-663.8436279296875,0.878783153070535,0.10912667202599473,0.9879098250965297,1,2,1.2749985247355413
87,-659.9348754882812,0.8789473684748758,0.11093407240800185,0.9898814408828776,1,2,1.273954760228567
88,-656.0260620117188,0.8827869432686,0.10900361051777967,0.9917905537863796,1,2,1.263803947081143
89,-652.1172485351562,0.8898211660028503,0.10242316361658485,0.9922443296194352,1,2,1.2463662777976352
90,-648.20849609375,0.8944721787481359,0.09667660453967333,0.9911487832878092,1,2,1.235322533146512
91,-644.2996826171875,0.8915095874776457,0.09765047829859795,0.9891600657762437,1,2,1.2430969820004274
92,-640.390869140625,0.8821589653593325,0.10481052724283596,0.9869694926021684,1,2,1.266849926031085
93,-636.4820556640625,0.8712717686201886,0.11362200272176906,0.9848937713419577,1,2,1.2949130013845789
94,-632.5733032226562,0.8636503087122093,0.1192838618337898,0.9829341705459991,1,2,1.315077016923388
95,-628.6644897460938,0.8637982359052424,0.11786655554348069,0.9816647914487231,1,2,1.315138658039845
96,-624.7556762695312,0.8718456026802297,0.11051464887303364,0.9823602515532633,1,2,1.2942648223594593
97,-620.846923828125,0.8810582329828207,0.10415011983999442,0.9852083528228152,1,2,1.2701160177968984
98,-616.9381103515625,0.8859333290313091,0.10227176732945277,0.9882050963607618,1,2,1.2571081646981612
99,-613.029296875,0.886599968388117,0.10270530658561018,0.9893052749737272,1,2,1.255142536913481
100,-609.1205444335938,0.8850745858622286,0.10323176872945458,0.9883063545916833,1,2,1.2592070671530498
101,-605.2117309570312,0.8821603946746692,0.1045012391493892,0.9866616338240585,1,2,1.2669367543012156
102,-601.3029174804688,0.8768382846802413,0.10901567494134473,0.9858539596215861,1,2,1.2805246580834888
103,-597.3941650390625,0.8692941191477505,0.1163591410295708,0.9856532601773212,1,2,1.299684426875594
104,-593.4853515625,0.8647294654054419,0.12024764491814446,0.9849771103235864,1,2,1.3115747770409947
105,-589.5765380859375,0.8681792693120125,0.11590839572526765,0.9840876650372802,1,2,1.3030619833311465
106,-585.667724609375,0.8768880007217362,0.10755512461482045,0.9844431253365566,1,2,1.2808317217229988
107,-581.7589721679688,0.8838584910796119,0.10261409664586717,0.9864725877254791,1,2,1.2627562436640225
108,-577.8501586914062,0.8859682338661714,0.10264769722546363,0.988615931091635,1,2,1.2569037667398684
109,-573.9413452148438,0.885429687313241,0.104091647834552,0.9895213351477931,1,2,1.2579714430859452
110,-570.0325927734375,0.8847500823524896,0.10459035452068925,0.9893404368731789,1,2,1.2597068652964876
111,-566.123779296875,0.8840387166558541,0.10442358141294691,0.988462298068801,1,2,1.2617311735374328
112,-562.2149658203125,0.8820147256028138,0.10501806673039683,0.9870327923332106,1,2,1.2671911603912034
113,-558.3062133789062,0.8774784759058795,0.10822567221136213,0.9857041481172416,1,2,1.2789594088552656
114,-554.3973999023438,0.8723213632815223,0.11303166790799403,0.9853530311895163,1,2,1.2920977520949812
115,-550.4885864257812,0.8725990383751677,0.11343463658139792,0.9860336749565657,1,2,1.2911696599396343
116,-546.579833984375,0.883017089840112,0.10429757042975507,0.987314660269867,1,2,1.2646092689710609
117,-542.6710205078125,0.9014717866321655,0.08752641662616219,0.9889982032583278,1,1,1.2188681344487708
118,-538.76220703125,0.9198485173272323,0.07088280023299477,0.990731317560227,1,1,1.1747684528562636
119,-534.8533935546875,0.9291614453641635,0.062370107026165,0.9915315523903284,1,1,1.1529999364964494
120,-530.9446411132812,0.9250300345122265,0.06564537846907234,0.9906754129812989,1,1,1.1626868286584213
121,-527.0358276367188,0.9101231174927985,0.07848346183867255,0.9886065793314711,1,1,1.198159311733374
122,-523.1270141601562,0.8925477692563325,0.0939158621950366,0.9864636314513691,1,2,1.2412415777882733
123,-519.21826171875,0.8813189818702772,0.10412492348239391,0.9854439053526711,1,2,1.2693947211403411
124,-515.3094482421875,0.8809352126451501,0.10487811907482976,0.9858133317199799,1,2,1.270248507003084
125,-511.4006652832031,0.8880898295435298,0.09841900447711976,0.9865088340206496,1,2,1.2522354636067923
126,-507.4918518066406,0.8947926744927128,0.09177708235494621,0.986569756847659,1,2,1.2357008793638458
127,-503.58306884765625,0.8951487102759199,0.09098000684760645,0.9861287171235263,1,2,1.234932301333013
128,-499.67425537109375,0.8882755933195411,0.09754318098836422,0.9858187743079053,1,2,1.251957264593621
129,-495.7654724121094,0.8783503162411949,0.10788458059603637,0.9862348968372312,1,2,1.276604699107038
130,-491.856689453125,0.8736295679946596,0.11405260462753598,0.9876821726221956,1,2,1.2880152093114663
131,-487.9478759765625,0.8808447111087064,0.10874483255912444,0.9895895436678309,1,2,1.269323512703817
132,-484.0390930175781,0.8977462917746573,0.0930598505871166,0.9908061423617739,1,2,1.2274561307255112
133,-480.1302795410156,0.91566625889954,0.07534153677670961,0.9910077956762496,1,1,1.1845507509085662
134,-476.22149658203125,0.9287999992082006,0.06213990158699016,0.9909399007951907,1,1,1.1539177527171656
135,-472.3127136230469,0.9366463345684892,0.0547356265176933,0.9913819610861825,1,1,1.1358775124565819
136,-468.4039001464844,0.9404766840764142,0.051886674867845074,0.9923633589442592,1,1,1.1270819390712405
137,-464.4951171875,0.9404185175774639,0.05310761906327316,0.9935261366407371,1,1,1.1270789161073187
138,-460.5863342285156,0.935751778284601,0.05881384289464106,0.9945656211792421,1,1,1.1375011489496483
139,-456.6775207519531,0.9276008826705245,0.0673340572582829,0.9949349399288074,1,1,1.1560654514061757
140,-452.76873779296875,0.9200979822942618,0.0741627872243704,0.9942607695186322,1,1,1.1735527842276203
141,-448.85992431640625,0.9171737606727022,0.07571230810286028,0.9928860687755625,1,1,1.1806505511090095
142,-444.9511413574219,0.9184937825779,0.07276600360661081,0.9912597861845108,1,1,1.1778533725016664
143,-441.0423583984375,0.920100223468056,0.06964074104134332,0.9897409645093993,1,1,1.174343642109227
144,-437.133544921875,0.9180760841602299,0.07094873022124157,0.9890248143814715,1,1,1.1792204285476922
145,-433.2247619628906,0.9106990810717746,0.07878287154840544,0.98948195262018,1,1,1.1966157030823223
146,-429.3159484863281,0.8994330401726635,0.0912742716993721,0.9907073118720355,1,2,1.223395520335907
147,-425.40716552734375,0.8887900174513289,0.10326745299319266,0.9920574704445215,1,2,1.2489462862735972
148,-421.4983825683594,0.8830254450350601,0.11001925596440398,0.9930447009994641,1,2,1.2628071542558037
149,-417.5895690917969,0.8826129569354014,0.11080470071470991,0.9934176576501114,1,2,1.263700662394908
150,-413.6807861328125,0.8852015132892695,0.10797337558021676,0.9931748888694863,1,2,1.2574084128665688
151,-409.77197265625,0.8894602935587999,0.10295597223833675,0.9924162657971366,1,2,1.2471983885426536
152,-405.8631896972656,0.8955046341726934,0.0957182208063283,0.9912228549790217,1,2,1.2327909078787063
153,-401.95440673828125,0.901616795474349,0.08808270965369329,0.9896995051280423,1,1,1.2183569701175223
154,-398.04559326171875,0.9052331483597769,0.08285775670903932,0.9880909050688161,1,1,1.2099882781094158
155,-394.1368103027344,0.908244015191798,0.07855720838100615,0.9868012235728041,1,1,1.2030037070741229
156,-390.22802734375,0.9159677778930304,0.07017929555589911,0.9861470734489295,1,1,1.184674097842776
157,-386.3192138671875,0.9286886370784267,0.057588134658564986,0.9862767717369917,1,1,1.1547780087744166
158,-382.4104309082031,0.9395061881371806,0.047638309044263326,0.9871444971814439,1,1,1.1298074791244173
159,-378.5016174316406,0.9424796770511135,0.04575500838924134,0.9882346854403548,1,1,1.122964771541966
160,-374.59283447265625,0.93728168401356,0.05140321898296235,0.9886849029965223,1,1,1.1347295258750243
161,-370.6840515136719,0.926974304022512,0.06138681290207848,0.9883611169245905,1,1,1.158499984565361
162,-366.7752380371094,0.9168744417974672,0.07137757267922556,0.9882520144766929,1,1,1.1821846917579846
163,-362.866455078125,0.9130016738161786,0.07598896861006824,0.9889906424262468,1,1,1.1912312244566274
164,-358.9576416015625,0.9158734271311265,0.07426755341680293,0.9901409805479294,1,1,1.1842209601563496
165,-355.0488586425781,0.9187323612188387,0.07244606874392891,0.9911784299627676,1,1,1.1773079942186482
166,-351.14007568359375,0.9161732206917884,0.07564244049384386,0.9918156611856322,1,1,1.1832049278168069
167,-347.23126220703125,0.9101174787975252,0.08177020428220273,0.991887683079728,1,1,1.197510135192532
168,-343.3224792480469,0.9054966816347668,0.08568011930065768,0.9911768009354245,1,1,1.2086882851978065
169,-339.4136657714844,0.9031470211027087,0.08628433255482153,0.9894313536575302,1,1,1.214725548275849
170,-335.5048828125,0.8980893871132877,0.08889147563301032,0.986980862746298,1,2,1.227542509325422
171,-331.5960998535156,0.887327075174379,0.09788483296663063,0.9852119081410097,1,2,1.2544698855052543
172,-327.6872863769531,0.8780342207226376,0.10741896040222577,0.9854531811248634,1,2,1.2776376406378862
173,-323.77850341796875,0.8781416853886052,0.1090025461733842,0.9871442315619894,1,2,1.2768462584314229
174,-319.8697204589844,0.8836144421805884,0.10479876057788905,0.9884132027584774,1,2,1.2627992334047096
175,-315.9609069824219,0.8870664369140905,0.10133608693461145,0.988402523848702,1,2,1.2542481896226323
176,-312.0521240234375,0.8903005925400763,0.09755534333177425,0.9878559358718506,1,2,1.2464170675964914
177,-308.143310546875,0.8996310555157121,0.08823418395522142,0.9878652394709335,1,2,1.223587997061785
178,-304.2345275878906,0.9146179105623604,0.07392232421863237,0.9885402347809928,1,1,1.187476739363775
179,-300.32574462890625,0.9286692647192196,0.060524973295806264,0.9891942380150259,1,1,1.1544589404936916
180,-296.41693115234375,0.9377961580898311,0.051826229805215576,0.9896223878950466,1,1,1.133458778508333
181,-292.5081481933594,0.9426580362499439,0.04734487457995199,0.9900029108298959,1,1,1.1224029181549253
182,-288.5993347167969,0.9447495300049248,0.0456624315536422,0.990411961558567,1,1,1.1176572762464618
183,-284.6905517578125,0.9449595361117197,0.04584497169293689,0.9908045078046566,1,1,1.1171501225531466
184,-280.7817687988281,0.9441343974542648,0.046844076091115586,0.9909784735453804,1,1,1.1189868941478125
185,-276.8729553222656,0.9421540994681047,0.04855073780567027,0.990704837273775,1,1,1.1234718967761292
186,-272.96417236328125,0.9369225795976288,0.052998391623749266,0.9899209712213781,1,1,1.1354161619028493
187,-269.0553894042969,0.9267917770046987,0.06227984118037096,0.9890716181850697,1,1,1.1588274994470462
188,-265.1465759277344,0.9142268084352981,0.07452962299823743,0.9887564314335355,1,1,1.1883657945798538
189,-261.23779296875,0.9044350288097827,0.08451240059452034,0.988947429404303,1,1,1.211728719956485
190,-257.3289794921875,0.9009291638851357,0.08832125197941533,0.989250415864551,1,1,1.2201229180526638
191,-253.42019653320312,0.9030756108791509,0.0861003879137925,0.9891759987929434,1,1,1.2149546413202803
192,-249.5113983154297,0.9058752606545607,0.08236598108753919,0.9882412417420999,1,1,1.2084118840348859
193,-245.60260009765625,0.9043602852070459,0.08258636222551938,0.9869466474325653,1,1,1.21232925855122
194,-241.69381713867188,0.8998922662844867,0.08677439551805226,0.9866666618025389,1,2,1.2232211440260494
195,-237.78501892089844,0.8991082012035857,0.08832715755578407,0.9874353587593698,1,2,1.2249571078909423
196,-233.876220703125,0.9063580477908006,0.08212805544452106,0.9884861032353217,1,1,1.2072009564504638
197,-229.96742248535156,0.9177870835692759,0.07164490676787147,0.9894319903371473,1,1,1.1798326862897186
198,-226.0586395263672,0.9260752553809483,0.06394947997487516,0.9900247353558234,1,1,1.160356081016062
199,-222.14984130859375,0.9284879661073588,0.06146270536753875,0.9899506714748976,1,1,1.1547763399194726
200,-218.2410430908203,0.9273217755180202,0.06200733736706137,0.9893291128850815,1,1,1.1575622138439534
201,-214.33224487304688,0.9261373506057125,0.06269459674437644,0.9888319473500888,1,1,1.1603812469074168
202,-210.42344665527344,0.9258534058142157,0.06301691401810362,0.9888703198323193,1,1,1.1610362769644036
203,-206.51466369628906,0.924077734289347,0.06508664013754674,0.9891643744268938,1,1,1.165129979919477
204,-202.60586547851562,0.919239413353963,0.07005705710337576,0.9892964704573387,1,1,1.1764378474745192
205,-198.6970672607422,0.9132878902762941,0.07572090084696913,0.9890087911232632,1,1,1.190548144905798
206,-194.78826904296875,0.9087587273220612,0.07952743537098125,0.9882861626930425,1,1,1.2014837101500726
207,-190.87948608398438,0.9057601179336435,0.08126279191958499,0.9870229098532285,1,1,1.2089363061181209
208,-186.97068786621094,0.9024109924195345,0.08286495136526847,0.985275943784803,1,1,1.2173906732841235
209,-183.0618896484375,0.8965095733822132,0.08723409958299909,0.9837436729652123,1,2,1.232128785988717
210,-179.15309143066406,0.8884437972511594,0.09493873988264541,0.9833825371338049,1,2,1.2521570200315282
211,-175.24429321289062,0.8836671421906429,0.10104745062936754,0.9847145928200105,1,2,1.263724284033415
212,-171.33551025390625,0.8860410017275839,0.10122330982937684,0.9872643115569608,1,2,1.2571073503240584
213,-167.4267120361328,0.8910577128549896,0.09888760345379678,0.9899453163087863,1,2,1.2439919814644844
214,-163.51791381835938,0.8908168063035004,0.1008691015328798,0.9916859078363801,1,2,1.2440932285972737
215,-159.60911560058594,0.8809379665872702,0.11054205293225969,0.9914800195195299,1,2,1.26848204259267
216,-155.70033264160156,0.8654378668050681,0.12353612081517674,0.9889739876202448,1,2,1.308274730899777
217,-151.79153442382812,0.8548425794956568,0.13047211743144704,0.9853146969271038,1,2,1.3369082844246831
218,-147.8827362060547,0.8533079921563043,0.1292180229444053,0.9825260151007096,1,2,1.3420347879291594
219,-143.97393798828125,0.8538258020225997,0.12741726721938917,0.9812430692419889,1,2,1.3411918545230401
220,-140.0651397705078,0.8496864500210755,0.13088812840585798,0.9805745784269334,1,2,1.352308726518972
221,-136.15635681152344,0.844400689787304,0.13603607246507862,0.9804367622523826,1,2,1.3663048970916691
222,-132.24755859375,0.8471933751439152,0.1339713746221032,0.9811647497660184,1,2,1.3586223479317192
223,-128.33876037597656,0.8585175216414129,0.12313508640646306,0.981652608047876,1,2,1.3288132223244344
224,-124.42996978759766,0.8699491433650257,0.11106945069200751,0.9810185940570332,1,2,1.2995312625859854
225,-120.52117156982422,0.8787156800266747,0.10069531497181457,0.9794109949984893,1,2,1.2776210493131144
226,-116.61238098144531,0.8893665566785914,0.08839242221515714,0.9777589788937486,1,2,1.2511248308742553
227,-112.70358276367188,0.9017813296265416,0.07574396443240895,0.9775252940589505,1,1,1.2203279888201735
228,-108.79478454589844,0.9110873751491396,0.06839960099836664,0.9794869761475062,1,1,1.1973474041465892
229,-104.88599395751953,0.915818941073093,0.0671672207775285,0.9829861618506215,1,1,1.185500982886861
230,-100.9771957397461,0.9180067221471582,0.06823158875464413,0.9862383109018023,1,1,1.1798278568344476
231,-97.06840515136719,0.9194110623343035,0.06845355889504683,0.9878646212293503,1,1,1.176263207930909
232,-93.15960693359375,0.9190205294020398,0.06899769668070713,0.9880182260827469,1,1,1.177158909727518
233,-89.25081634521484,0.9148147462897441,0.07312161828272593,0.98793636457247,1,1,1.1871150686353915
234,-85.3420181274414,0.9091408036952844,0.07929588324780643,0.9884366869430908,1,1,1.200539933346998
235,-81.4332275390625,0.907953012917614,0.08127194262682885,0.9892249555444428,1,1,1.2032247811585133
236,-77.52442932128906,0.9119642071010758,0.0775082406190867,0.9894724477201625,1,1,1.1936064635628039
237,-73.61563873291016,0.9145035602884952,0.07452667321782468,0.9890302335063199,1,1,1.1876606957634694
238,-69.70684051513672,0.9101696136515568,0.07854251319352341,0.9887121268450803,1,1,1.198027948132282
239,-65.79804229736328,0.9015970780443214,0.08747247287057108,0.9890695509148926,1,1,1.218548947982032
240,-61.889251708984375,0.8963949803786143,0.09349046698981975,0.9898854473684341,1,2,1.2309711366384215
241,-57.9804573059082,0.8990218695019131,0.0911458292736248,0.9901676987755379,1,2,1.224522945727649
242,-54.07166290283203,0.9066662303775653,0.08196004317961351,0.9886262735571788,1,1,1.2064320243360998
243,-50.162864685058594,0.9121581706886314,0.07301005261925692,0.9851682233078882,1,1,1.19391156050164
244,-46.25407028198242,0.9100506563090347,0.07277865805601705,0.9828293143650517,1,1,1.1993517323090157
245,-42.34527587890625,0.901127416770115,0.08195115166543691,0.9830785684355519,1,1,1.220952103603394
246,-38.43648147583008,0.8890864649560627,0.09524717248451638,0.9843336374405791,1,2,1.2503247703740212
247,-34.527687072753906,0.8740266476523134,0.11183924109003317,0.9858658887423466,1,2,1.2876138236977412
248,-30.618892669677734,0.8575640638240413,0.12979867189037492,0.9873627357144161,1,2,1.3290387320906798
249,-26.710098266601562,0.8500649726828512,0.13861153763365916,0.9886765103165104,1,2,1.3477963789138039
250,-22.80130386352539,0.8579852764310514,0.13158925103669925,0.9895745274677507,1,2,1.3270287858248984
251,-18.892507553100586,0.872724012708037,0.11719010209249481,0.9899141148005318,1,2,1.289519837963762
252,-14.983713150024414,0.8856698356997258,0.10408819631229124,0.9897580320120171,1,2,1.257307615843562
253,-11.074918746948242,0.8957824242938016,0.0935174552070606,0.9892998795008622,1,2,1.2326107000593767
254,-7.166123867034912,0.9033424969959334,0.08532469369835331,0.9886671906942867,1,1,1.2144228705449758
255,-3.257328987121582,0.9069067332114831,0.0807983391326173,0.9877050723441003,1,1,1.206040779044045
256,0.6514657735824585,0.9077466770261109,0.07876596759398498,0.9865126446200959,1,1,1.2042533998024665
257,4.560260772705078,0.9110997164796104,0.0745220738106218,0.9856217902902322,1,1,1.1963683533703726
258,8.46905517578125,0.9179223305040003,0.06746085698733673,0.985383187491337,1,1,1.1801554176644244
259,12.377850532531738,0.9212563931216661,0.0646074820032372,0.9858638751249033,1,1,1.1722129747002428
260,16.286645889282227,0.916483461049413,0.070044391136711,0.986527852186124,1,1,1.1833904291401476
261,20.1954402923584,0.9068975615445402,0.08001717706733352,0.9869147386118737,1,1,1.2062185490079267
262,24.10423469543457,0.8958534525510786,0.09123639615389789,0.9870898487049765,1,2,1.2329784847483762
263,28.013029098510742,0.882298174403283,0.10464019385137416,0.9869383682546571,1,2,1.2665117592738864
264,31.921823501586914,0.8663219618121913,0.11983377373680376,0.9861557355489952,1,2,1.3070775635182497
265,35.83061981201172,0.855987399996312,0.12894112921982073,0.9849285292161327,1,2,1.3341028563329174
266,39.73941421508789,0.8608905549700967,0.12337306100201084,0.9842636159721075,1,2,1.32170044222627
267,43.64820861816406,0.8777791936678844,0.10719025975091222,0.9849694534187966,1,2,1.2784258271066204
268,47.557003021240234,0.8944749978841426,0.09217316362191387,0.9866481615060565,1,2,1.2364612355192195
269,51.465797424316406,0.9044207567028811,0.08324635724404505,0.9876671139469262,1,1,1.2120345902453418
270,55.37459182739258,0.9089437479370359,0.0781409169287535,0.9870846648657894,1,1,1.2012711192294232
271,59.28338623046875,0.9102089196283336,0.07615994865729217,0.9863688682856258,1,1,1.1983705665735476
272,63.19218063354492,0.9078826744211178,0.07940235220062734,0.9872850266217451,1,1,1.2037788719185603
273,67.1009750366211,0.9030120988055516,0.0865259948053376,0.9895380936108892,1,1,1.2150268939281699
274,71.00977325439453,0.8987222951903321,0.09256367753876885,0.9912859727291009,1,2,1.2249711857805028
