time_index,time_ms,pc1_explained,pc2_explained,pc1_pc2_cumulative,n_pc_80,n_pc_90,participation_ratio
0,-1000.0,0.5317316908899987,0.2282798053033196,0.7600114961933183,3,3,2.7026172800450303
1,-996.0911865234375,0.5220315445273933,0.2388655511504228,0.760897095677816,3,3,2.756806280071265
2,-992.1824340820312,0.5654904850498215,0.21430183245532564,0.7797923175051471,3,3,2.551798730362978
3,-988.2736206054688,0.5972425504805527,0.1927537537265963,0.7899963042071491,3,3,2.3994583703935675
4,-984.3648071289062,0.6045600603905199,0.18294323723125838,0.7875032976217783,3,3,2.3723723549508233
5,-980.4560546875,0.6020990303745061,0.18106837733291756,0.7831674077074237,3,3,2.393393659164749
6,-976.5472412109375,0.5989564895658214,0.19042625723166698,0.7893827467974883,3,3,2.413415014380977
7,-972.638427734375,0.5897099309193202,0.21230618636749266,0.8020161172868129,2,3,2.452938653219662
8,-968.7296142578125,0.5692015624715446,0.2350074081180643,0.8042089705896089,2,3,2.552696579157164
9,-964.8208618164062,0.5457201653436685,0.24905749855241105,0.7947776638960795,3,4,2.6848182335723907
10,-960.9120483398438,0.5286054697273613,0.2612370874731895,0.7898425572005509,3,4,2.776003888684251
11,-957.0032348632812,0.5102897813541062,0.279589864899637,0.7898796462537432,3,4,2.8517265319611176
12,-953.094482421875,0.4886066229093213,0.30153061544740306,0.7901372383567243,3,4,2.928246745778007
13,-949.1856689453125,0.4682162720726069,0.31755663777321025,0.7857729098458172,3,4,3.0060341307697183
14,-945.27685546875,0.4465914430248533,0.3403534483529725,0.7869448913778259,3,4,3.0415681166878366
15,-941.3681030273438,0.44372201460288446,0.3435759788338944,0.7872979934367789,3,3,3.0310842842614387
16,-937.4592895507812,0.46433016509941855,0.3175647077235099,0.7818948728229285,3,3,2.9936344561563804
17,-933.5504760742188,0.4857440707629035,0.2911781570880537,0.7769222278509572,3,3,2.9403772183396146
18,-929.6417236328125,0.5061636606345791,0.27568002618470133,0.7818436868192804,3,3,2.8539424478158253
19,-925.73291015625,0.5333538180806354,0.2605323950201781,0.7938862131008135,3,3,2.718736870777356
20,-921.8240966796875,0.5671617655300678,0.23440162389153782,0.8015633894216057,2,3,2.556147376174357
21,-917.915283203125,0.5912093347802106,0.21002082508052874,0.8012301598607394,2,3,2.442149282440204
22,-914.0065307617188,0.5909275275612225,0.21606310574351942,0.8069906333047419,2,3,2.433455926894126
23,-910.0977172851562,0.5683244155368427,0.241767094444593,0.8100915099814356,2,3,2.5305125160386632
24,-906.1889038085938,0.5354504641360375,0.267816276802984,0.8032667409390215,2,3,2.682600303490194
25,-902.2801513671875,0.5070008043441976,0.28929307500095647,0.796293879345154,3,3,2.8043328364247047
26,-898.371337890625,0.48574453161178566,0.30288241959681506,0.7886269512086007,3,3,2.895586532140081
27,-894.4625244140625,0.4643025692274471,0.31234927311089256,0.7766518423383397,3,3,3.0010334709703272
28,-890.5537719726562,0.45196800652051444,0.32222963645755787,0.7741976429780724,3,3,3.04572299294046
29,-886.6449584960938,0.46074273982057934,0.31950626848326874,0.780249008303848,3,3,3.010354030068817
30,-882.7361450195312,0.47108176417020536,0.3152093261181735,0.7862910902883788,3,3,2.970272795564411
31,-878.8273315429688,0.46936341141273846,0.3189072341804627,0.7882706455932011,3,3,2.9729605285117047
32,-874.9185791015625,0.45996827152978115,0.3263705553050966,0.7863388268348778,3,4,3.0059656370385723
33,-871.009765625,0.45547183613313125,0.32085761799062756,0.7763294541237589,3,4,3.064921559337861
34,-867.1009521484375,0.46063366909570624,0.301857064106128,0.7624907332018342,3,4,3.1069309267772116
35,-863.1921997070312,0.4686038652665342,0.29213008846831784,0.7607339537348521,3,4,3.0788143523993154
36,-859.2833862304688,0.48313664652927274,0.2928438325997303,0.775980479129003,3,3,2.962505209041556
37,-855.3745727539062,0.5042560854890731,0.2861045473017786,0.7903606327908517,3,3,2.832464018598036
38,-851.4658203125,0.5220978323064979,0.2676448920346144,0.7897427243411123,3,3,2.765723139563136
39,-847.5570068359375,0.5312121355949151,0.2468436831454728,0.7780558187403879,3,3,2.759241488467182
40,-843.648193359375,0.5283318989506721,0.2368725340419401,0.7652044329926122,3,3,2.804813810758789
41,-839.7394409179688,0.520498088157371,0.23569029867417454,0.7561883868315455,3,3,2.8633071129925534
42,-835.8306274414062,0.5223406242153793,0.2332612902134229,0.7556019144288022,3,3,2.8501150210712525
43,-831.9218139648438,0.5320304886686478,0.22880845814887998,0.7608389468175277,3,3,2.7834497408402874
44,-828.0130004882812,0.5427568474560124,0.23016003862762324,0.7729168860836356,3,3,2.7065017462070644
45,-824.104248046875,0.5498464980595914,0.23713483873586047,0.7869813367954519,3,3,2.650765271880769
46,-820.1954345703125,0.5504821524802276,0.24939604592646913,0.7998781984066967,3,3,2.6302104597078073
47,-816.28662109375,0.5520017894086505,0.2663276536499864,0.818329443058637,2,3,2.5881545478995416
48,-812.3778686523438,0.5665789598913,0.27870831511939687,0.8452872750106969,2,3,2.466798545255164
49,-808.4690551757812,0.5896293995653417,0.2779628479933421,0.8675922475586837,2,3,2.328149201612558
50,-804.5602416992188,0.6050033418794499,0.2632430613098346,0.8682464031892845,2,3,2.27227666241883
51,-800.6514892578125,0.6125632777191764,0.241628671408292,0.8541919491274684,2,3,2.2724275211574385
52,-796.74267578125,0.6123517151446555,0.2306939454234051,0.8430456605680605,2,3,2.2934426347209964
53,-792.8338623046875,0.6018870238709798,0.23631361143503896,0.8382006353060187,2,3,2.345030178561974
54,-788.9251098632812,0.586704549999429,0.24647523463112336,0.8331797846305524,2,3,2.4157723251670924
55,-785.0162963867188,0.5670821523977138,0.2588146452010802,0.825896797598794,2,3,2.5084854412230677
56,-781.1074829101562,0.5377314709745667,0.27683076656419675,0.8145622375387636,2,3,2.6504809134195835
57,-777.1986694335938,0.5045157082161573,0.30170454632961086,0.8062202545457682,2,3,2.797434840766097
58,-773.2899169921875,0.4843067515564051,0.3263678383918525,0.8106745899482577,2,3,2.8430488161109455
59,-769.381103515625,0.47558102969860605,0.34191665343998495,0.817497683138591,2,3,2.8343589582586457
60,-765.4722900390625,0.46101055656263923,0.35357310614682486,0.814583662709464,2,3,2.8809090951910767
61,-761.5635375976562,0.45681487238865665,0.35940977717363143,0.816224649562288,2,3,2.8808023931472415
62,-757.6547241210938,0.48163080467525904,0.3431001611319805,0.8247309658072395,2,3,2.7912278288921213
63,-753.7459106445312,0.5148299668161681,0.31705542948648074,0.8318853963026489,2,3,2.6763387421416587
64,-749.837158203125,0.5454297509334406,0.2871505725911153,0.8325803235245559,2,3,2.575852577163739
65,-745.9283447265625,0.5664727077405394,0.2582670173537185,0.8247397250942579,2,3,2.519892467449487
66,-742.01953125,0.5674322428990549,0.2518125092472306,0.8192447521462856,2,3,2.5303974044754938
67,-738.1107788085938,0.535581721103687,0.283067266707353,0.8186489878110399,2,3,2.6549304750807003
68,-734.2019653320312,0.4930068364556042,0.3214155948422672,0.8144224312978714,2,3,2.8072552384450375
69,-730.2931518554688,0.47420601654072,0.333417828364356,0.807623844905076,2,4,2.8846789775351236
70,-726.3843383789062,0.4889909962448524,0.31707332182631576,0.8060643180711682,2,4,2.855061627668808
71,-722.4755859375,0.5246865513597482,0.28915841544284454,0.8138449668025927,2,4,2.716436631779075
72,-718.5667724609375,0.5648018660791478,0.2647881635544389,0.8295900296335867,2,3,2.520407385054435
73,-714.657958984375,0.5900507037503564,0.2511196187346549,0.8411703224850113,2,3,2.388762068732924
74,-710.7492065429688,0.5990804309169977,0.23968104669960613,0.8387614776166038,2,3,2.3548168501851325
75,-706.8403930664062,0.5969722321466943,0.22865779207271306,0.8256300242194073,2,3,2.3892361771660853
76,-702.9315795898438,0.5881490355625636,0.22438230176872526,0.8125313373312888,2,3,2.452658475394644
77,-699.0228271484375,0.5746280521821467,0.23180991124385342,0.8064379634260002,2,3,2.5225266716358234
78,-695.114013671875,0.5639971610429506,0.245381331765559,0.8093784928085096,2,3,2.5610315049340953
79,-691.2052001953125,0.569662133554993,0.24741772051592836,0.8170798540709213,2,3,2.5212870187718526
80,-687.29638671875,0.5880077402375199,0.2382226051943383,0.8262303454318582,2,3,2.425864576687236
