epoch,train_cpp_mean_alignment_loss,train_cpp_mean_loss,train_derivative_loss,train_future_loss,train_late_amplitude_loss,train_monotonic_loss,train_recon_loss,train_slope_floor_loss,train_smooth_loss,train_total_loss,train_variance_loss,val_cpp_mean_alignment_loss,val_cpp_mean_loss,val_derivative_loss,val_future_loss,val_late_amplitude_loss,val_monotonic_loss,val_recon_loss,val_slope_floor_loss,val_smooth_loss,val_total_loss,val_variance_loss
11,0.0,0.08750346698798239,0.014266063855029643,0.8704510644078255,0.0,0.0,0.1630495673045516,0.0,0.0002809392519338871,0.4218828631564975,0.06771608293056489,0.0,0.05863603432145384,0.013311807790564166,0.8365843163596259,0.0,0.0,0.1326662798722585,0.0,0.0002815552143147215,0.35830368515517974,0.044692678583992854
12,0.0,0.08256887272000313,0.01347326822578907,0.869890034198761,0.0,0.0,0.155693731084466,0.0,0.0002850609689630801,0.4165231244638562,0.07766006737947465,0.0,0.06802861268321674,0.013962015613085695,0.8356707261668311,0.0,0.0,0.14123845721284548,0.0,0.000290761553009765,0.37927372919188607,0.05981103910340203
13,0.0,0.07717072027735412,0.012769763043615967,0.8681013755500316,0.0,0.0,0.14817601591348648,0.0,0.000293177012099477,0.3961212417110801,0.058708824962377545,0.0,0.058922911476757794,0.013051938317302201,0.8351322180695004,0.0,0.0,0.128994084480736,0.0,0.00029240123856450536,0.35147653851244187,0.03893657194243537
14,0.0,0.07604422126896679,0.012510357366409153,0.8692105509340763,0.0,0.0,0.14515010523609817,0.0,0.00029572624607681063,0.39917317125946283,0.07180673480033875,0.0,0.04798851845165094,0.01131511815927095,0.8347721927695804,0.0,0.0,0.1159276163412465,0.0,0.0002971518131542123,0.3435611054301262,0.06205386916796366
15,0.0,0.07145631916355341,0.01191353442845866,0.8671084202826023,0.0,0.0,0.13874057726934552,0.0,0.00030177923363226,0.38346033804118634,0.05922568589448929,0.0,0.04761001027913557,0.011361838628848394,0.835237615638309,0.0,0.0,0.11372009292244911,0.0,0.0003000013255384854,0.33082831650972366,0.04114896059036255
16,0.0,0.07015970181673765,0.011689862032653764,0.8666862338781357,0.0,0.0,0.13584416969679297,0.0,0.000305416583432816,0.3841838350519538,0.06815465018153191,0.0,0.04635888053518203,0.01109923569795986,0.8351476258701749,0.0,0.0,0.11110614861051242,0.0,0.0003049732735639231,0.32374415960576797,0.03375823630226983
17,0.0,0.0655028045293875,0.011123057175427675,0.8661463603377342,0.0,0.0,0.12944443598389627,0.0,0.00030511031291098335,0.37230390924960377,0.0626339241862297,0.0,0.04966125916689634,0.011222942292483317,0.8357889387342665,0.0,0.0,0.1131195252140363,0.0,0.0003065485119198759,0.3315180449022187,0.04159665107727051
18,0.0,0.06350322136422619,0.010691296355798841,0.8659563645720482,0.0,0.0,0.12610899745486676,0.0,0.00030776172316109295,0.3706427704542875,0.06848986595869064,0.0,0.04030058807176021,0.009947829802210132,0.8350419435236189,0.0,0.0,0.10175091193781959,0.0,0.0003045403104301335,0.32659879161251915,0.06542994909816319
19,0.0,0.0654771548579447,0.010615355754271149,0.8654673248529434,0.0,0.0,0.12711626989766955,0.0,0.00031476129515795037,0.38002947103232143,0.0835463397204876,0.0,0.0504016550257802,0.011056485146077143,0.8345102634694841,0.0,0.0,0.11163251888420847,0.0,0.0003226253676176485,0.3426704936557346,0.06681305501196119
20,0.0,0.06288766355719418,0.010442280815914274,0.8657302565872669,0.0,0.0,0.12317206505686044,0.0,0.00032430181199742946,0.36669072806835173,0.06741462349891662,0.0,0.04722636482781834,0.01074288648346232,0.8357376323805915,0.0,0.0,0.10707073182695442,0.0,0.000328414326456065,0.3343501024776035,0.06229377455181546
21,0.0,0.0578876847284846,0.009848480235086754,0.8654109559953213,0.0,0.0,0.11665571411140263,0.0,0.0003244484338210896,0.35372022558003663,0.06022781878709793,0.0,0.052335191518068314,0.010888762125331495,0.8356381124920316,0.0,0.0,0.11108911409974098,0.0,0.00032679959905282076,0.358373944958051,0.09708980719248454
22,0.0,0.05671724572312087,0.009630924346856773,0.8658291429281235,0.0,0.0,0.11417339090257883,0.0,0.00032557786034885793,0.3507487203925848,0.060470182448625565,0.0,0.04963197403897842,0.01058008268268572,0.837120427025689,0.0,0.0,0.10706292589505513,0.0,0.0003296261274954304,0.3511067314280404,0.09302673737208049
23,0.0,0.05555283959838562,0.009497522230958566,0.8657794781029224,0.0,0.0,0.11204436691477895,0.0,0.00032782217786007093,0.3501811519265175,0.0649107575416565,0.0,0.03831086033541295,0.00948718169497119,0.8363602426317003,0.0,0.0,0.09411424833039443,0.0,0.0003284615797585704,0.30150313427050907,0.03243497014045715
24,0.0,0.0528369752864819,0.009105847839964553,0.8656945772469044,0.0,0.0,0.10818654876202345,0.0,0.0003284700003860053,0.3466894593089819,0.06878450587391853,0.0,0.0393183641653094,0.009390999278467562,0.8366460866398282,0.0,0.0,0.09427405479881498,0.0,0.0003298426777797027,0.3098814578519927,0.04784632060262892
25,0.0,0.05318375005153939,0.009018479340011255,0.8653395503759385,0.0,0.0,0.10746064567938447,0.0,0.0003295233986136736,0.34455668833106756,0.06585337743163108,0.0,0.03253867909208768,0.008272386337113049,0.8376131554444631,0.0,0.0,0.085646557311217,0.0,0.0003276007127068523,0.3138483158416218,0.08054653803507487
26,0.0,0.05100437996443361,0.00868935663602315,0.8657690703868866,0.0,0.0,0.10428978498093784,0.0,0.0003357923873409163,0.3400578072294593,0.06553400233387947,0.0,0.03169752235731317,0.00823219769841267,0.8383208943737878,0.0,0.0,0.08394026052620676,0.0,0.0003365677920454699,0.2997145818339454,0.056289881467819214
27,0.0,0.04804237817297689,0.008372735691955313,0.8663914948701859,0.0,0.0,0.10013567488640547,0.0,0.00033787705287977585,0.3283948289230466,0.05354591831564903,0.0,0.032934828092240624,0.00849978941389256,0.8386615680323707,0.0,0.0,0.08420698489579889,0.0,0.00033733717443990626,0.28623104261027443,0.027148173915015325
28,0.0,0.04766210807720199,0.008338252099929378,0.8667827330529689,0.0,0.0,0.09870116245001555,0.0,0.000337153725195094,0.326466353982687,0.05281625390052795,0.0,0.030196924719752535,0.008038510620180104,0.8395733104811774,0.0,0.0,0.08026488684117794,0.0,0.0003343973561034848,0.28561561471886104,0.036636018090777926
29,0.0,0.04640196832478978,0.008150910376571119,0.866899847239256,0.0,0.0,0.09658954432234168,0.0,0.0003359315738634905,0.3232158998027444,0.051939210295677184,0.0,0.03482316237770849,0.008534211018640134,0.8397941258218553,0.0,0.0,0.0843876652005646,0.0,0.00033577537881986547,0.3022724737723668,0.056493924723731145
30,0.0,0.04624996380298398,0.008061756385723129,0.8669878244400024,0.0,0.0,0.09553268398158252,0.0,0.00033622743576415813,0.32644602060317995,0.06071914806962013,0.0,0.031128907731423777,0.008111946957392825,0.8391690519120958,0.0,0.0,0.07977606087095207,0.0,0.0003376933988571788,0.28387515246868134,0.033289028538597956
31,0.0,0.043820678896736354,0.00776729870121926,0.8677849300205708,0.0,0.0,0.09214526102878154,0.0,0.00033524712489452213,0.3181571986526251,0.05332124978303909,0.0,0.030103354300889704,0.007910697643334666,0.8399364683363173,0.0,0.0,0.07800049624509281,0.0,0.0003354628441027469,0.28145232299963635,0.03291434049606323
32,0.0,0.04338191850110888,0.007603700686013326,0.8671134293079377,0.0,0.0,0.09105319255031645,0.0,0.0003352372532390291,0.3180896699428558,0.05624128058552742,0.0,0.03122919684069024,0.007912426850655012,0.8404716021484799,0.0,0.0,0.07798137557175425,0.0,0.0003366195532079372,0.28953121023045647,0.047768725289238825
33,0.0,0.04289521981263533,0.007540782302385196,0.8681526772677899,0.0,0.0,0.0895886005833745,0.0,0.0003370194142917171,0.31905997563153504,0.06124499812722206,0.0,0.026498870277363393,0.0072912264667037464,0.8421030706829495,0.0,0.0,0.07213618689113194,0.0,0.00033603647898416966,0.2741260768638717,0.033347772227393255
34,0.0,0.041496473510051146,0.007358741300413385,0.8682762332260608,0.0,0.0,0.08723175381310284,0.0,0.000338586744692293,0.3117859099060297,0.05294191837310791,0.0,0.02754937634906835,0.0074646273213956095,0.8420555293560028,0.0,0.0,0.07254995364281866,0.0,0.00033830379834398627,0.2732846289873123,0.029632462395562068
35,0.0,0.04156913485494442,0.00721408503013663,0.8684281535446644,0.0,0.0,0.08657116633839905,0.0,0.00033874887922138444,0.32153617683798075,0.07377485856413842,0.0,0.025577480206266046,0.00710093980241153,0.8417076501581404,0.0,0.0,0.06986434095435673,0.0,0.00034020653563655086,0.2680358530746566,0.026980853743023343
36,0.0,0.040761466399999335,0.007162373815663159,0.8688689015805722,0.0,0.0,0.08518269672058523,0.0,0.00034436717942298856,0.3113571148365736,0.05687674209475517,0.0,0.0247226786127107,0.006834060988492436,0.8425733082824283,0.0,0.0,0.06831118919783169,0.0,0.0003426502759490783,0.277836208542188,0.05046328571107653
37,0.0,0.0397688526136335,0.0069922312453854826,0.86920180991292,0.0,0.0,0.08343642177060247,0.0,0.00034673538721108343,0.311794400960207,0.062273447215557096,0.0,0.025888083735480905,0.007068641406173508,0.8435490628083547,0.0,0.0,0.06848261112140284,0.0,0.0003470610665519618,0.26866089387072456,0.02997951375113593
38,0.0,0.038567909362609495,0.006898730754619465,0.8699040316045284,0.0,0.0,0.08124581561423838,0.0,0.0003483394339127699,0.30124201215803625,0.04656345322728157,0.0,0.02452571948783265,0.0068666882450795835,0.8440411157078214,0.0,0.0,0.06623617973592547,0.0,0.000347206129744235,0.2628374472260475,0.024192995495266385
39,0.0,0.03689720960101113,0.00665021117310971,0.8702652722597122,0.0,0.0,0.0787648188881576,0.0,0.00034613379029906354,0.3010253071784973,0.052866747975349425,0.0,0.023226602429834504,0.006438580910778708,0.8446764118141599,0.0,0.0,0.06409031245857477,0.0,0.00034190497535746545,0.27766235007180107,0.059607641564475164
40,0.0,0.03616141518577933,0.006545665988232941,0.8701416797935962,0.0,0.0,0.07722524795681238,0.0,0.00034482959090382793,0.2948746433481574,0.044534343481063846,0.0,0.02267308530604674,0.006465531006041501,0.8458633290396796,0.0,0.0,0.06280164741393593,0.0,0.0003416663352658765,0.2621436334318585,0.031199336051940918
41,0.0,0.036852713074767965,0.006515159457921982,0.870784330368042,0.0,0.0,0.07724325370509177,0.0,0.0003442769233515719,0.30020798090845346,0.05424714833498001,0.0,0.022561741695325408,0.006437741414022942,0.8455555770132277,0.0,0.0,0.06207156160639392,0.0,0.0003437792782076738,0.2577887251973152,0.024211919969982572
42,0.0,0.03554059184680227,0.006373831222299486,0.8710972778499126,0.0,0.0,0.07516771259251982,0.0,0.00034509769320720805,0.29541182778775693,0.05013420209288597,0.0,0.02285872262695597,0.006462062075216737,0.8474157088332706,0.0,0.0,0.06184192322608498,0.0,0.0003464676620852616,0.25995020899507737,0.027928799390792847
43,0.0,0.03531262669712305,0.006323127617361024,0.8715822927653789,0.0,0.0,0.07429221326019615,0.0,0.00034625511361809915,0.2956965047866106,0.05253921896219253,0.0,0.0239761416386399,0.006501917002929581,0.8461877703666687,0.0,0.0,0.06231111764079995,0.0,0.00034845103639074497,0.2702077850699425,0.046839472320344716
44,0.0,0.034093697866774166,0.006132184213493019,0.8719966009259223,0.0,0.0,0.07241262409370393,0.0,0.0003462779110122938,0.29120979327708485,0.048569122701883315,0.0,0.02727577690449026,0.006704521908735235,0.8466358416610293,0.0,0.0,0.06500268624060684,0.0,0.0003487243957351893,0.2930329855945375,0.08342526025242275
45,0.0,0.03323822708334774,0.006017560069449246,0.8719810009002685,0.0,0.0,0.07066302541643381,0.0,0.0003448996718361741,0.288277480378747,0.047180026024580005,0.0,0.021330003859475255,0.0060994881075910395,0.8476565347777473,0.0,0.0,0.05810321567373143,0.0,0.00034511261684302654,0.25380156023634803,0.02490389347076416
46,0.0,0.033941623577266,0.006017209409037605,0.8723586075007915,0.0,0.0,0.07091813925653696,0.0,0.00034742166462820023,0.2913030719384551,0.051866890490055086,0.0,0.02289309231047001,0.006216624143740369,0.8474329014619192,0.0,0.0,0.058952682030697666,0.0,0.0003473159142433562,0.26770876927508247,0.049428598748313055
47,0.0,0.032779955107253046,0.005873286997666582,0.8727658301591873,0.0,0.0,0.06892050097230822,0.0,0.00034681220131460577,0.2873585166409612,0.04911575242877007,0.0,0.0197868153013082,0.005747771796046032,0.8502328892548879,0.0,0.0,0.05491922268023094,0.0,0.0003454119836937429,0.25395553641849095,0.03244419230355157
48,0.0,0.03318178986082785,0.0058208530710544435,0.8727367401123047,0.0,0.0,0.06866816114634275,0.0,0.0003487864221824566,0.29374128468334676,0.06204819828271866,0.0,0.019604024516108137,0.005608077691350546,0.8485828571849399,0.0,0.0,0.05418460857537058,0.0,0.0003488144494541403,0.25816018382708233,0.04330521490838793
49,0.0,0.03340923457872123,0.0057673433038871735,0.8730378665030003,0.0,0.0,0.06837453721091151,0.0,0.0003542278063832782,0.29574896655976773,0.06635641530156136,0.0,0.01966881993899329,0.005695153377018869,0.8486534456411997,0.0,0.0,0.053740783801509276,0.0,0.0003579756804457348,0.24732261730564964,0.02233757906489902
50,0.0,0.03088824298756663,0.005568183754803613,0.8741855710744858,0.0,0.0,0.0651380728231743,0.0,0.0003575521543098148,0.2794509591534734,0.04249439910054207,0.0,0.018970462480663426,0.005491114221513271,0.8492135968473222,0.0,0.0,0.05238730367273092,0.0,0.00035776261453672004,0.24866685188478893,0.028411348660786945
51,0.0,0.03064222436223645,0.005454479766194708,0.8735389687120915,0.0,0.0,0.06427789612207561,0.0,0.00035568970379245,0.28095574378967286,0.047842686623334886,0.0,0.020453845254249044,0.005668510592335628,0.8491577472951677,0.0,0.0,0.053202737433214985,0.0,0.0003571485253309624,0.2573273579279582,0.042463060882356435
52,0.0,0.0299177529028384,0.005367193222627975,0.8740680672228336,0.0,0.0,0.06278780675493181,0.0,0.00035474735122988934,0.27670378629118203,0.04291907101869583,0.0,0.018503597484798066,0.005401578680094745,0.8505380517906613,0.0,0.0,0.05050414728207721,0.0,0.0003533528571198177,0.24360581073496076,0.022082212898466323
53,0.0,0.030238882984849624,0.005341697661788203,0.874232342839241,0.0,0.0,0.06260638665407896,0.0,0.0003545171468431363,0.28564687818288803,0.06080674827098846,0.0,0.018274738104082644,0.005353255624261995,0.8499640855524275,0.0,0.0,0.04973697414000829,0.0,0.00035430886621017836,0.24242899235751894,0.021769689189063177
54,0.0,0.029177255713148043,0.005242117101443,0.8747532494366169,0.0,0.0,0.06100471967365593,0.0,0.00035559346251829994,0.2777169290930033,0.049103033542633054,0.0,0.017725151174494788,0.005156950766427649,0.8506800962818993,0.0,0.0,0.048508748722573124,0.0,0.00035488063521269296,0.24522507273488575,0.030277788639068604
55,0.0,0.028439146262826398,0.005106636945856735,0.8746082931756973,0.0,0.0,0.05946666055824608,0.0,0.00035569068459153643,0.27121865153312685,0.04011416584253311,0.0,0.017683795084142022,0.005168524661308361,0.8505005935827891,0.0,0.0,0.04782780363327927,0.0,0.0003549688182020974,0.24020553131898245,0.02170218030611674
56,0.0,0.02817907246935647,0.004981139017036185,0.8748828522861004,0.0,0.0,0.05856788440141827,0.0,0.00035317500078235753,0.27575694750994445,0.05126406028866768,0.0,0.017913524242531922,0.005156367965456512,0.8511070940229628,0.0,0.0,0.04757513913015524,0.0,0.00035426351920856786,0.24406984862354067,0.029475960466596816
57,0.0,0.028308939578710123,0.005000348354224115,0.875405465811491,0.0,0.0,0.058222439722158015,0.0,0.0003549348413798725,0.2751878459006548,0.05045862197875976,0.0,0.01707319613908314,0.0050066553909952445,0.8513671921359168,0.0,0.0,0.04607991439600786,0.0,0.00035474589579583454,0.23810987008942497,0.02143246266576979
58,0.0,0.027676485435222276,0.0048980530758854,0.8756343260407448,0.0,0.0,0.05696092254947871,0.0,0.00035380461922613905,0.2696696795523167,0.042588531225919726,0.0,0.016653598557847243,0.0048857097669194145,0.8521954715251923,0.0,0.0,0.04493980327000221,0.0,0.00035366861751147855,0.2371199975411097,0.021942168474197388
59,0.0,0.02725539087841753,0.004848406914970837,0.8763664849102497,0.0,0.0,0.05594497744459659,0.0,0.0003538747700076783,0.26618618965148927,0.03783131539821625,0.0,0.016351652486870687,0.004766136123281386,0.8523062633143531,0.0,0.0,0.04413319668836064,0.0,0.00035204496493356093,0.2383737804161178,0.026440166764789157
60,0.0,0.027973524504341186,0.004739199360483326,0.87828284278512,0.0,0.0,0.05607074797153473,0.0,0.00035280103293189313,0.2763965168967843,0.05662495419383049,0.0,0.017674298387848668,0.004937198582208819,0.8517026570108202,0.0,0.0,0.0450477305178841,0.0,0.0003560471409905909,0.2504294224911266,0.04747009939617581
61,0.0,0.026355564495315776,0.0046604914823547006,0.8767922319471836,0.0,0.0,0.05391680947504938,0.0,0.0003540849193086615,0.26698394753038884,0.044400617480278015,0.0,0.01597067154943943,0.0045917797963031465,0.8522420856687758,0.0,0.0,0.04260700796213415,0.0,0.0003523961899595128,0.23951941976944605,0.03236482871903314
62,0.0,0.025869679602328687,0.004579045297577977,0.8768633335828782,0.0,0.0,0.0528905276209116,0.0,0.00035373618520679885,0.26342007871717216,0.03986432701349259,0.0,0.015641503863864474,0.0045956803434011005,0.8522946900791593,0.0,0.0,0.041802886252601944,0.0,0.00035324669766446785,0.23259939087761772,0.020437240600585938
63,0.0,0.026209383545210584,0.004543296864721924,0.8773743942379951,0.0,0.0,0.052751452499069276,0.0,0.0003529312947648577,0.2707134373486042,0.05422081127762794,0.0,0.0156053721309743,0.004582844726327393,0.8531143897109561,0.0,0.0,0.041363573633134365,0.0,0.0003530180531217613,0.2339738052752283,0.023785773250791762
64,0.0,0.025218094536103308,0.004437561958911829,0.877631238847971,0.0,0.0,0.051304546161554755,0.0,0.00035210678615840154,0.2609560625627637,0.03859416693449021,0.0,0.01746205656996204,0.004722776408824656,0.8541368246078491,0.0,0.0,0.042841594459282026,0.0,0.0003566912362455494,0.25629932681719464,0.06307518151071337
65,0.0,0.0254772323241923,0.004409495688742026,0.8778743252158165,0.0,0.0,0.05105562565149739,0.0,0.00035384283801249695,0.2659337446093559,0.048719074577093124,0.0,0.015307055048954984,0.004301836093266805,0.854344818327162,0.0,0.0,0.039937586420112185,0.0,0.0003504362070493193,0.24143538541264004,0.04164807001749674
66,0.0,0.02485828230564948,0.004322968947235495,0.8779184125363827,0.0,0.0,0.04997898316942155,0.0,0.00035305642159073615,0.26186536345630884,0.04342343881726265,0.0,0.014725246673656834,0.004302865088296433,0.8530644774436951,0.0,0.0,0.03899278295122915,0.0,0.00035332037401126907,0.2294449582695961,0.02064974109331767
67,0.0,0.024569628256722355,0.004263241804437712,0.8781386829912663,0.0,0.0,0.04919237459544092,0.0,0.0003534517738444265,0.2631456317380071,0.04781746119260788,0.0,0.014540888498433761,0.0042442556134321624,0.8532598382896848,0.0,0.0,0.03834834105024735,0.0,0.0003531145064496539,0.22857405742009482,0.02036165197690328
68,0.0,0.023759381016134284,0.004171630245400593,0.8782607093453407,0.0,0.0,0.04792062174528837,0.0,0.00035269864201836754,0.25510869044810536,0.03514012843370438,0.0,0.01427532103843987,0.004162564356293943,0.854189415772756,0.0,0.0,0.03762744273990393,0.0,0.00035207211072297976,0.22795555740594864,0.020541876554489136
69,0.0,0.02365127134253271,0.0040954264346510175,0.8777220480144023,0.0,0.0,0.04734432827681303,0.0,0.0003522227547364309,0.25810997765511273,0.04269507452845574,0.0,0.01580770008472933,0.004340043847656084,0.8536428974734412,0.0,0.0,0.03877696591532893,0.0,0.00035395180101558153,0.2482352935605579,0.05731103155348036
70,0.0,0.024038813638617283,0.004055652214447036,0.8781274542212486,0.0,0.0,0.047273549786768856,0.0,0.0003509632861096179,0.26124075185507534,0.04858824759721756,0.0,0.01393852363495777,0.004078580920274059,0.8537473877271017,0.0,0.0,0.03660873778992229,0.0,0.0003539982927678567,0.2266573997007476,0.020580543412102595
71,0.0,0.022979191833292133,0.00398198350740131,0.8791551142930984,0.0,0.0,0.045898992521688345,0.0,0.00035315954373800197,0.25376178342849015,0.037101640552282336,0.0,0.013983756045086516,0.003946092044417229,0.8540756305058798,0.0,0.0,0.03598039680057102,0.0,0.0003515205042074538,0.23171108795536888,0.03190058138635424
72,0.0,0.022781935089733453,0.003926933146431111,0.8791734382510186,0.0,0.0,0.04522470156662166,0.0,0.00035206770844524725,0.2541539967060089,0.039479642361402514,0.0,0.016269644489511847,0.004245041662620174,0.8538594676388634,0.0,0.0,0.03805011541893085,0.0,0.00035708670556131337,0.25664708846145207,0.07513474093543158
73,0.0,0.02272453013138147,0.003876949934056029,0.8795933268964291,0.0,0.0,0.04472865096759051,0.0,0.0003525117088429397,0.25574767757207156,0.04359853193163872,0.0,0.013402688187650509,0.0038623622903186413,0.855788916349411,0.0,0.0,0.03455574334495597,0.0,0.0003498908400716674,0.22453010827302933,0.020367420381969877
74,0.0,0.022236877142859157,0.00380285770224873,0.8788681775331497,0.0,0.0,0.04394384288461879,0.0,0.0003501626259094337,0.25071320347487924,0.0359510138630867,0.0,0.013566075785396,0.0037749274763175184,0.854235546456443,0.0,0.0,0.03440890471554465,0.0,0.00034871132164779637,0.23034197837114334,0.03283021847407023
75,0.0,0.02246069227840053,0.003771854445221834,0.8789981953799725,0.0,0.0,0.04375789107289165,0.0,0.00035094363265670837,0.255614903755486,0.045881491899490354,0.0,0.013534831297066476,0.0038679167757638628,0.8573902712927924,0.0,0.0,0.03412235347140166,0.0,0.00035261059464472864,0.23300358984205458,0.03740290469593472
76,0.0,0.021872476293356157,0.0036950978625100105,0.8787986092269421,0.0,0.0,0.04276996694970876,0.0,0.00034952207970491146,0.25118111036717894,0.03973456397652626,0.0,0.01330721674538735,0.003657651586561567,0.853992309835222,0.0,0.0,0.033372316457745105,0.0,0.0003491480973833758,0.23033176610867181,0.03535640901989407
77,0.0,0.02158537796640303,0.0036396564799360933,0.8799808077514172,0.0,0.0,0.04216871974058449,0.0,0.00034993535009562036,0.2497451553121209,0.03793480470776558,0.0,0.012726192692449937,0.003634483398248752,0.8570015463564131,0.0,0.0,0.032506984606799155,0.0,0.0003484014418467672,0.2228752440876431,0.021574533647961087
78,0.0,0.021468361948791426,0.0036123244164627975,0.8793695464730262,0.0,0.0,0.04169416348449886,0.0,0.00034936064439534676,0.2505363166332245,0.040855090320110324,0.0,0.012960395206593804,0.0037052424546952047,0.8543185260560777,0.0,0.0,0.03243770093346635,0.0,0.0003514237469062209,0.22924483733044732,0.03522051705254449
79,0.0,0.02123738500085892,0.00354379495838657,0.8797200314700604,0.0,0.0,0.04108715779148042,0.0,0.0003491029976430582,0.24949991293251514,0.040155621618032454,0.0,0.012422529767112186,0.0035930254703594577,0.8541779849264357,0.0,0.0,0.03151112298170725,0.0,0.000350615931286787,0.22158573733435738,0.022461785210503474
80,0.0,0.021105733791773672,0.0035064711642917245,0.8800549045205116,0.0,0.0,0.04073450620053336,0.0,0.00034924461870105005,0.2503484657034278,0.042593047767877576,0.0,0.014594685312153565,0.0037690184803472627,0.8553491830825806,0.0,0.0,0.033533584223025374,0.0,0.000356340628867555,0.2505534713466962,0.07353567083676656
81,0.0,0.021055358012381474,0.0034819875087123363,0.8796690665185452,0.0,0.0,0.04029971460113302,0.0,0.0003531602687871782,0.25128129236400126,0.045557475090026854,0.0,0.012233795811577389,0.0034343285305011603,0.8548707995149825,0.0,0.0,0.030693657437546387,0.0,0.00035126683037055447,0.2209228194422192,0.02284117539723714
82,0.0,0.02048897870699875,0.003408186449087225,0.8798236295580864,0.0,0.0,0.03945854336488992,0.0,0.00035259807336842643,0.2459572084248066,0.03717000260949135,0.0,0.012464446856433319,0.003520849147915012,0.853929748137792,0.0,0.0,0.030667855611277953,0.0,0.0003553325206869178,0.23013893349303138,0.04138424661424425
83,0.0,0.02028600472403923,0.0033452524046879263,0.879873426258564,0.0,0.0,0.03892094335751608,0.0,0.0003510282167553669,0.2463214870542288,0.03921975642442703,0.0,0.011988878366537392,0.003426260754673017,0.8545480238066779,0.0,0.0,0.029996185149583552,0.0,0.00035324219627202384,0.22236297445164788,0.027498513460159302
