window,target,model,fold,feature,coefficient,alpha
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_20,0.0751905949246304,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_21,0.020111933653427973,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_22,0.002622120015298342,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_23,0.005740420863247755,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_24,-0.013470420598811116,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_25,0.03955608348651808,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_26,0.04497194300230699,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_27,-0.02124601349674831,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_28,0.022284772680350392,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_29,0.022443477987702635,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_30,-0.18342154043258382,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_31,-0.03473975683730158,10.0
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_00,-0.029493022310059278,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_01,-0.022764327816855324,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_02,0.016723326003706945,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_03,0.016161969893842592,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_04,-0.031347917692686446,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_05,-0.004894367437792281,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_06,-0.0020825934509930426,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_07,0.06900618509841448,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_08,0.013431666767363454,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_09,0.0025966658406148405,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_10,0.03658875697897641,464.1588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_11,-0.028350377191791912,464.1588833612773
