time_ms,latent,correlation_with_log_rt
-867.1009521484375,z3,-0.03907462232650486
-863.1921997070312,z3,-0.03617829101709825
-859.2833862304688,z3,-0.03522431994396649
-855.3745727539062,z3,-0.03636162231585556
-851.4658203125,z3,-0.03927518663598845
-847.5570068359375,z3,-0.04341867115808872
-843.648193359375,z3,-0.048057001045713414
-839.7394409179688,z3,-0.05259242680745598
-835.8306274414062,z3,-0.05689815276615353
-831.9218139648438,z3,-0.06119843806306141
-828.0130004882812,z3,-0.06551346690993623
-824.104248046875,z3,-0.06967914612330599
-820.1954345703125,z3,-0.07362243031944074
-816.28662109375,z3,-0.07738167466227536
-812.3778686523438,z3,-0.08056858369099458
-808.4690551757812,z3,-0.08236146280806868
-804.5602416992188,z3,-0.08246131892503206
-800.6514892578125,z3,-0.08104359502629811
-796.74267578125,z3,-0.07884319421000817
-792.8338623046875,z3,-0.07690579189203324
-788.9251098632812,z3,-0.07585455185504142
-785.0162963867188,z3,-0.07580403368218352
-781.1074829101562,z3,-0.07674262728548417
-777.1986694335938,z3,-0.07837503824531657
-773.2899169921875,z3,-0.07995540734584261
-769.381103515625,z3,-0.08098137934855514
-765.4722900390625,z3,-0.08158325682131434
-761.5635375976562,z3,-0.08220086312147314
-757.6547241210938,z3,-0.08343732039491955
-753.7459106445312,z3,-0.08597210503833304
-749.837158203125,z3,-0.09006244445401071
-745.9283447265625,z3,-0.09530056720046126
-742.01953125,z3,-0.10073567982218333
-738.1107788085938,z3,-0.10537163094890163
-734.2019653320312,z3,-0.10871197097947191
-730.2931518554688,z3,-0.11077065554773699
-726.3843383789062,z3,-0.11190215265000844
-722.4755859375,z3,-0.11260058048864716
-718.5667724609375,z3,-0.11339817068354778
-714.657958984375,z3,-0.11461961505559481
-710.7492065429688,z3,-0.11589721005366013
-706.8403930664062,z3,-0.11637531262256794
-702.9315795898438,z3,-0.11553425739144162
-699.0228271484375,z3,-0.11350262644708863
-695.114013671875,z3,-0.11113464875887731
-691.2052001953125,z3,-0.10963193217380475
-687.29638671875,z3,-0.10975851518892009
-683.3876342773438,z3,-0.11161306880439789
-679.4788208007812,z3,-0.11489863738826993
-675.5700073242188,z3,-0.11892491665248917
-671.6612548828125,z3,-0.12299191587645751
-667.75244140625,z3,-0.12696352261396396
-663.8436279296875,z3,-0.13131577799074526
-659.9348754882812,z3,-0.136495994907371
-656.0260620117188,z3,-0.14255384679688668
-652.1172485351562,z3,-0.1489874131966736
-648.20849609375,z3,-0.15455238411472316
-644.2996826171875,z3,-0.1579331295665571
-640.390869140625,z3,-0.158775714696724
-636.4820556640625,z3,-0.1577083272092526
-632.5733032226562,z3,-0.15578247173018386
-628.6644897460938,z3,-0.15385508937563416
-624.7556762695312,z3,-0.1524419851137582
-620.846923828125,z3,-0.15170957376300756
-616.9381103515625,z3,-0.15140306543165694
-613.029296875,z3,-0.15097824186335249
-609.1205444335938,z3,-0.14999930590875862
-605.2117309570312,z3,-0.1482854481353092
-601.3029174804688,z3,-0.14612083435080128
-597.3941650390625,z3,-0.14425084824984316
-593.4853515625,z3,-0.1434009784482962
-589.5765380859375,z3,-0.14398713153563603
-585.667724609375,z3,-0.1462617405234867
-581.7589721679688,z3,-0.15013389105178956
-577.8501586914062,z3,-0.15487466167465389
-573.9413452148438,z3,-0.15967076172274391
-570.0325927734375,z3,-0.16389454614329843
-566.123779296875,z3,-0.16720607381506716
-562.2149658203125,z3,-0.16950556031225983
-558.3062133789062,z3,-0.17080950541538276
-554.3973999023438,z3,-0.17109147992234838
-550.4885864257812,z3,-0.17021573243442484
-546.579833984375,z3,-0.1682388351260539
-542.6710205078125,z3,-0.16547116608440285
-538.76220703125,z3,-0.16221649176611877
-534.8533935546875,z3,-0.15888789278771479
-530.9446411132812,z3,-0.15605255802819984
-527.0358276367188,z3,-0.1540503201945747
-523.1270141601562,z3,-0.1527734677798321
-519.21826171875,z3,-0.15158835124148656
-515.3094482421875,z3,-0.14997353678296244
-511.4006652832031,z3,-0.14785408827840596
-507.4918518066406,z3,-0.14555296538172396
-503.58306884765625,z3,-0.1434051732330058
-499.67425537109375,z3,-0.14141580606372237
-495.7654724121094,z3,-0.13960097652417405
-491.856689453125,z3,-0.13819848045356373
-487.9478759765625,z3,-0.13735619524636047
-484.0390930175781,z3,-0.13691293897657755
-480.1302795410156,z3,-0.13663344295289645
-476.22149658203125,z3,-0.13632407028149096
-472.3127136230469,z3,-0.1358725232256317
-468.4039001464844,z3,-0.1351318635357897
-464.4951171875,z3,-0.13396621273024897
-460.5863342285156,z3,-0.13239114488651058
-456.6775207519531,z3,-0.13054943368729086
-452.76873779296875,z3,-0.12857355166275747
-448.85992431640625,z3,-0.12652166657032715
-444.9511413574219,z3,-0.12431522607358858
-441.0423583984375,z3,-0.1217157075234556
-437.133544921875,z3,-0.11833241754505608
-433.2247619628906,z3,-0.11376376697345061
-429.3159484863281,z3,-0.10788854272762437
-425.40716552734375,z3,-0.10106068357618032
-421.4983825683594,z3,-0.09413725002102678
-417.5895690917969,z3,-0.08840591290512981
-413.6807861328125,z3,-0.08500757141595311
-409.77197265625,z3,-0.0843622914777552
-405.8631896972656,z3,-0.08593980889677452
-401.95440673828125,z3,-0.0883266472832599
-398.04559326171875,z3,-0.08994071833712884
-394.1368103027344,z3,-0.08974664975745093
-390.22802734375,z3,-0.08728028649183157
-386.3192138671875,z3,-0.08259238326681258
-382.4104309082031,z3,-0.07620545699477449
-378.5016174316406,z3,-0.06874994349950138
-374.59283447265625,z3,-0.060812472846776704
-370.6840515136719,z3,-0.052968104922078964
-366.7752380371094,z3,-0.045562011209710686
-362.866455078125,z3,-0.038542961078155226
-358.9576416015625,z3,-0.03176246863284283
-355.0488586425781,z3,-0.025153820747103237
-351.14007568359375,z3,-0.018759329356764883
-347.23126220703125,z3,-0.01280470369031543
-343.3224792480469,z3,-0.007712883580306842
-339.4136657714844,z3,-0.0039763072344093375
-335.5048828125,z3,-0.002026324076064346
-331.5960998535156,z3,-0.0018814957919334322
-327.6872863769531,z3,-0.003062415469037525
-323.77850341796875,z3,-0.004793070403518941
-319.8697204589844,z3,-0.006227781663028065
-315.9609069824219,z3,-0.006677725128959881
-312.0521240234375,z3,-0.005607793792676893
-308.143310546875,z3,-0.0027758624366085775
-304.2345275878906,z3,0.0016387588687129368
-300.32574462890625,z3,0.007130385722275085
-296.41693115234375,z3,0.013347325470766624
-292.5081481933594,z3,0.020226847873511526
-288.5993347167969,z3,0.0277884212792903
-284.6905517578125,z3,0.035927504673789315
-280.7817687988281,z3,0.044268359893514464
-276.8729553222656,z3,0.05198698799916394
-272.96417236328125,z3,0.058071242323528525
-269.0553894042969,z3,0.06194461740045994
-265.1465759277344,z3,0.06363105006921184
-261.23779296875,z3,0.06373156797387097
-257.3289794921875,z3,0.06297639949632224
-253.42019653320312,z3,0.0619701365985455
-249.5113983154297,z3,0.061159500559779846
-245.60260009765625,z3,0.060698002557030575
-241.69381713867188,z3,0.060345298700150526
-237.78501892089844,z3,0.05977196274412856
-233.876220703125,z3,0.05879263047813437
-229.96742248535156,z3,0.05760598474943045
-226.0586395263672,z3,0.05668995457247066
-222.14984130859375,z3,0.05639819671817889
-218.2410430908203,z3,0.05667542728019639
-214.33224487304688,z3,0.05724529215528035
-210.42344665527344,z3,0.057850675453928496
-206.51466369628906,z3,0.05815353502751289
-202.60586547851562,z3,0.057957518929042814
-198.6970672607422,z3,0.05752770014610407
-194.78826904296875,z3,0.05745939055376836
-190.87948608398438,z3,0.05827793200336144
-186.97068786621094,z3,0.060180735004894306
-183.0618896484375,z3,0.06288303487380949
-179.15309143066406,z3,0.06568903811189283
-175.24429321289062,z3,0.0678824970603092
-171.33551025390625,z3,0.06916938714420644
-167.4267120361328,z3,0.06982421028302645
-163.51791381835938,z3,0.07052215979105436
-159.60911560058594,z3,0.07175829082274332
-155.70033264160156,z3,0.07349891656469866
-151.79153442382812,z3,0.07531258959549032
-147.8827362060547,z3,0.07657380076193918
-143.97393798828125,z3,0.07670725383554201
-140.0651397705078,z3,0.07549177887537313
-136.15635681152344,z3,0.07326754345718726
-132.24755859375,z3,0.0709077807834427
-128.33876037597656,z3,0.0694496196936135
-124.42996978759766,z3,0.06966245934245174
-120.52117156982422,z3,0.07174289874167118
-116.61238098144531,z3,0.07519558181859622
-112.70358276367188,z3,0.07900894214184796
-108.79478454589844,z3,0.08221844868028552
-104.88599395751953,z3,0.08448769406343018
-100.9771957397461,z3,0.08589090394152253
-97.06840515136719,z3,0.08672097139573648
-93.15960693359375,z3,0.0873493961983829
-89.25081634521484,z3,0.08795681261352853
-85.3420181274414,z3,0.08864031347670394
-81.4332275390625,z3,0.08947927701452442
-77.52442932128906,z3,0.09055828149452988
-73.61563873291016,z3,0.09188430777007402
-69.70684051513672,z3,0.09321475033912145
-65.79804229736328,z3,0.09431598700215979
-61.889251708984375,z3,0.09508573334189808
-57.9804573059082,z3,0.09549091914467873
-54.07166290283203,z3,0.09576660554634943
-50.162864685058594,z3,0.09622552562523923
-46.25407028198242,z3,0.0967959031045193
-42.34527587890625,z3,0.09720319605607468
-38.43648147583008,z3,0.09736219415049609
-34.527687072753906,z3,0.09735684126787701
-30.618892669677734,z3,0.09764598098782305
-26.710098266601562,z3,0.09879288777615454
-22.80130386352539,z3,0.10112611713869958
-18.892507553100586,z3,0.10459346037556819
-14.983713150024414,z3,0.10867196310064454
-11.074918746948242,z3,0.11244399787567944
-7.166123867034912,z3,0.11496552613021317
-3.257328987121582,z3,0.11577204533826672
0.6514657735824585,z3,0.11518043947013189
4.560260772705078,z3,0.11413435782821284
8.46905517578125,z3,0.11358088780219497
12.377850532531738,z3,0.11407413736502943
16.286645889282227,z3,0.11569723577149411
20.1954402923584,z3,0.11797986695580853
24.10423469543457,z3,0.11999406958911041
28.013029098510742,z3,0.12076815125671853
31.921823501586914,z3,0.11975779829624723
35.83061981201172,z3,0.11696406767444542
39.73941421508789,z3,0.11319907421401194
43.64820861816406,z3,0.10969713667994851
47.557003021240234,z3,0.10748771313591016
51.465797424316406,z3,0.10690890603113311
55.37459182739258,z3,0.10732371264139584
59.28338623046875,z3,0.10763675969950229
63.19218063354492,z3,0.10694758443025906
67.1009750366211,z3,0.10499078029395163
71.00977325439453,z3,0.10207259120956028
74.91856384277344,z3,0.09870679081113454
78.82736206054688,z3,0.09530621246315564
82.73615264892578,z3,0.09200582276074064
86.64495086669922,z3,0.08884381572579994
90.55374908447266,z3,0.08591041663470551
94.46253967285156,z3,0.08328721435930045
98.371337890625,z3,0.08120769782897987
102.2801284790039,z3,0.08012543941725675
106.18892669677734,z3,0.08047812875233988
110.09771728515625,z3,0.08222212132330117
114.00651550292969,z3,0.08468527301352977
117.9153060913086,z3,0.0869058464529188
121.82410430908203,z3,0.08813307083243502
125.73290252685547,z3,0.0881315278546669
129.64169311523438,z3,0.08702745403709508
133.5504913330078,z3,0.085241418144568
137.45928955078125,z3,0.0835256466189039
141.36807250976562,z3,0.08259246810966991
145.27687072753906,z3,0.08263510092356355
149.1856689453125,z3,0.08312146395244599
153.09446716308594,z3,0.0831812674363062
157.0032501220703,z3,0.08216198227640296
160.91204833984375,z3,0.07983171733730858
164.8208465576172,z3,0.07639711823825425
168.72964477539062,z3,0.07248906904080056
172.63844299316406,z3,0.06896857376458075
176.54722595214844,z3,0.066509744645146
180.45602416992188,z3,0.06514586387108925
184.3648223876953,z3,0.06414381167139514
188.27362060546875,z3,0.06256306355815645
192.18240356445312,z3,0.05989960067892123
196.09120178222656,z3,0.056190695814564304
200.0,z3,0.0521039306319029
-1000.0,z4,-0.00691324170058982
-996.0911865234375,z4,-0.011944791106831054
-992.1824340820312,z4,-0.016843338145351914
-988.2736206054688,z4,-0.021249389952788533
-984.3648071289062,z4,-0.02546247978984842
-980.4560546875,z4,-0.029338020143368008
-976.5472412109375,z4,-0.03247637259288436
-972.638427734375,z4,-0.034838450611891086
-968.7296142578125,z4,-0.036796364604023836
-964.8208618164062,z4,-0.03813152933908674
-960.9120483398438,z4,-0.0379775188335804
-957.0032348632812,z4,-0.035778437766462376
-953.094482421875,z4,-0.03185910291023203
-949.1856689453125,z4,-0.0269316526225933
-945.27685546875,z4,-0.02202953699202405
-941.3681030273438,z4,-0.01874603060034587
-937.4592895507812,z4,-0.017991307971688807
-933.5504760742188,z4,-0.019351975046576715
-929.6417236328125,z4,-0.02187701980967595
-925.73291015625,z4,-0.024608422604475794
-921.8240966796875,z4,-0.02706222241211475
-917.915283203125,z4,-0.02931109304106515
-914.0065307617188,z4,-0.03181058592037228
-910.0977172851562,z4,-0.03444800130217856
-906.1889038085938,z4,-0.03663696227967241
-902.2801513671875,z4,-0.03785277990405488
-898.371337890625,z4,-0.037785355945059884
-894.4625244140625,z4,-0.03667942037658958
-890.5537719726562,z4,-0.03492533690870711
-886.6449584960938,z4,-0.0326430687764917
-882.7361450195312,z4,-0.029612262216301602
-878.8273315429688,z4,-0.025957061249727426
-874.9185791015625,z4,-0.022031639021383703
-871.009765625,z4,-0.0178459421490053
-867.1009521484375,z4,-0.013452679300468342
-863.1921997070312,z4,-0.009170702014169823
-859.2833862304688,z4,-0.0058258880030333795
-855.3745727539062,z4,-0.004041822069795799
-851.4658203125,z4,-0.004144452911707602
-847.5570068359375,z4,-0.00601670245626233
-843.648193359375,z4,-0.009069496477518302
-839.7394409179688,z4,-0.012471727544433046
-835.8306274414062,z4,-0.015965457298254687
-831.9218139648438,z4,-0.019628344607846435
-828.0130004882812,z4,-0.022891772451206396
-824.104248046875,z4,-0.02503576243217629
-820.1954345703125,z4,-0.02636550522734169
-816.28662109375,z4,-0.027940345285607807
-812.3778686523438,z4,-0.03013239209915363
-808.4690551757812,z4,-0.03251979944212069
-804.5602416992188,z4,-0.034614131811034406
-800.6514892578125,z4,-0.03604400355481992
-796.74267578125,z4,-0.03640777150735319
-792.8338623046875,z4,-0.03558480838447852
-788.9251098632812,z4,-0.033772459010508224
-785.0162963867188,z4,-0.03112551340929686
-781.1074829101562,z4,-0.02787641258980623
-777.1986694335938,z4,-0.024270937314933436
-773.2899169921875,z4,-0.02035771163857856
-769.381103515625,z4,-0.016135649856903543
-765.4722900390625,z4,-0.01211139716352992
-761.5635375976562,z4,-0.008770488933517744
-757.6547241210938,z4,-0.00679783140962376
-753.7459106445312,z4,-0.006837591047916988
-749.837158203125,z4,-0.00874340220702803
-745.9283447265625,z4,-0.011996131070731933
-742.01953125,z4,-0.01564941312386569
-738.1107788085938,z4,-0.018545520004146856
-734.2019653320312,z4,-0.020397276886674497
-730.2931518554688,z4,-0.021749486079477888
-726.3843383789062,z4,-0.023257986288519193
-722.4755859375,z4,-0.02527815164168436
-718.5667724609375,z4,-0.02772007748458163
-714.657958984375,z4,-0.030269790165828245
-710.7492065429688,z4,-0.03250175324847774
-706.8403930664062,z4,-0.03403983475673141
-702.9315795898438,z4,-0.03486593181322082
-699.0228271484375,z4,-0.03521263140676644
-695.114013671875,z4,-0.035657079444882736
-691.2052001953125,z4,-0.03650162971502896
-687.29638671875,z4,-0.037689440499738304
-683.3876342773438,z4,-0.03921596014356475
-679.4788208007812,z4,-0.040865677029284
-675.5700073242188,z4,-0.04229737949226251
-671.6612548828125,z4,-0.043165522265393885
-667.75244140625,z4,-0.04361824048434371
-663.8436279296875,z4,-0.04432704782007475
-659.9348754882812,z4,-0.045734213433704755
-656.0260620117188,z4,-0.04803242614384489
-652.1172485351562,z4,-0.0511980652406983
-648.20849609375,z4,-0.0548725728317283
-644.2996826171875,z4,-0.058279291570722876
-640.390869140625,z4,-0.06065502401440125
-636.4820556640625,z4,-0.06135954074506959
-632.5733032226562,z4,-0.060559885409191
-628.6644897460938,z4,-0.0591258959408224
-624.7556762695312,z4,-0.05783282759735928
-620.846923828125,z4,-0.057151068854608626
-616.9381103515625,z4,-0.05714332143705341
-613.029296875,z4,-0.05763532946638019
-609.1205444335938,z4,-0.05828890839320622
-605.2117309570312,z4,-0.05879211288557759
-601.3029174804688,z4,-0.059122828376476456
-597.3941650390625,z4,-0.05986435068083565
-593.4853515625,z4,-0.06140850484337581
-589.5765380859375,z4,-0.06374388083547478
-585.667724609375,z4,-0.06653133496239107
-581.7589721679688,z4,-0.06959632415865012
-577.8501586914062,z4,-0.07269266348802053
-573.9413452148438,z4,-0.07563743262914319
-570.0325927734375,z4,-0.07843530723580974
-566.123779296875,z4,-0.08128096571775427
-562.2149658203125,z4,-0.08413856801210583
-558.3062133789062,z4,-0.08687351154182238
-554.3973999023438,z4,-0.08948774057864513
-550.4885864257812,z4,-0.09177226454568313
-546.579833984375,z4,-0.09343179793528011
-542.6710205078125,z4,-0.09445316895050203
-538.76220703125,z4,-0.09510698957863724
-534.8533935546875,z4,-0.0957194260691155
-530.9446411132812,z4,-0.09689051394055836
-527.0358276367188,z4,-0.0990794804284575
-523.1270141601562,z4,-0.10212878985625659
-519.21826171875,z4,-0.1054449187181075
-515.3094482421875,z4,-0.10838181115214024
-511.4006652832031,z4,-0.11063215148944905
-507.4918518066406,z4,-0.11223465075759562
-503.58306884765625,z4,-0.1134682962775957
-499.67425537109375,z4,-0.11430851847592655
-495.7654724121094,z4,-0.11447689583517313
-491.856689453125,z4,-0.11394899635361685
-487.9478759765625,z4,-0.11287250482241917
-484.0390930175781,z4,-0.11125168730451887
-480.1302795410156,z4,-0.10907162217752511
-476.22149658203125,z4,-0.10676399841882481
-472.3127136230469,z4,-0.10500209278639547
-468.4039001464844,z4,-0.10420781656501504
-464.4951171875,z4,-0.1042742576632611
-460.5863342285156,z4,-0.10469996979521785
-456.6775207519531,z4,-0.10490610466152216
-452.76873779296875,z4,-0.1046129325038208
-448.85992431640625,z4,-0.10377830303946532
-444.9511413574219,z4,-0.10283335673258655
-441.0423583984375,z4,-0.102769746483421
-437.133544921875,z4,-0.10426861774564067
-433.2247619628906,z4,-0.10699757456367284
-429.3159484863281,z4,-0.11010187165964257
-425.40716552734375,z4,-0.11268661707289339
-421.4983825683594,z4,-0.11395498664003625
-417.5895690917969,z4,-0.11341173291901087
-413.6807861328125,z4,-0.1114522468801499
-409.77197265625,z4,-0.10901271155667627
-405.8631896972656,z4,-0.10690671340969492
-401.95440673828125,z4,-0.10543868994476854
-398.04559326171875,z4,-0.104905614240341
-394.1368103027344,z4,-0.1055419324290071
-390.22802734375,z4,-0.10691544489460494
-386.3192138671875,z4,-0.10804595836203248
-382.4104309082031,z4,-0.10789295116541855
-378.5016174316406,z4,-0.10603608389197075
-374.59283447265625,z4,-0.1025901158663258
-370.6840515136719,z4,-0.09809901831879105
-366.7752380371094,z4,-0.09326275321579595
-362.866455078125,z4,-0.08870820389465343
-358.9576416015625,z4,-0.08455865351033383
-355.0488586425781,z4,-0.0807103840410147
-351.14007568359375,z4,-0.07672965389681945
-347.23126220703125,z4,-0.07200286159726843
-343.3224792480469,z4,-0.06629736526644175
-339.4136657714844,z4,-0.060122791723083345
-335.5048828125,z4,-0.054378733909169544
-331.5960998535156,z4,-0.04995654010316239
-327.6872863769531,z4,-0.04765377531475165
-323.77850341796875,z4,-0.04764301756439668
-319.8697204589844,z4,-0.049374598052574464
-315.9609069824219,z4,-0.05184378707816833
-312.0521240234375,z4,-0.053982156457219516
-308.143310546875,z4,-0.055167930862673
-304.2345275878906,z4,-0.05531324840216251
-300.32574462890625,z4,-0.0546975295435102
-296.41693115234375,z4,-0.053886417589562134
-292.5081481933594,z4,-0.053199011773995566
-288.5993347167969,z4,-0.052198991404804766
-284.6905517578125,z4,-0.0501292882855254
-280.7817687988281,z4,-0.04639705188036076
-276.8729553222656,z4,-0.04117438454457622
-272.96417236328125,z4,-0.03540970536324575
-269.0553894042969,z4,-0.030137139104531568
-265.1465759277344,z4,-0.02605235124069273
-261.23779296875,z4,-0.023307591305437962
-257.3289794921875,z4,-0.022098737743743317
-253.42019653320312,z4,-0.02247580560631811
-249.5113983154297,z4,-0.023690213074153074
-245.60260009765625,z4,-0.024856102178509563
-241.69381713867188,z4,-0.02531880040562426
-237.78501892089844,z4,-0.024791615390730565
-233.876220703125,z4,-0.0236260693352789
-229.96742248535156,z4,-0.022571001444818363
-226.0586395263672,z4,-0.02196955194038613
-222.14984130859375,z4,-0.021667927027632053
-218.2410430908203,z4,-0.021182065607350902
-214.33224487304688,z4,-0.019740956618742294
-210.42344665527344,z4,-0.016848952497595045
-206.51466369628906,z4,-0.012780603741483952
-202.60586547851562,z4,-0.008460856147794047
-198.6970672607422,z4,-0.004917101811334974
-194.78826904296875,z4,-0.002675512016006105
-190.87948608398438,z4,-0.0017246850126925773
-186.97068786621094,z4,-0.0014477999960816684
-183.0618896484375,z4,-0.0009369719022689351
-179.15309143066406,z4,0.0005211865162508823
-175.24429321289062,z4,0.0029408242539304416
-171.33551025390625,z4,0.0054295086378132575
-167.4267120361328,z4,0.006942379647088188
-163.51791381835938,z4,0.006818958629494339
-159.60911560058594,z4,0.005095538227233349
-155.70033264160156,z4,0.0024519858714610885
-151.79153442382812,z4,-0.00029759344137076125
-147.8827362060547,z4,-0.0025242248248232555
-143.97393798828125,z4,-0.004088321014291249
-140.0651397705078,z4,-0.005244428591725326
-136.15635681152344,z4,-0.006391717841139139
-132.24755859375,z4,-0.007586030641351976
-128.33876037597656,z4,-0.008036775396670689
-124.42996978759766,z4,-0.006583260149491604
-120.52117156982422,z4,-0.0025922280721785724
-116.61238098144531,z4,0.0037134305420839235
-112.70358276367188,z4,0.011065947120810823
-108.79478454589844,z4,0.01743783307312975
-104.88599395751953,z4,0.021333097240962513
-100.9771957397461,z4,0.022305835666677196
-97.06840515136719,z4,0.020850830680809552
-93.15960693359375,z4,0.01838703211579677
-89.25081634521484,z4,0.01637515592362358
-85.3420181274414,z4,0.015636370772463156
-81.4332275390625,z4,0.016412544188823198
-77.52442932128906,z4,0.01828766125109343
-73.61563873291016,z4,0.020189691227672054
-69.70684051513672,z4,0.020914254348247126
-65.79804229736328,z4,0.01995614981036
-61.889251708984375,z4,0.01792365777416044
-57.9804573059082,z4,0.015847875161175657
-54.07166290283203,z4,0.015070248718608289
-50.162864685058594,z4,0.016874730566259297
-46.25407028198242,z4,0.021273521646764108
-42.34527587890625,z4,0.026999931788239763
-38.43648147583008,z4,0.032825062217657436
-34.527687072753906,z4,0.038002433356009904
-30.618892669677734,z4,0.04243045771661534
-26.710098266601562,z4,0.046418643567900514
-22.80130386352539,z4,0.049878771458081436
-18.892507553100586,z4,0.052322238477001855
-14.983713150024414,z4,0.053610528171551985
-11.074918746948242,z4,0.05410080698011648
-7.166123867034912,z4,0.05401310009148021
-3.257328987121582,z4,0.05353275748574122
0.6514657735824585,z4,0.05277582594312369
4.560260772705078,z4,0.05162685124698476
8.46905517578125,z4,0.050019784032321844
12.377850532531738,z4,0.048038030949851755
16.286645889282227,z4,0.04557635479737705
20.1954402923584,z4,0.04250303041022745
24.10423469543457,z4,0.03891120904019554
28.013029098510742,z4,0.035291150865387366
31.921823501586914,z4,0.0324058588290121
35.83061981201172,z4,0.030750343170209422
39.73941421508789,z4,0.03059054734419719
43.64820861816406,z4,0.032033251704990426
47.557003021240234,z4,0.03483185221882114
51.465797424316406,z4,0.038183874627059265
55.37459182739258,z4,0.04075990958184198
59.28338623046875,z4,0.04152639474586005
63.19218063354492,z4,0.0403786366216097
67.1009750366211,z4,0.038152275088232594
71.00977325439453,z4,0.035955656716008665
74.91856384277344,z4,0.0345261770165541
78.82736206054688,z4,0.033752968883170975
82.73615264892578,z4,0.03261147028455554
86.64495086669922,z4,0.03006350474487906
90.55374908447266,z4,0.025797728182955334
94.46253967285156,z4,0.020162180685621714
98.371337890625,z4,0.014103728505300603
102.2801284790039,z4,0.00875317873991803
106.18892669677734,z4,0.005481533890038994
110.09771728515625,z4,0.005104139670690588
114.00651550292969,z4,0.007276496159945069
117.9153060913086,z4,0.011021267989274202
121.82410430908203,z4,0.015425114490811909
125.73290252685547,z4,0.019670197328210386
129.64169311523438,z4,0.023103925080167287
133.5504913330078,z4,0.025276849842859193
137.45928955078125,z4,0.026326399649601734
141.36807250976562,z4,0.026899103335189602
145.27687072753906,z4,0.027505455709881624
149.1856689453125,z4,0.02830037347664187
153.09446716308594,z4,0.029398811561557298
157.0032501220703,z4,0.030880722879631686
160.91204833984375,z4,0.03237735639136405
164.8208465576172,z4,0.03320314350702493
168.72964477539062,z4,0.03283291308145842
172.63844299316406,z4,0.031362076876231645
176.54722595214844,z4,0.029324269261367802
180.45602416992188,z4,0.027019293100707078
184.3648223876953,z4,0.024332003842349025
188.27362060546875,z4,0.020980543549836188
192.18240356445312,z4,0.017114840695862214
196.09120178222656,z4,0.01313293807112709
200.0,z4,0.009287966588449733
-1000.0,z5,0.004190327855890667
-996.0911865234375,z5,0.0032024187458496362
-992.1824340820312,z5,0.001978843755963669
-988.2736206054688,z5,0.00023243852401312414
-984.3648071289062,z5,-0.0021065149288267446
-980.4560546875,z5,-0.004910730425584957
-976.5472412109375,z5,-0.007844797240161882
-972.638427734375,z5,-0.01051220734583739
-968.7296142578125,z5,-0.012494014454874964
-964.8208618164062,z5,-0.013482233852729337
-960.9120483398438,z5,-0.013479824315933918
-957.0032348632812,z5,-0.012912165623672396
-953.094482421875,z5,-0.01237503110817586
-949.1856689453125,z5,-0.012409253170877882
-945.27685546875,z5,-0.013303319962489195
-941.3681030273438,z5,-0.015081716036679531
-937.4592895507812,z5,-0.017719944737951025
-933.5504760742188,z5,-0.02110478550958338
-929.6417236328125,z5,-0.024932054073261142
-925.73291015625,z5,-0.028782782517290995
-921.8240966796875,z5,-0.032293178704748564
-917.915283203125,z5,-0.03527855519319842
-914.0065307617188,z5,-0.03767936135414947
-910.0977172851562,z5,-0.03960315928155488
-906.1889038085938,z5,-0.04124052328026863
-902.2801513671875,z5,-0.0426448263548949
-898.371337890625,z5,-0.0437778271082148
-894.4625244140625,z5,-0.04457936368882029
-890.5537719726562,z5,-0.04503380687834786
-886.6449584960938,z5,-0.045164883533008814
-882.7361450195312,z5,-0.04512462050296191
-878.8273315429688,z5,-0.044989111638191186
-874.9185791015625,z5,-0.044604860457061524
-871.009765625,z5,-0.043838374687129186
-867.1009521484375,z5,-0.04282021841572706
-863.1921997070312,z5,-0.04216711998669092
-859.2833862304688,z5,-0.04254884826970565
-855.3745727539062,z5,-0.04449152482814181
-851.4658203125,z5,-0.04826246606409865
-847.5570068359375,z5,-0.05372847939999431
-843.648193359375,z5,-0.06014872318320767
-839.7394409179688,z5,-0.06651698095621936
-835.8306274414062,z5,-0.0719447974245385
-831.9218139648438,z5,-0.07598042344030186
-828.0130004882812,z5,-0.07882889955857111
-824.104248046875,z5,-0.08095626754906704
-820.1954345703125,z5,-0.08272901338178362
-816.28662109375,z5,-0.08430455060347894
-812.3778686523438,z5,-0.08556827853461878
-808.4690551757812,z5,-0.08617970981675854
-804.5602416992188,z5,-0.08600273751778714
-800.6514892578125,z5,-0.0852201894150216
-796.74267578125,z5,-0.0842935025840464
-792.8338623046875,z5,-0.08363876920708335
-788.9251098632812,z5,-0.08337101122642833
-785.0162963867188,z5,-0.08318795523786435
-781.1074829101562,z5,-0.08270825069841624
-777.1986694335938,z5,-0.08170606440388146
-773.2899169921875,z5,-0.08029082626919601
-769.381103515625,z5,-0.07903233885246892
-765.4722900390625,z5,-0.0787392706686432
-761.5635375976562,z5,-0.08022281270563428
-757.6547241210938,z5,-0.08394647687565146
-753.7459106445312,z5,-0.0896622336258843
-749.837158203125,z5,-0.09645301301188987
-745.9283447265625,z5,-0.10291583415121659
-742.01953125,z5,-0.10772771182249438
-738.1107788085938,z5,-0.11022526514345875
-734.2019653320312,z5,-0.11062336226871827
-730.2931518554688,z5,-0.10997298542006746
-726.3843383789062,z5,-0.1092896578169196
-722.4755859375,z5,-0.10895688458602523
-718.5667724609375,z5,-0.10882681891906713
