window,target,model,feature,mean_coefficient,std_coefficient,abs_mean_coefficient,sign_consistency
early_pre_response,RT_ms,baseline_plus_hidden,hidden_00,-63.83697049232211,18.908166394832705,63.83697049232211,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_01,-7.72742010455773,5.233655937280643,7.72742010455773,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_02,29.203977773842773,20.929368024961573,29.203977773842773,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_03,29.37365360735975,16.517925265688017,29.37365360735975,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_04,-11.705920077096005,16.63509398748699,11.705920077096005,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_05,4.095616846201415,2.805391590116391,4.095616846201415,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_06,-7.095500062612777,8.814966492234731,7.095500062612777,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_07,57.48304024122234,2.951706364779933,57.48304024122234,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_08,41.263484076792295,6.3518894915070225,41.263484076792295,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_09,1.6356401236686788,3.3132601676336586,1.6356401236686788,0.6
early_pre_response,RT_ms,baseline_plus_hidden,hidden_10,33.209140707281975,6.3892643109371425,33.209140707281975,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_11,-27.212562357001296,4.894272484286301,27.212562357001296,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_12,10.0032947290881,1.2031880373641783,10.0032947290881,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_13,-57.48825582601497,24.305439885637405,57.48825582601497,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_14,-2.251070790334107,5.368169087624378,2.251070790334107,0.6
early_pre_response,RT_ms,baseline_plus_hidden,hidden_15,-6.654254170845187,0.8149036341724922,6.654254170845187,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_16,-28.74896565537212,2.0426242795007337,28.74896565537212,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_17,27.995965461569305,7.382484088889399,27.995965461569305,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_18,39.92838872309155,13.72045925537434,39.92838872309155,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_19,21.903056247059602,4.940310741758746,21.903056247059602,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_20,38.60122974686955,6.266490101941176,38.60122974686955,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_21,3.929752414556473,2.3249610061518333,3.929752414556473,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_22,-19.342761129769368,4.729749928168102,19.342761129769368,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_23,4.013608921305342,1.9460312814425527,4.013608921305342,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_24,-4.579605876865967,4.1607658452202445,4.579605876865967,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_25,9.659103971398391,9.46716264326949,9.659103971398391,0.8
early_pre_response,RT_ms,baseline_plus_hidden,hidden_26,9.06155670250737,5.541560712641653,9.06155670250737,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_27,1.485964101134836,6.158391505003549,1.485964101134836,0.6
early_pre_response,RT_ms,baseline_plus_hidden,hidden_28,2.2258975597462873,4.635928657782027,2.2258975597462873,0.6
early_pre_response,RT_ms,baseline_plus_hidden,hidden_29,15.147856887258683,3.9898505191031433,15.147856887258683,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_30,-61.83129560165266,21.647591142734058,61.83129560165266,1.0
early_pre_response,RT_ms,baseline_plus_hidden,hidden_31,-22.23660858753317,3.3459562895136625,22.23660858753317,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_00,2.1877023268048412,0.5550690511804625,2.1877023268048412,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_01,-0.963000105963696,1.5216532771695204,0.963000105963696,0.6
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_02,-1.1746788493098743,0.35765928093599936,1.1746788493098743,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_03,1.6966389133983513,0.5120373588503911,1.6966389133983513,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_04,0.16492494484380646,0.893567329894733,0.16492494484380646,0.6
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_05,-5.354970012321095,1.3092906158860986,5.354970012321095,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_06,1.8916081869625807,0.25562483676809694,1.8916081869625807,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_07,-5.020361358676938,1.112531795804101,5.020361358676938,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_08,1.7984551599077363,1.175542926469752,1.7984551599077363,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_09,-0.7464016803908655,0.22899527066254283,0.7464016803908655,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_10,-0.09354987864802729,0.6846120152889591,0.09354987864802729,0.6
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_11,-0.7258828672010049,0.964100797337355,0.7258828672010049,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_12,-0.5903322329849443,1.1750426348205685,0.5903322329849443,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_13,2.5516277016025497,0.6415753792450135,2.5516277016025497,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_14,-2.453686447618004,0.6351003519090141,2.453686447618004,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_15,0.1863184942573879,1.9164109706333057,0.1863184942573879,0.6
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_16,2.045783624761131,0.6748846382541618,2.045783624761131,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_17,-2.8067718074149868,0.8950267259399866,2.8067718074149868,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_18,0.37000435080484434,1.1050865686341484,0.37000435080484434,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_19,-1.55434964591563,1.1526446959007803,1.55434964591563,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_20,1.9591443063597798,0.7481198730975519,1.9591443063597798,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_21,3.002944683794373,0.5386469642377972,3.002944683794373,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_22,-1.0876212735645203,1.1032797087348944,1.0876212735645203,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_23,-0.03718798177358286,0.7131701216742656,0.03718798177358286,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_24,-1.2014185957611687,0.7743161554626702,1.2014185957611687,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_25,0.8815340126300626,0.6772016110432868,0.8815340126300626,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_26,-0.5452885012343941,1.1229185931439658,0.5452885012343941,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_27,-2.2222773756028964,1.4711715094577458,2.2222773756028964,0.8
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_28,-0.2783913898158452,1.187919080934886,0.2783913898158452,0.6
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_29,1.9593727498470037,0.47655417343092965,1.9593727498470037,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_30,-1.4377278117822416,0.4017405152946162,1.4377278117822416,1.0
early_pre_response,RT_ms,baseline_plus_shuffled_hidden,shuffled_hidden_31,0.6034311518207235,0.5736664834595663,0.6034311518207235,0.8
early_pre_response,RT_ms,hidden,hidden_00,-63.69841842651367,13.745729373055964,63.69841842651367,1.0
early_pre_response,RT_ms,hidden,hidden_01,19.01391658782959,6.458282439546579,19.01391658782959,1.0
early_pre_response,RT_ms,hidden,hidden_02,19.6698299407959,11.249447712285203,19.6698299407959,1.0
early_pre_response,RT_ms,hidden,hidden_03,35.429538345336915,12.702841500961616,35.429538345336915,1.0
early_pre_response,RT_ms,hidden,hidden_04,-8.91460165977478,6.8317238111916,8.91460165977478,0.8
early_pre_response,RT_ms,hidden,hidden_05,7.125001764297485,3.0299469202508806,7.125001764297485,1.0
early_pre_response,RT_ms,hidden,hidden_06,-18.648278999328614,3.832254839567621,18.648278999328614,1.0
early_pre_response,RT_ms,hidden,hidden_07,67.33739166259765,1.8007739162386238,67.33739166259765,1.0
early_pre_response,RT_ms,hidden,hidden_08,46.52990493774414,5.902536835931498,46.52990493774414,1.0
early_pre_response,RT_ms,hidden,hidden_09,4.844140529632568,3.3815027447640564,4.844140529632568,1.0
