window,target,model,fold,feature,coefficient,alpha
full_pre_response,log_RT_ms,hidden,5,hidden_08,0.016626514494419098,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_09,0.0223382618278265,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_10,0.08367696404457092,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_11,-0.05343445762991905,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_12,0.031157489866018295,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_13,-0.10415933281183243,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_14,0.0017563424771651626,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_15,9.526513167656958e-05,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_16,-0.06870225816965103,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_17,0.03804146125912666,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_18,0.09242767095565796,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_19,0.05323372408747673,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_20,0.06492991745471954,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_21,0.008147605694830418,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_22,-0.03956971690058708,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_23,0.025194484740495682,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_24,-0.010368592105805874,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_25,0.02807125821709633,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_26,0.006670560222119093,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_27,0.008567946031689644,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_28,0.013519163243472576,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_29,0.011872979812324047,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_30,-0.12486433237791061,46.41588833612773
full_pre_response,log_RT_ms,hidden,5,hidden_31,-0.04045553505420685,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_00,-0.1680174712362797,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_01,-0.030026233685444267,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_02,0.0716863189404897,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_03,0.09208182484192923,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_04,-0.003989986899657477,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_05,-0.0014020235642373407,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_06,0.02615703188153028,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_07,0.08671844038663795,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_08,0.03151717564302173,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_09,0.01744526477659062,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_10,0.0661395132704165,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_11,-0.04011531446978879,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_12,0.01642133491031443,21.54434690031882
