window,model,fold,feature,coefficient
late (-120 to -50 ms),baseline+cpp+z,3,baseline_1,-0.025946062058210373
late (-120 to -50 ms),baseline+cpp+z,3,baseline_2,-0.038207389414310455
late (-120 to -50 ms),baseline+cpp+z,3,baseline_3,0.008270453661680222
late (-120 to -50 ms),baseline+cpp+z,3,baseline_4,0.023202935233712196
late (-120 to -50 ms),baseline+cpp+z,3,cpp_mean,0.0694940984249115
late (-120 to -50 ms),baseline+cpp+z,3,cpp_late,-0.033981140702962875
late (-120 to -50 ms),baseline+cpp+z,3,cpp_slope,0.02915683016180992
late (-120 to -50 ms),baseline+cpp+z,3,z1_mean,0.01881355047225952
late (-120 to -50 ms),baseline+cpp+z,3,z2_mean,0.03467462211847305
late (-120 to -50 ms),baseline+cpp+z,3,z3_mean,0.01754208467900753
late (-120 to -50 ms),baseline+cpp+z,3,z4_mean,-0.009938833303749561
late (-120 to -50 ms),baseline+cpp+z,3,z5_mean,0.021654946729540825
late (-120 to -50 ms),baseline+cpp+z,4,baseline_0,0.05472715198993683
late (-120 to -50 ms),baseline+cpp+z,4,baseline_1,-0.022823374718427658
late (-120 to -50 ms),baseline+cpp+z,4,baseline_2,-0.036719243973493576
late (-120 to -50 ms),baseline+cpp+z,4,baseline_3,0.009028006345033646
late (-120 to -50 ms),baseline+cpp+z,4,baseline_4,0.020147521048784256
late (-120 to -50 ms),baseline+cpp+z,4,cpp_mean,0.08209291845560074
late (-120 to -50 ms),baseline+cpp+z,4,cpp_late,-0.04003988578915596
late (-120 to -50 ms),baseline+cpp+z,4,cpp_slope,0.03872935473918915
late (-120 to -50 ms),baseline+cpp+z,4,z1_mean,0.022467471659183502
late (-120 to -50 ms),baseline+cpp+z,4,z2_mean,0.04510406404733658
late (-120 to -50 ms),baseline+cpp+z,4,z3_mean,0.017268480733036995
late (-120 to -50 ms),baseline+cpp+z,4,z4_mean,-0.008172656409442425
late (-120 to -50 ms),baseline+cpp+z,4,z5_mean,0.019706357270479202
late (-120 to -50 ms),baseline+cpp+z,5,baseline_0,0.0597558468580246
late (-120 to -50 ms),baseline+cpp+z,5,baseline_1,-0.024378305301070213
late (-120 to -50 ms),baseline+cpp+z,5,baseline_2,-0.0315728560090065
late (-120 to -50 ms),baseline+cpp+z,5,baseline_3,0.012376262806355953
late (-120 to -50 ms),baseline+cpp+z,5,baseline_4,0.024200472980737686
late (-120 to -50 ms),baseline+cpp+z,5,cpp_mean,0.09399019926786423
late (-120 to -50 ms),baseline+cpp+z,5,cpp_late,-0.08077293634414673
late (-120 to -50 ms),baseline+cpp+z,5,cpp_slope,0.05102831870317459
late (-120 to -50 ms),baseline+cpp+z,5,z1_mean,-0.00139689352363348
late (-120 to -50 ms),baseline+cpp+z,5,z2_mean,0.023250140249729156
late (-120 to -50 ms),baseline+cpp+z,5,z3_mean,0.025383902713656425
late (-120 to -50 ms),baseline+cpp+z,5,z4_mean,-0.04265359789133072
late (-120 to -50 ms),baseline+cpp+z,5,z5_mean,0.046318791806697845
full (-600 to -50 ms),baseline,1,baseline_0,0.0617295578122139
full (-600 to -50 ms),baseline,1,baseline_1,-0.024281766265630722
full (-600 to -50 ms),baseline,1,baseline_2,-0.03790966048836708
full (-600 to -50 ms),baseline,1,baseline_3,0.010262759402394295
full (-600 to -50 ms),baseline,1,baseline_4,0.02765076421201229
full (-600 to -50 ms),baseline,2,baseline_0,0.06324616074562073
full (-600 to -50 ms),baseline,2,baseline_1,-0.030450468882918358
full (-600 to -50 ms),baseline,2,baseline_2,-0.04172833263874054
full (-600 to -50 ms),baseline,2,baseline_3,0.0073680756613612175
full (-600 to -50 ms),baseline,2,baseline_4,0.021540755406022072
full (-600 to -50 ms),baseline,3,baseline_0,0.057623762637376785
full (-600 to -50 ms),baseline,3,baseline_1,-0.029849091544747353
full (-600 to -50 ms),baseline,3,baseline_2,-0.03982638567686081
full (-600 to -50 ms),baseline,3,baseline_3,0.008424388244748116
full (-600 to -50 ms),baseline,3,baseline_4,0.02450511045753956
full (-600 to -50 ms),baseline,4,baseline_0,0.0588718019425869
full (-600 to -50 ms),baseline,4,baseline_1,-0.027555063366889954
full (-600 to -50 ms),baseline,4,baseline_2,-0.03795412927865982
full (-600 to -50 ms),baseline,4,baseline_3,0.010856512933969498
full (-600 to -50 ms),baseline,4,baseline_4,0.02143324539065361
full (-600 to -50 ms),baseline,5,baseline_0,0.06339418143033981
full (-600 to -50 ms),baseline,5,baseline_1,-0.028032254427671432
full (-600 to -50 ms),baseline,5,baseline_2,-0.034060049802064896
full (-600 to -50 ms),baseline,5,baseline_3,0.011928974650800228
full (-600 to -50 ms),baseline,5,baseline_4,0.02484026737511158
full (-600 to -50 ms),z-only,1,z1_mean,-0.01059461385011673
full (-600 to -50 ms),z-only,1,z2_mean,-0.027223536744713783
full (-600 to -50 ms),z-only,1,z3_mean,-0.010188227519392967
full (-600 to -50 ms),z-only,1,z4_mean,-0.038782764226198196
full (-600 to -50 ms),z-only,1,z5_mean,0.049688056111335754
full (-600 to -50 ms),z-only,2,z1_mean,0.0013905186206102371
full (-600 to -50 ms),z-only,2,z2_mean,-0.03040486015379429
full (-600 to -50 ms),z-only,2,z3_mean,-0.013864447362720966
full (-600 to -50 ms),z-only,2,z4_mean,-0.037774357944726944
full (-600 to -50 ms),z-only,2,z5_mean,0.05252906680107117
full (-600 to -50 ms),z-only,3,z1_mean,0.013080781325697899
full (-600 to -50 ms),z-only,3,z2_mean,-0.016835471615195274
full (-600 to -50 ms),z-only,3,z3_mean,-0.015384940430521965
full (-600 to -50 ms),z-only,3,z4_mean,-0.01905975304543972
full (-600 to -50 ms),z-only,3,z5_mean,0.02748490311205387
full (-600 to -50 ms),z-only,4,z1_mean,0.015538866631686687
full (-600 to -50 ms),z-only,4,z2_mean,-0.011462561786174774
full (-600 to -50 ms),z-only,4,z3_mean,-0.01636637933552265
full (-600 to -50 ms),z-only,4,z4_mean,-0.019703056663274765
full (-600 to -50 ms),z-only,4,z5_mean,0.022834543138742447
full (-600 to -50 ms),z-only,5,z1_mean,-0.08266083896160126
full (-600 to -50 ms),z-only,5,z2_mean,-0.05684316158294678
full (-600 to -50 ms),z-only,5,z3_mean,0.033864088356494904
full (-600 to -50 ms),z-only,5,z4_mean,-0.1532725840806961
full (-600 to -50 ms),z-only,5,z5_mean,0.14380453526973724
full (-600 to -50 ms),baseline+z,1,baseline_0,0.06000401824712753
full (-600 to -50 ms),baseline+z,1,baseline_1,-0.023908236995339394
full (-600 to -50 ms),baseline+z,1,baseline_2,-0.037663161754608154
full (-600 to -50 ms),baseline+z,1,baseline_3,0.010212330147624016
full (-600 to -50 ms),baseline+z,1,baseline_4,0.027549896389245987
full (-600 to -50 ms),baseline+z,1,z1_mean,-0.0024853041395545006
full (-600 to -50 ms),baseline+z,1,z2_mean,-0.019821112975478172
full (-600 to -50 ms),baseline+z,1,z3_mean,-0.008806663565337658
full (-600 to -50 ms),baseline+z,1,z4_mean,-0.02768867090344429
full (-600 to -50 ms),baseline+z,1,z5_mean,0.034842755645513535
full (-600 to -50 ms),baseline+z,2,baseline_0,0.060254570096731186
full (-600 to -50 ms),baseline+z,2,baseline_1,-0.02932109870016575
full (-600 to -50 ms),baseline+z,2,baseline_2,-0.04054713994264603
full (-600 to -50 ms),baseline+z,2,baseline_3,0.007379837334156036
full (-600 to -50 ms),baseline+z,2,baseline_4,0.021733449772000313
full (-600 to -50 ms),baseline+z,2,z1_mean,0.006987670436501503
full (-600 to -50 ms),baseline+z,2,z2_mean,-0.0242331400513649
full (-600 to -50 ms),baseline+z,2,z3_mean,-0.013240016996860504
full (-600 to -50 ms),baseline+z,2,z4_mean,-0.02935977652668953
full (-600 to -50 ms),baseline+z,2,z5_mean,0.04102578014135361
full (-600 to -50 ms),baseline+z,3,baseline_0,0.054852746427059174
full (-600 to -50 ms),baseline+z,3,baseline_1,-0.028369588777422905
full (-600 to -50 ms),baseline+z,3,baseline_2,-0.03816085308790207
full (-600 to -50 ms),baseline+z,3,baseline_3,0.008544720709323883
full (-600 to -50 ms),baseline+z,3,baseline_4,0.024352356791496277
full (-600 to -50 ms),baseline+z,3,z1_mean,0.012685777619481087
full (-600 to -50 ms),baseline+z,3,z2_mean,-0.017691582441329956
full (-600 to -50 ms),baseline+z,3,z3_mean,-0.012691793963313103
full (-600 to -50 ms),baseline+z,3,z4_mean,-0.020806550979614258
full (-600 to -50 ms),baseline+z,3,z5_mean,0.02792564406991005
full (-600 to -50 ms),baseline+z,4,baseline_0,0.05329044163227081
full (-600 to -50 ms),baseline+z,4,baseline_1,-0.025018930435180664
full (-600 to -50 ms),baseline+z,4,baseline_2,-0.03522016108036041
full (-600 to -50 ms),baseline+z,4,baseline_3,0.010240338742733002
full (-600 to -50 ms),baseline+z,4,baseline_4,0.021256744861602783
full (-600 to -50 ms),baseline+z,4,z1_mean,0.01457072515040636
full (-600 to -50 ms),baseline+z,4,z2_mean,-0.011900316923856735
full (-600 to -50 ms),baseline+z,4,z3_mean,-0.014601565897464752
full (-600 to -50 ms),baseline+z,4,z4_mean,-0.021842077374458313
full (-600 to -50 ms),baseline+z,4,z5_mean,0.025052350014448166
full (-600 to -50 ms),baseline+z,5,baseline_0,0.06350293010473251
full (-600 to -50 ms),baseline+z,5,baseline_1,-0.02808454819023609
full (-600 to -50 ms),baseline+z,5,baseline_2,-0.033886514604091644
full (-600 to -50 ms),baseline+z,5,baseline_3,0.013039314188063145
full (-600 to -50 ms),baseline+z,5,baseline_4,0.025214707478880882
full (-600 to -50 ms),baseline+z,5,z1_mean,-0.06386767327785492
full (-600 to -50 ms),baseline+z,5,z2_mean,-0.048600658774375916
full (-600 to -50 ms),baseline+z,5,z3_mean,0.027261978015303612
full (-600 to -50 ms),baseline+z,5,z4_mean,-0.12907667458057404
full (-600 to -50 ms),baseline+z,5,z5_mean,0.12253431975841522
full (-600 to -50 ms),baseline+shuffled-z,1,baseline_0,0.06062948703765869
full (-600 to -50 ms),baseline+shuffled-z,1,baseline_1,-0.02399785816669464
full (-600 to -50 ms),baseline+shuffled-z,1,baseline_2,-0.037395574152469635
full (-600 to -50 ms),baseline+shuffled-z,1,baseline_3,0.010096170008182526
full (-600 to -50 ms),baseline+shuffled-z,1,baseline_4,0.027231456711888313
full (-600 to -50 ms),baseline+shuffled-z,1,shuffled_z1_mean,-0.0020151366479694843
full (-600 to -50 ms),baseline+shuffled-z,1,shuffled_z2_mean,-0.0014950663316994905
full (-600 to -50 ms),baseline+shuffled-z,1,shuffled_z3_mean,0.005344879347831011
full (-600 to -50 ms),baseline+shuffled-z,1,shuffled_z4_mean,-0.001818887540139258
full (-600 to -50 ms),baseline+shuffled-z,1,shuffled_z5_mean,9.70145920291543e-05
full (-600 to -50 ms),baseline+shuffled-z,2,baseline_0,0.06161366403102875
full (-600 to -50 ms),baseline+shuffled-z,2,baseline_1,-0.02985922060906887
full (-600 to -50 ms),baseline+shuffled-z,2,baseline_2,-0.04073210805654526
full (-600 to -50 ms),baseline+shuffled-z,2,baseline_3,0.007398300804197788
full (-600 to -50 ms),baseline+shuffled-z,2,baseline_4,0.021388236433267593
full (-600 to -50 ms),baseline+shuffled-z,2,shuffled_z1_mean,-0.0009610942797735333
full (-600 to -50 ms),baseline+shuffled-z,2,shuffled_z2_mean,0.003667551325634122
full (-600 to -50 ms),baseline+shuffled-z,2,shuffled_z3_mean,0.002959313802421093
full (-600 to -50 ms),baseline+shuffled-z,2,shuffled_z4_mean,-0.0019182986579835415
full (-600 to -50 ms),baseline+shuffled-z,2,shuffled_z5_mean,-0.004650089889764786
full (-600 to -50 ms),baseline+shuffled-z,3,baseline_0,0.05684294551610947
full (-600 to -50 ms),baseline+shuffled-z,3,baseline_1,-0.029677944257855415
full (-600 to -50 ms),baseline+shuffled-z,3,baseline_2,-0.03931804373860359
full (-600 to -50 ms),baseline+shuffled-z,3,baseline_3,0.008361143060028553
full (-600 to -50 ms),baseline+shuffled-z,3,baseline_4,0.024220474064350128
full (-600 to -50 ms),baseline+shuffled-z,3,shuffled_z1_mean,0.003277631476521492
full (-600 to -50 ms),baseline+shuffled-z,3,shuffled_z2_mean,0.0010243335273116827
full (-600 to -50 ms),baseline+shuffled-z,3,shuffled_z3_mean,0.006692580878734589
full (-600 to -50 ms),baseline+shuffled-z,3,shuffled_z4_mean,0.0034455950371921062
full (-600 to -50 ms),baseline+shuffled-z,3,shuffled_z5_mean,-0.00795084796845913
full (-600 to -50 ms),baseline+shuffled-z,4,baseline_0,0.05809115618467331
full (-600 to -50 ms),baseline+shuffled-z,4,baseline_1,-0.027242453768849373
full (-600 to -50 ms),baseline+shuffled-z,4,baseline_2,-0.03750457614660263
full (-600 to -50 ms),baseline+shuffled-z,4,baseline_3,0.010728606022894382
full (-600 to -50 ms),baseline+shuffled-z,4,baseline_4,0.021280178800225258
full (-600 to -50 ms),baseline+shuffled-z,4,shuffled_z1_mean,0.001464363420382142
full (-600 to -50 ms),baseline+shuffled-z,4,shuffled_z2_mean,0.0013577744830399752
full (-600 to -50 ms),baseline+shuffled-z,4,shuffled_z3_mean,0.003300904296338558
full (-600 to -50 ms),baseline+shuffled-z,4,shuffled_z4_mean,-0.0018586963415145874
full (-600 to -50 ms),baseline+shuffled-z,4,shuffled_z5_mean,-0.0018323614494875073
full (-600 to -50 ms),baseline+shuffled-z,5,baseline_0,0.06283892691135406
full (-600 to -50 ms),baseline+shuffled-z,5,baseline_1,-0.027950303629040718
full (-600 to -50 ms),baseline+shuffled-z,5,baseline_2,-0.03391798585653305
full (-600 to -50 ms),baseline+shuffled-z,5,baseline_3,0.011803862638771534
full (-600 to -50 ms),baseline+shuffled-z,5,baseline_4,0.02454870007932186
full (-600 to -50 ms),baseline+shuffled-z,5,shuffled_z1_mean,0.0001395312137901783
full (-600 to -50 ms),baseline+shuffled-z,5,shuffled_z2_mean,0.0012967637740075588
full (-600 to -50 ms),baseline+shuffled-z,5,shuffled_z3_mean,0.0031829180661588907
full (-600 to -50 ms),baseline+shuffled-z,5,shuffled_z4_mean,0.003207348519936204
full (-600 to -50 ms),baseline+shuffled-z,5,shuffled_z5_mean,-0.004085266962647438
full (-600 to -50 ms),baseline+cpp,1,baseline_0,0.06058402359485626
full (-600 to -50 ms),baseline+cpp,1,baseline_1,-0.02185174450278282
full (-600 to -50 ms),baseline+cpp,1,baseline_2,-0.03762879967689514
full (-600 to -50 ms),baseline+cpp,1,baseline_3,0.009343539364635944
full (-600 to -50 ms),baseline+cpp,1,baseline_4,0.026398256421089172
full (-600 to -50 ms),baseline+cpp,1,cpp_mean,0.08292371034622192
full (-600 to -50 ms),baseline+cpp,1,cpp_late,-0.11061584949493408
full (-600 to -50 ms),baseline+cpp,1,cpp_slope,0.03327983617782593
full (-600 to -50 ms),baseline+cpp,2,baseline_0,0.05882103368639946
full (-600 to -50 ms),baseline+cpp,2,baseline_1,-0.02765253186225891
full (-600 to -50 ms),baseline+cpp,2,baseline_2,-0.040442004799842834
full (-600 to -50 ms),baseline+cpp,2,baseline_3,0.005762593820691109
full (-600 to -50 ms),baseline+cpp,2,baseline_4,0.02091265842318535
full (-600 to -50 ms),baseline+cpp,2,cpp_mean,0.09678341448307037
full (-600 to -50 ms),baseline+cpp,2,cpp_late,-0.12465974688529968
full (-600 to -50 ms),baseline+cpp,2,cpp_slope,0.04324343055486679
full (-600 to -50 ms),baseline+cpp,3,baseline_0,0.05605992302298546
full (-600 to -50 ms),baseline+cpp,3,baseline_1,-0.02644726261496544
full (-600 to -50 ms),baseline+cpp,3,baseline_2,-0.039205171167850494
full (-600 to -50 ms),baseline+cpp,3,baseline_3,0.007817876525223255
full (-600 to -50 ms),baseline+cpp,3,baseline_4,0.0231899693608284
full (-600 to -50 ms),baseline+cpp,3,cpp_mean,0.0784946084022522
full (-600 to -50 ms),baseline+cpp,3,cpp_late,-0.1061834916472435
full (-600 to -50 ms),baseline+cpp,3,cpp_slope,0.03414338454604149
full (-600 to -50 ms),baseline+cpp,4,baseline_0,0.05613168329000473
full (-600 to -50 ms),baseline+cpp,4,baseline_1,-0.023513300344347954
full (-600 to -50 ms),baseline+cpp,4,baseline_2,-0.03736560046672821
full (-600 to -50 ms),baseline+cpp,4,baseline_3,0.008821792900562286
full (-600 to -50 ms),baseline+cpp,4,baseline_4,0.020065225660800934
full (-600 to -50 ms),baseline+cpp,4,cpp_mean,0.08894054591655731
full (-600 to -50 ms),baseline+cpp,4,cpp_late,-0.11921434104442596
full (-600 to -50 ms),baseline+cpp,4,cpp_slope,0.04232936352491379
full (-600 to -50 ms),baseline+cpp,5,baseline_0,0.060214050114154816
full (-600 to -50 ms),baseline+cpp,5,baseline_1,-0.024144794791936874
full (-600 to -50 ms),baseline+cpp,5,baseline_2,-0.031722716987133026
full (-600 to -50 ms),baseline+cpp,5,baseline_3,0.01173461228609085
full (-600 to -50 ms),baseline+cpp,5,baseline_4,0.023914344608783722
full (-600 to -50 ms),baseline+cpp,5,cpp_mean,0.09636644273996353
full (-600 to -50 ms),baseline+cpp,5,cpp_late,-0.13704290986061096
full (-600 to -50 ms),baseline+cpp,5,cpp_slope,0.0529148168861866
full (-600 to -50 ms),baseline+cpp+z,1,baseline_0,0.05768463388085365
full (-600 to -50 ms),baseline+cpp+z,1,baseline_1,-0.022107452154159546
full (-600 to -50 ms),baseline+cpp+z,1,baseline_2,-0.036076419055461884
full (-600 to -50 ms),baseline+cpp+z,1,baseline_3,0.008557720109820366
full (-600 to -50 ms),baseline+cpp+z,1,baseline_4,0.025677165016531944
full (-600 to -50 ms),baseline+cpp+z,1,cpp_mean,0.02973783016204834
full (-600 to -50 ms),baseline+cpp+z,1,cpp_late,-0.11766374856233597
full (-600 to -50 ms),baseline+cpp+z,1,cpp_slope,0.04401266202330589
full (-600 to -50 ms),baseline+cpp+z,1,z1_mean,0.013848207890987396
full (-600 to -50 ms),baseline+cpp+z,1,z2_mean,-0.0337870717048645
full (-600 to -50 ms),baseline+cpp+z,1,z3_mean,-0.04393590986728668
full (-600 to -50 ms),baseline+cpp+z,1,z4_mean,0.004348383285105228
full (-600 to -50 ms),baseline+cpp+z,1,z5_mean,-0.009077569469809532
full (-600 to -50 ms),baseline+cpp+z,2,baseline_0,0.05636752024292946
full (-600 to -50 ms),baseline+cpp+z,2,baseline_1,-0.02747795358300209
full (-600 to -50 ms),baseline+cpp+z,2,baseline_2,-0.03861978277564049
full (-600 to -50 ms),baseline+cpp+z,2,baseline_3,0.00577929662540555
full (-600 to -50 ms),baseline+cpp+z,2,baseline_4,0.021209463477134705
full (-600 to -50 ms),baseline+cpp+z,2,cpp_mean,0.048949725925922394
full (-600 to -50 ms),baseline+cpp+z,2,cpp_late,-0.12226768583059311
full (-600 to -50 ms),baseline+cpp+z,2,cpp_slope,0.048168689012527466
full (-600 to -50 ms),baseline+cpp+z,2,z1_mean,0.022696679458022118
full (-600 to -50 ms),baseline+cpp+z,2,z2_mean,-0.0335070826113224
full (-600 to -50 ms),baseline+cpp+z,2,z3_mean,-0.03987487405538559
full (-600 to -50 ms),baseline+cpp+z,2,z4_mean,0.0007746098563075066
full (-600 to -50 ms),baseline+cpp+z,2,z5_mean,0.0027591921389102936
full (-600 to -50 ms),baseline+cpp+z,3,baseline_0,0.05402354523539543
full (-600 to -50 ms),baseline+cpp+z,3,baseline_1,-0.026535745710134506
full (-600 to -50 ms),baseline+cpp+z,3,baseline_2,-0.037013545632362366
full (-600 to -50 ms),baseline+cpp+z,3,baseline_3,0.007921192795038223
full (-600 to -50 ms),baseline+cpp+z,3,baseline_4,0.02343585528433323
full (-600 to -50 ms),baseline+cpp+z,3,cpp_mean,0.027005556970834732
full (-600 to -50 ms),baseline+cpp+z,3,cpp_late,-0.10429186373949051
full (-600 to -50 ms),baseline+cpp+z,3,cpp_slope,0.03982564061880112
full (-600 to -50 ms),baseline+cpp+z,3,z1_mean,0.019269946962594986
full (-600 to -50 ms),baseline+cpp+z,3,z2_mean,-0.03318542242050171
full (-600 to -50 ms),baseline+cpp+z,3,z3_mean,-0.04059603810310364
full (-600 to -50 ms),baseline+cpp+z,3,z4_mean,-0.00029727257788181305
full (-600 to -50 ms),baseline+cpp+z,3,z5_mean,-0.0015565629582852125
full (-600 to -50 ms),baseline+cpp+z,4,baseline_0,0.05312527343630791
full (-600 to -50 ms),baseline+cpp+z,4,baseline_1,-0.02364472672343254
full (-600 to -50 ms),baseline+cpp+z,4,baseline_2,-0.035311561077833176
full (-600 to -50 ms),baseline+cpp+z,4,baseline_3,0.008729140274226665
full (-600 to -50 ms),baseline+cpp+z,4,baseline_4,0.020404770970344543
full (-600 to -50 ms),baseline+cpp+z,4,cpp_mean,0.03628001734614372
full (-600 to -50 ms),baseline+cpp+z,4,cpp_late,-0.11039761453866959
full (-600 to -50 ms),baseline+cpp+z,4,cpp_slope,0.04356713220477104
full (-600 to -50 ms),baseline+cpp+z,4,z1_mean,0.015571593306958675
full (-600 to -50 ms),baseline+cpp+z,4,z2_mean,-0.02866491675376892
full (-600 to -50 ms),baseline+cpp+z,4,z3_mean,-0.03817150369286537
full (-600 to -50 ms),baseline+cpp+z,4,z4_mean,-0.008410152979195118
full (-600 to -50 ms),baseline+cpp+z,4,z5_mean,0.0022649080492556095
full (-600 to -50 ms),baseline+cpp+z,5,baseline_0,0.05845633149147034
full (-600 to -50 ms),baseline+cpp+z,5,baseline_1,-0.024562489241361618
full (-600 to -50 ms),baseline+cpp+z,5,baseline_2,-0.0304134301841259
full (-600 to -50 ms),baseline+cpp+z,5,baseline_3,0.011930959299206734
full (-600 to -50 ms),baseline+cpp+z,5,baseline_4,0.023965323343873024
full (-600 to -50 ms),baseline+cpp+z,5,cpp_mean,0.05094268545508385
full (-600 to -50 ms),baseline+cpp+z,5,cpp_late,-0.14689555764198303
full (-600 to -50 ms),baseline+cpp+z,5,cpp_slope,0.06694160401821136
full (-600 to -50 ms),baseline+cpp+z,5,z1_mean,-0.01975386217236519
full (-600 to -50 ms),baseline+cpp+z,5,z2_mean,-0.05161377415060997
full (-600 to -50 ms),baseline+cpp+z,5,z3_mean,-0.024604059755802155
full (-600 to -50 ms),baseline+cpp+z,5,z4_mean,-0.05457019433379173
full (-600 to -50 ms),baseline+cpp+z,5,z5_mean,0.04193195700645447
