window,model,fold,feature,coefficient
mid (-300 to -120 ms),baseline+shuffled-z,2,baseline_4,0.021291054785251617
mid (-300 to -120 ms),baseline+shuffled-z,2,shuffled_z1_mean,0.003324202261865139
mid (-300 to -120 ms),baseline+shuffled-z,2,shuffled_z2_mean,0.0007918859482742846
mid (-300 to -120 ms),baseline+shuffled-z,2,shuffled_z3_mean,0.002857048064470291
mid (-300 to -120 ms),baseline+shuffled-z,2,shuffled_z4_mean,0.0036840359680354595
mid (-300 to -120 ms),baseline+shuffled-z,2,shuffled_z5_mean,0.00135985785163939
mid (-300 to -120 ms),baseline+shuffled-z,3,baseline_0,0.05677056312561035
mid (-300 to -120 ms),baseline+shuffled-z,3,baseline_1,-0.02959461137652397
mid (-300 to -120 ms),baseline+shuffled-z,3,baseline_2,-0.039354875683784485
mid (-300 to -120 ms),baseline+shuffled-z,3,baseline_3,0.008345614187419415
mid (-300 to -120 ms),baseline+shuffled-z,3,baseline_4,0.024262230843305588
mid (-300 to -120 ms),baseline+shuffled-z,3,shuffled_z1_mean,-0.00218369928188622
mid (-300 to -120 ms),baseline+shuffled-z,3,shuffled_z2_mean,2.381380181759596e-05
mid (-300 to -120 ms),baseline+shuffled-z,3,shuffled_z3_mean,0.001953874249011278
mid (-300 to -120 ms),baseline+shuffled-z,3,shuffled_z4_mean,-0.0004968799185007811
mid (-300 to -120 ms),baseline+shuffled-z,3,shuffled_z5_mean,0.0060651665553450584
mid (-300 to -120 ms),baseline+shuffled-z,4,baseline_0,0.058019593358039856
mid (-300 to -120 ms),baseline+shuffled-z,4,baseline_1,-0.02732156403362751
mid (-300 to -120 ms),baseline+shuffled-z,4,baseline_2,-0.03755515441298485
mid (-300 to -120 ms),baseline+shuffled-z,4,baseline_3,0.010874603874981403
mid (-300 to -120 ms),baseline+shuffled-z,4,baseline_4,0.02114192210137844
mid (-300 to -120 ms),baseline+shuffled-z,4,shuffled_z1_mean,0.0017525574658066034
mid (-300 to -120 ms),baseline+shuffled-z,4,shuffled_z2_mean,0.004679040517657995
mid (-300 to -120 ms),baseline+shuffled-z,4,shuffled_z3_mean,0.005313222762197256
mid (-300 to -120 ms),baseline+shuffled-z,4,shuffled_z4_mean,0.0019935285672545433
mid (-300 to -120 ms),baseline+shuffled-z,4,shuffled_z5_mean,-0.002841304987668991
mid (-300 to -120 ms),baseline+shuffled-z,5,baseline_0,0.06338769197463989
mid (-300 to -120 ms),baseline+shuffled-z,5,baseline_1,-0.02813526801764965
mid (-300 to -120 ms),baseline+shuffled-z,5,baseline_2,-0.034120503813028336
mid (-300 to -120 ms),baseline+shuffled-z,5,baseline_3,0.011930362321436405
mid (-300 to -120 ms),baseline+shuffled-z,5,baseline_4,0.02468251809477806
mid (-300 to -120 ms),baseline+shuffled-z,5,shuffled_z1_mean,-0.004160804208368063
mid (-300 to -120 ms),baseline+shuffled-z,5,shuffled_z2_mean,0.0014770070556551218
mid (-300 to -120 ms),baseline+shuffled-z,5,shuffled_z3_mean,0.006679834797978401
mid (-300 to -120 ms),baseline+shuffled-z,5,shuffled_z4_mean,-0.006587953306734562
mid (-300 to -120 ms),baseline+shuffled-z,5,shuffled_z5_mean,0.006824701093137264
mid (-300 to -120 ms),baseline+cpp,1,baseline_0,0.06058402359485626
mid (-300 to -120 ms),baseline+cpp,1,baseline_1,-0.02185174450278282
mid (-300 to -120 ms),baseline+cpp,1,baseline_2,-0.03762879967689514
mid (-300 to -120 ms),baseline+cpp,1,baseline_3,0.009343539364635944
mid (-300 to -120 ms),baseline+cpp,1,baseline_4,0.026398256421089172
mid (-300 to -120 ms),baseline+cpp,1,cpp_mean,0.08292371034622192
mid (-300 to -120 ms),baseline+cpp,1,cpp_late,-0.11061584949493408
mid (-300 to -120 ms),baseline+cpp,1,cpp_slope,0.03327983617782593
mid (-300 to -120 ms),baseline+cpp,2,baseline_0,0.05882103368639946
mid (-300 to -120 ms),baseline+cpp,2,baseline_1,-0.02765253186225891
mid (-300 to -120 ms),baseline+cpp,2,baseline_2,-0.040442004799842834
mid (-300 to -120 ms),baseline+cpp,2,baseline_3,0.005762593820691109
mid (-300 to -120 ms),baseline+cpp,2,baseline_4,0.02091265842318535
mid (-300 to -120 ms),baseline+cpp,2,cpp_mean,0.09678341448307037
mid (-300 to -120 ms),baseline+cpp,2,cpp_late,-0.12465974688529968
mid (-300 to -120 ms),baseline+cpp,2,cpp_slope,0.04324343055486679
mid (-300 to -120 ms),baseline+cpp,3,baseline_0,0.05605992302298546
mid (-300 to -120 ms),baseline+cpp,3,baseline_1,-0.02644726261496544
mid (-300 to -120 ms),baseline+cpp,3,baseline_2,-0.039205171167850494
mid (-300 to -120 ms),baseline+cpp,3,baseline_3,0.007817876525223255
mid (-300 to -120 ms),baseline+cpp,3,baseline_4,0.0231899693608284
mid (-300 to -120 ms),baseline+cpp,3,cpp_mean,0.0784946084022522
mid (-300 to -120 ms),baseline+cpp,3,cpp_late,-0.1061834916472435
mid (-300 to -120 ms),baseline+cpp,3,cpp_slope,0.03414338454604149
mid (-300 to -120 ms),baseline+cpp,4,baseline_0,0.05613168329000473
mid (-300 to -120 ms),baseline+cpp,4,baseline_1,-0.023513300344347954
mid (-300 to -120 ms),baseline+cpp,4,baseline_2,-0.03736560046672821
mid (-300 to -120 ms),baseline+cpp,4,baseline_3,0.008821792900562286
mid (-300 to -120 ms),baseline+cpp,4,baseline_4,0.020065225660800934
mid (-300 to -120 ms),baseline+cpp,4,cpp_mean,0.08894054591655731
mid (-300 to -120 ms),baseline+cpp,4,cpp_late,-0.11921434104442596
mid (-300 to -120 ms),baseline+cpp,4,cpp_slope,0.04232936352491379
mid (-300 to -120 ms),baseline+cpp,5,baseline_0,0.060214050114154816
mid (-300 to -120 ms),baseline+cpp,5,baseline_1,-0.024144794791936874
mid (-300 to -120 ms),baseline+cpp,5,baseline_2,-0.031722716987133026
mid (-300 to -120 ms),baseline+cpp,5,baseline_3,0.01173461228609085
mid (-300 to -120 ms),baseline+cpp,5,baseline_4,0.023914344608783722
mid (-300 to -120 ms),baseline+cpp,5,cpp_mean,0.09636644273996353
mid (-300 to -120 ms),baseline+cpp,5,cpp_late,-0.13704290986061096
mid (-300 to -120 ms),baseline+cpp,5,cpp_slope,0.0529148168861866
mid (-300 to -120 ms),baseline+cpp+z,1,baseline_0,0.058934468775987625
mid (-300 to -120 ms),baseline+cpp+z,1,baseline_1,-0.0215706005692482
mid (-300 to -120 ms),baseline+cpp+z,1,baseline_2,-0.03707631304860115
mid (-300 to -120 ms),baseline+cpp+z,1,baseline_3,0.009550278075039387
mid (-300 to -120 ms),baseline+cpp+z,1,baseline_4,0.026190685108304024
mid (-300 to -120 ms),baseline+cpp+z,1,cpp_mean,0.08095360547304153
mid (-300 to -120 ms),baseline+cpp+z,1,cpp_late,-0.06590890139341354
mid (-300 to -120 ms),baseline+cpp+z,1,cpp_slope,0.0015638936311006546
mid (-300 to -120 ms),baseline+cpp+z,1,z1_mean,0.02365770936012268
mid (-300 to -120 ms),baseline+cpp+z,1,z2_mean,0.019104892387986183
mid (-300 to -120 ms),baseline+cpp+z,1,z3_mean,0.011833582073450089
mid (-300 to -120 ms),baseline+cpp+z,1,z4_mean,0.0017696768045425415
mid (-300 to -120 ms),baseline+cpp+z,1,z5_mean,0.008491099812090397
mid (-300 to -120 ms),baseline+cpp+z,2,baseline_0,0.056707315146923065
mid (-300 to -120 ms),baseline+cpp+z,2,baseline_1,-0.027170095592737198
mid (-300 to -120 ms),baseline+cpp+z,2,baseline_2,-0.03958600014448166
mid (-300 to -120 ms),baseline+cpp+z,2,baseline_3,0.00623950595036149
mid (-300 to -120 ms),baseline+cpp+z,2,baseline_4,0.021434303373098373
mid (-300 to -120 ms),baseline+cpp+z,2,cpp_mean,0.09651940315961838
mid (-300 to -120 ms),baseline+cpp+z,2,cpp_late,-0.07297976315021515
mid (-300 to -120 ms),baseline+cpp+z,2,cpp_slope,0.005663678050041199
mid (-300 to -120 ms),baseline+cpp+z,2,z1_mean,0.03757322207093239
mid (-300 to -120 ms),baseline+cpp+z,2,z2_mean,0.012425625696778297
mid (-300 to -120 ms),baseline+cpp+z,2,z3_mean,0.012398581020534039
mid (-300 to -120 ms),baseline+cpp+z,2,z4_mean,0.0036500021815299988
mid (-300 to -120 ms),baseline+cpp+z,2,z5_mean,0.01754700392484665
mid (-300 to -120 ms),baseline+cpp+z,3,baseline_0,0.0544671006500721
mid (-300 to -120 ms),baseline+cpp+z,3,baseline_1,-0.0257546529173851
mid (-300 to -120 ms),baseline+cpp+z,3,baseline_2,-0.0382656529545784
mid (-300 to -120 ms),baseline+cpp+z,3,baseline_3,0.008169950917363167
mid (-300 to -120 ms),baseline+cpp+z,3,baseline_4,0.023133527487516403
mid (-300 to -120 ms),baseline+cpp+z,3,cpp_mean,0.07676588743925095
mid (-300 to -120 ms),baseline+cpp+z,3,cpp_late,-0.05566859990358353
mid (-300 to -120 ms),baseline+cpp+z,3,cpp_slope,-0.0018419623374938965
mid (-300 to -120 ms),baseline+cpp+z,3,z1_mean,0.03070685639977455
mid (-300 to -120 ms),baseline+cpp+z,3,z2_mean,0.0198263730853796
mid (-300 to -120 ms),baseline+cpp+z,3,z3_mean,0.011207910254597664
mid (-300 to -120 ms),baseline+cpp+z,3,z4_mean,-0.001475142315030098
mid (-300 to -120 ms),baseline+cpp+z,3,z5_mean,0.015291452407836914
mid (-300 to -120 ms),baseline+cpp+z,4,baseline_0,0.054109953343868256
mid (-300 to -120 ms),baseline+cpp+z,4,baseline_1,-0.02260066568851471
mid (-300 to -120 ms),baseline+cpp+z,4,baseline_2,-0.036465827375650406
mid (-300 to -120 ms),baseline+cpp+z,4,baseline_3,0.009011284448206425
mid (-300 to -120 ms),baseline+cpp+z,4,baseline_4,0.020211853086948395
mid (-300 to -120 ms),baseline+cpp+z,4,cpp_mean,0.08710645884275436
mid (-300 to -120 ms),baseline+cpp+z,4,cpp_late,-0.05671801418066025
mid (-300 to -120 ms),baseline+cpp+z,4,cpp_slope,-0.0017794501036405563
mid (-300 to -120 ms),baseline+cpp+z,4,z1_mean,0.030164238065481186
mid (-300 to -120 ms),baseline+cpp+z,4,z2_mean,0.026360342279076576
mid (-300 to -120 ms),baseline+cpp+z,4,z3_mean,0.016084901988506317
mid (-300 to -120 ms),baseline+cpp+z,4,z4_mean,-0.0032838843762874603
mid (-300 to -120 ms),baseline+cpp+z,4,z5_mean,0.018510164692997932
mid (-300 to -120 ms),baseline+cpp+z,5,baseline_0,0.058892540633678436
mid (-300 to -120 ms),baseline+cpp+z,5,baseline_1,-0.02394433319568634
mid (-300 to -120 ms),baseline+cpp+z,5,baseline_2,-0.03142312914133072
mid (-300 to -120 ms),baseline+cpp+z,5,baseline_3,0.011996808461844921
mid (-300 to -120 ms),baseline+cpp+z,5,baseline_4,0.023348413407802582
mid (-300 to -120 ms),baseline+cpp+z,5,cpp_mean,0.10079260915517807
mid (-300 to -120 ms),baseline+cpp+z,5,cpp_late,-0.08040501177310944
mid (-300 to -120 ms),baseline+cpp+z,5,cpp_slope,0.009052688255906105
mid (-300 to -120 ms),baseline+cpp+z,5,z1_mean,0.019862879067659378
mid (-300 to -120 ms),baseline+cpp+z,5,z2_mean,0.02279682084918022
mid (-300 to -120 ms),baseline+cpp+z,5,z3_mean,0.022099658846855164
mid (-300 to -120 ms),baseline+cpp+z,5,z4_mean,-0.02098282054066658
mid (-300 to -120 ms),baseline+cpp+z,5,z5_mean,0.03339846432209015
late (-120 to -50 ms),baseline,1,baseline_0,0.0617295578122139
late (-120 to -50 ms),baseline,1,baseline_1,-0.024281766265630722
late (-120 to -50 ms),baseline,1,baseline_2,-0.03790966048836708
late (-120 to -50 ms),baseline,1,baseline_3,0.010262759402394295
late (-120 to -50 ms),baseline,1,baseline_4,0.02765076421201229
late (-120 to -50 ms),baseline,2,baseline_0,0.06324616074562073
late (-120 to -50 ms),baseline,2,baseline_1,-0.030450468882918358
late (-120 to -50 ms),baseline,2,baseline_2,-0.04172833263874054
late (-120 to -50 ms),baseline,2,baseline_3,0.0073680756613612175
late (-120 to -50 ms),baseline,2,baseline_4,0.021540755406022072
late (-120 to -50 ms),baseline,3,baseline_0,0.057623762637376785
late (-120 to -50 ms),baseline,3,baseline_1,-0.029849091544747353
late (-120 to -50 ms),baseline,3,baseline_2,-0.03982638567686081
late (-120 to -50 ms),baseline,3,baseline_3,0.008424388244748116
late (-120 to -50 ms),baseline,3,baseline_4,0.02450511045753956
late (-120 to -50 ms),baseline,4,baseline_0,0.0588718019425869
late (-120 to -50 ms),baseline,4,baseline_1,-0.027555063366889954
late (-120 to -50 ms),baseline,4,baseline_2,-0.03795412927865982
late (-120 to -50 ms),baseline,4,baseline_3,0.010856512933969498
late (-120 to -50 ms),baseline,4,baseline_4,0.02143324539065361
late (-120 to -50 ms),baseline,5,baseline_0,0.06339418143033981
late (-120 to -50 ms),baseline,5,baseline_1,-0.028032254427671432
late (-120 to -50 ms),baseline,5,baseline_2,-0.034060049802064896
late (-120 to -50 ms),baseline,5,baseline_3,0.011928974650800228
late (-120 to -50 ms),baseline,5,baseline_4,0.02484026737511158
late (-120 to -50 ms),z-only,1,z1_mean,0.014120342209935188
late (-120 to -50 ms),z-only,1,z2_mean,0.022789621725678444
late (-120 to -50 ms),z-only,1,z3_mean,0.009154221042990685
late (-120 to -50 ms),z-only,1,z4_mean,-0.0024485127069056034
late (-120 to -50 ms),z-only,1,z5_mean,0.011080210097134113
late (-120 to -50 ms),z-only,2,z1_mean,0.0219371747225523
late (-120 to -50 ms),z-only,2,z2_mean,0.018660029396414757
late (-120 to -50 ms),z-only,2,z3_mean,0.0063846539705991745
late (-120 to -50 ms),z-only,2,z4_mean,-0.0035275286063551903
late (-120 to -50 ms),z-only,2,z5_mean,0.015056772157549858
late (-120 to -50 ms),z-only,3,z1_mean,0.01586107723414898
late (-120 to -50 ms),z-only,3,z2_mean,0.019786372780799866
late (-120 to -50 ms),z-only,3,z3_mean,0.006153224501758814
late (-120 to -50 ms),z-only,3,z4_mean,-0.0032319286838173866
late (-120 to -50 ms),z-only,3,z5_mean,0.011887041851878166
late (-120 to -50 ms),z-only,4,z1_mean,0.01899581030011177
late (-120 to -50 ms),z-only,4,z2_mean,0.023713750764727592
late (-120 to -50 ms),z-only,4,z3_mean,0.004692357964813709
late (-120 to -50 ms),z-only,4,z4_mean,-0.004295585677027702
late (-120 to -50 ms),z-only,4,z5_mean,0.011770987883210182
late (-120 to -50 ms),z-only,5,z1_mean,-0.0056680794805288315
late (-120 to -50 ms),z-only,5,z2_mean,0.024538451805710793
late (-120 to -50 ms),z-only,5,z3_mean,0.029517455026507378
late (-120 to -50 ms),z-only,5,z4_mean,-0.05048549547791481
late (-120 to -50 ms),z-only,5,z5_mean,0.047398846596479416
late (-120 to -50 ms),baseline+z,1,baseline_0,0.05803277716040611
late (-120 to -50 ms),baseline+z,1,baseline_1,-0.023015305399894714
late (-120 to -50 ms),baseline+z,1,baseline_2,-0.0353381410241127
late (-120 to -50 ms),baseline+z,1,baseline_3,0.009322119876742363
late (-120 to -50 ms),baseline+z,1,baseline_4,0.02616659738123417
late (-120 to -50 ms),baseline+z,1,z1_mean,0.013627210631966591
late (-120 to -50 ms),baseline+z,1,z2_mean,0.02454107441008091
late (-120 to -50 ms),baseline+z,1,z3_mean,0.00878194347023964
late (-120 to -50 ms),baseline+z,1,z4_mean,-0.0017523998394608498
late (-120 to -50 ms),baseline+z,1,z5_mean,0.007718347012996674
late (-120 to -50 ms),baseline+z,2,baseline_0,0.05735734477639198
late (-120 to -50 ms),baseline+z,2,baseline_1,-0.028406532481312752
late (-120 to -50 ms),baseline+z,2,baseline_2,-0.03766137734055519
late (-120 to -50 ms),baseline+z,2,baseline_3,0.007082681637257338
late (-120 to -50 ms),baseline+z,2,baseline_4,0.021280627697706223
late (-120 to -50 ms),baseline+z,2,z1_mean,0.024080391973257065
late (-120 to -50 ms),baseline+z,2,z2_mean,0.02057904750108719
late (-120 to -50 ms),baseline+z,2,z3_mean,0.0045728967525064945
late (-120 to -50 ms),baseline+z,2,z4_mean,-0.003043469274416566
late (-120 to -50 ms),baseline+z,2,z5_mean,0.011631423607468605
late (-120 to -50 ms),baseline+z,3,baseline_0,0.051159560680389404
late (-120 to -50 ms),baseline+z,3,baseline_1,-0.02623756229877472
late (-120 to -50 ms),baseline+z,3,baseline_2,-0.03543525189161301
late (-120 to -50 ms),baseline+z,3,baseline_3,0.008187643252313137
late (-120 to -50 ms),baseline+z,3,baseline_4,0.023141302168369293
late (-120 to -50 ms),baseline+z,3,z1_mean,0.019330604001879692
late (-120 to -50 ms),baseline+z,3,z2_mean,0.022315723821520805
late (-120 to -50 ms),baseline+z,3,z3_mean,0.004349264781922102
late (-120 to -50 ms),baseline+z,3,z4_mean,-0.0035727587528526783
late (-120 to -50 ms),baseline+z,3,z5_mean,0.010151553899049759
late (-120 to -50 ms),baseline+z,4,baseline_0,0.05388294532895088
late (-120 to -50 ms),baseline+z,4,baseline_1,-0.024549348279833794
late (-120 to -50 ms),baseline+z,4,baseline_2,-0.03470833599567413
late (-120 to -50 ms),baseline+z,4,baseline_3,0.009962400421500206
late (-120 to -50 ms),baseline+z,4,baseline_4,0.020560823380947113
late (-120 to -50 ms),baseline+z,4,z1_mean,0.022326331585645676
late (-120 to -50 ms),baseline+z,4,z2_mean,0.028443370014429092
late (-120 to -50 ms),baseline+z,4,z3_mean,0.0021904767490923405
late (-120 to -50 ms),baseline+z,4,z4_mean,-0.003167608054354787
late (-120 to -50 ms),baseline+z,4,z5_mean,0.0083039915189147
late (-120 to -50 ms),baseline+z,5,baseline_0,0.06368903815746307
late (-120 to -50 ms),baseline+z,5,baseline_1,-0.02810661867260933
late (-120 to -50 ms),baseline+z,5,baseline_2,-0.032373882830142975
late (-120 to -50 ms),baseline+z,5,baseline_3,0.012555360794067383
late (-120 to -50 ms),baseline+z,5,baseline_4,0.02573266252875328
late (-120 to -50 ms),baseline+z,5,z1_mean,-0.004358690232038498
late (-120 to -50 ms),baseline+z,5,z2_mean,0.021726449951529503
late (-120 to -50 ms),baseline+z,5,z3_mean,0.027106642723083496
late (-120 to -50 ms),baseline+z,5,z4_mean,-0.048860225826501846
late (-120 to -50 ms),baseline+z,5,z5_mean,0.04660256206989288
late (-120 to -50 ms),baseline+shuffled-z,1,baseline_0,0.05974855646491051
late (-120 to -50 ms),baseline+shuffled-z,1,baseline_1,-0.023690398782491684
late (-120 to -50 ms),baseline+shuffled-z,1,baseline_2,-0.036984965205192566
late (-120 to -50 ms),baseline+shuffled-z,1,baseline_3,0.0100327730178833
late (-120 to -50 ms),baseline+shuffled-z,1,baseline_4,0.0270087793469429
late (-120 to -50 ms),baseline+shuffled-z,1,shuffled_z1_mean,0.0022220618557184935
late (-120 to -50 ms),baseline+shuffled-z,1,shuffled_z2_mean,8.178933057934046e-05
late (-120 to -50 ms),baseline+shuffled-z,1,shuffled_z3_mean,-0.0032198410481214523
late (-120 to -50 ms),baseline+shuffled-z,1,shuffled_z4_mean,0.008257953450083733
late (-120 to -50 ms),baseline+shuffled-z,1,shuffled_z5_mean,-0.0019270849879831076
late (-120 to -50 ms),baseline+shuffled-z,2,baseline_0,0.061511605978012085
late (-120 to -50 ms),baseline+shuffled-z,2,baseline_1,-0.029827915132045746
late (-120 to -50 ms),baseline+shuffled-z,2,baseline_2,-0.040924735367298126
late (-120 to -50 ms),baseline+shuffled-z,2,baseline_3,0.007335817441344261
late (-120 to -50 ms),baseline+shuffled-z,2,baseline_4,0.021207481622695923
late (-120 to -50 ms),baseline+shuffled-z,2,shuffled_z1_mean,0.0018761996179819107
late (-120 to -50 ms),baseline+shuffled-z,2,shuffled_z2_mean,-0.007669659331440926
late (-120 to -50 ms),baseline+shuffled-z,2,shuffled_z3_mean,-0.0007020514458417892
late (-120 to -50 ms),baseline+shuffled-z,2,shuffled_z4_mean,0.00800283346325159
late (-120 to -50 ms),baseline+shuffled-z,2,shuffled_z5_mean,0.0037197007331997156
late (-120 to -50 ms),baseline+shuffled-z,3,baseline_0,0.05676658824086189
late (-120 to -50 ms),baseline+shuffled-z,3,baseline_1,-0.029485603794455528
late (-120 to -50 ms),baseline+shuffled-z,3,baseline_2,-0.039426833391189575
late (-120 to -50 ms),baseline+shuffled-z,3,baseline_3,0.00835164450109005
late (-120 to -50 ms),baseline+shuffled-z,3,baseline_4,0.024212362244725227
late (-120 to -50 ms),baseline+shuffled-z,3,shuffled_z1_mean,-0.002402259036898613
late (-120 to -50 ms),baseline+shuffled-z,3,shuffled_z2_mean,0.0038069873116910458
late (-120 to -50 ms),baseline+shuffled-z,3,shuffled_z3_mean,-0.00045634969137609005
late (-120 to -50 ms),baseline+shuffled-z,3,shuffled_z4_mean,0.0057961526326835155
late (-120 to -50 ms),baseline+shuffled-z,3,shuffled_z5_mean,-0.004191221669316292
late (-120 to -50 ms),baseline+shuffled-z,4,baseline_0,0.057355690747499466
late (-120 to -50 ms),baseline+shuffled-z,4,baseline_1,-0.02699650637805462
late (-120 to -50 ms),baseline+shuffled-z,4,baseline_2,-0.03723790869116783
late (-120 to -50 ms),baseline+shuffled-z,4,baseline_3,0.010654452256858349
late (-120 to -50 ms),baseline+shuffled-z,4,baseline_4,0.021027201786637306
late (-120 to -50 ms),baseline+shuffled-z,4,shuffled_z1_mean,0.0017484286800026894
late (-120 to -50 ms),baseline+shuffled-z,4,shuffled_z2_mean,-0.0005662309704348445
late (-120 to -50 ms),baseline+shuffled-z,4,shuffled_z3_mean,0.00041598547250032425
late (-120 to -50 ms),baseline+shuffled-z,4,shuffled_z4_mean,0.009294534102082253
late (-120 to -50 ms),baseline+shuffled-z,4,shuffled_z5_mean,-0.0046199532225728035
late (-120 to -50 ms),baseline+shuffled-z,5,baseline_0,0.06277330219745636
late (-120 to -50 ms),baseline+shuffled-z,5,baseline_1,-0.02785867638885975
late (-120 to -50 ms),baseline+shuffled-z,5,baseline_2,-0.03387204930186272
late (-120 to -50 ms),baseline+shuffled-z,5,baseline_3,0.011803936213254929
late (-120 to -50 ms),baseline+shuffled-z,5,baseline_4,0.024569042026996613
late (-120 to -50 ms),baseline+shuffled-z,5,shuffled_z1_mean,0.0024055608082562685
late (-120 to -50 ms),baseline+shuffled-z,5,shuffled_z2_mean,0.00042343343375250697
late (-120 to -50 ms),baseline+shuffled-z,5,shuffled_z3_mean,0.004657880403101444
late (-120 to -50 ms),baseline+shuffled-z,5,shuffled_z4_mean,0.005577653180807829
late (-120 to -50 ms),baseline+shuffled-z,5,shuffled_z5_mean,-0.005248926114290953
late (-120 to -50 ms),baseline+cpp,1,baseline_0,0.06058402359485626
late (-120 to -50 ms),baseline+cpp,1,baseline_1,-0.02185174450278282
late (-120 to -50 ms),baseline+cpp,1,baseline_2,-0.03762879967689514
late (-120 to -50 ms),baseline+cpp,1,baseline_3,0.009343539364635944
late (-120 to -50 ms),baseline+cpp,1,baseline_4,0.026398256421089172
late (-120 to -50 ms),baseline+cpp,1,cpp_mean,0.08292371034622192
late (-120 to -50 ms),baseline+cpp,1,cpp_late,-0.11061584949493408
late (-120 to -50 ms),baseline+cpp,1,cpp_slope,0.03327983617782593
late (-120 to -50 ms),baseline+cpp,2,baseline_0,0.05882103368639946
late (-120 to -50 ms),baseline+cpp,2,baseline_1,-0.02765253186225891
late (-120 to -50 ms),baseline+cpp,2,baseline_2,-0.040442004799842834
late (-120 to -50 ms),baseline+cpp,2,baseline_3,0.005762593820691109
late (-120 to -50 ms),baseline+cpp,2,baseline_4,0.02091265842318535
late (-120 to -50 ms),baseline+cpp,2,cpp_mean,0.09678341448307037
late (-120 to -50 ms),baseline+cpp,2,cpp_late,-0.12465974688529968
late (-120 to -50 ms),baseline+cpp,2,cpp_slope,0.04324343055486679
late (-120 to -50 ms),baseline+cpp,3,baseline_0,0.05605992302298546
late (-120 to -50 ms),baseline+cpp,3,baseline_1,-0.02644726261496544
late (-120 to -50 ms),baseline+cpp,3,baseline_2,-0.039205171167850494
late (-120 to -50 ms),baseline+cpp,3,baseline_3,0.007817876525223255
late (-120 to -50 ms),baseline+cpp,3,baseline_4,0.0231899693608284
late (-120 to -50 ms),baseline+cpp,3,cpp_mean,0.0784946084022522
late (-120 to -50 ms),baseline+cpp,3,cpp_late,-0.1061834916472435
late (-120 to -50 ms),baseline+cpp,3,cpp_slope,0.03414338454604149
late (-120 to -50 ms),baseline+cpp,4,baseline_0,0.05613168329000473
late (-120 to -50 ms),baseline+cpp,4,baseline_1,-0.023513300344347954
late (-120 to -50 ms),baseline+cpp,4,baseline_2,-0.03736560046672821
late (-120 to -50 ms),baseline+cpp,4,baseline_3,0.008821792900562286
late (-120 to -50 ms),baseline+cpp,4,baseline_4,0.020065225660800934
late (-120 to -50 ms),baseline+cpp,4,cpp_mean,0.08894054591655731
late (-120 to -50 ms),baseline+cpp,4,cpp_late,-0.11921434104442596
late (-120 to -50 ms),baseline+cpp,4,cpp_slope,0.04232936352491379
late (-120 to -50 ms),baseline+cpp,5,baseline_0,0.060214050114154816
late (-120 to -50 ms),baseline+cpp,5,baseline_1,-0.024144794791936874
late (-120 to -50 ms),baseline+cpp,5,baseline_2,-0.031722716987133026
late (-120 to -50 ms),baseline+cpp,5,baseline_3,0.01173461228609085
late (-120 to -50 ms),baseline+cpp,5,baseline_4,0.023914344608783722
late (-120 to -50 ms),baseline+cpp,5,cpp_mean,0.09636644273996353
late (-120 to -50 ms),baseline+cpp,5,cpp_late,-0.13704290986061096
late (-120 to -50 ms),baseline+cpp,5,cpp_slope,0.0529148168861866
late (-120 to -50 ms),baseline+cpp+z,1,baseline_0,0.059159040451049805
late (-120 to -50 ms),baseline+cpp+z,1,baseline_1,-0.021677900105714798
late (-120 to -50 ms),baseline+cpp+z,1,baseline_2,-0.03701448440551758
late (-120 to -50 ms),baseline+cpp+z,1,baseline_3,0.0095060458406806
late (-120 to -50 ms),baseline+cpp+z,1,baseline_4,0.026109125465154648
late (-120 to -50 ms),baseline+cpp+z,1,cpp_mean,0.0760696530342102
late (-120 to -50 ms),baseline+cpp+z,1,cpp_late,-0.0382949598133564
late (-120 to -50 ms),baseline+cpp+z,1,cpp_slope,0.029538653790950775
late (-120 to -50 ms),baseline+cpp+z,1,z1_mean,0.010362756438553333
late (-120 to -50 ms),baseline+cpp+z,1,z2_mean,0.036269839853048325
late (-120 to -50 ms),baseline+cpp+z,1,z3_mean,0.02357357181608677
late (-120 to -50 ms),baseline+cpp+z,1,z4_mean,-0.010559000074863434
late (-120 to -50 ms),baseline+cpp+z,1,z5_mean,0.020378191024065018
late (-120 to -50 ms),baseline+cpp+z,2,baseline_0,0.0574602410197258
late (-120 to -50 ms),baseline+cpp+z,2,baseline_1,-0.02729976549744606
late (-120 to -50 ms),baseline+cpp+z,2,baseline_2,-0.039744626730680466
late (-120 to -50 ms),baseline+cpp+z,2,baseline_3,0.006217463873326778
late (-120 to -50 ms),baseline+cpp+z,2,baseline_4,0.021043885499238968
late (-120 to -50 ms),baseline+cpp+z,2,cpp_mean,0.08944448828697205
late (-120 to -50 ms),baseline+cpp+z,2,cpp_late,-0.04437114670872688
late (-120 to -50 ms),baseline+cpp+z,2,cpp_slope,0.03875051811337471
late (-120 to -50 ms),baseline+cpp+z,2,z1_mean,0.021521899849176407
late (-120 to -50 ms),baseline+cpp+z,2,z2_mean,0.03325183689594269
late (-120 to -50 ms),baseline+cpp+z,2,z3_mean,0.02245495654642582
late (-120 to -50 ms),baseline+cpp+z,2,z4_mean,-0.011928653344511986
late (-120 to -50 ms),baseline+cpp+z,2,z5_mean,0.02761409804224968
late (-120 to -50 ms),baseline+cpp+z,3,baseline_0,0.054257988929748535
