seed,cpp_feature,z_feature,pooled_corr
4,CPP_slope,aligned_z3_peak_time,0.23292536203721842
4,CPP_slope,aligned_z4_late_mean,0.4094786949462841
4,CPP_slope,aligned_z4_slope,0.8715807359235949
4,CPP_slope,aligned_z4_peak,-0.04521937980753112
4,CPP_slope,aligned_z4_peak_time,0.2379314275390184
4,CPP_slope,aligned_z5_late_mean,0.3349380028551108
4,CPP_slope,aligned_z5_slope,0.7401513309603514
4,CPP_slope,aligned_z5_peak,-0.050658630515902116
4,CPP_slope,aligned_z5_peak_time,0.18360794823889248
4,CPP_peak,aligned_z1_late_mean,0.4108293354511261
4,CPP_peak,aligned_z1_slope,-0.01908876500641321
4,CPP_peak,aligned_z1_peak,0.9033404588699341
4,CPP_peak,aligned_z1_peak_time,-0.02298481948673725
4,CPP_peak,aligned_z2_late_mean,0.5409225821495056
4,CPP_peak,aligned_z2_slope,-0.041772012104230705
4,CPP_peak,aligned_z2_peak,0.9416946768760681
4,CPP_peak,aligned_z2_peak_time,-0.03473616763949394
4,CPP_peak,aligned_z3_late_mean,0.5353554487228394
4,CPP_peak,aligned_z3_slope,-0.051810692475234205
4,CPP_peak,aligned_z3_peak,0.9374621510505676
4,CPP_peak,aligned_z3_peak_time,-0.016707545146346092
4,CPP_peak,aligned_z4_late_mean,0.5121523141860962
4,CPP_peak,aligned_z4_slope,-0.02809750651735591
4,CPP_peak,aligned_z4_peak,0.8560153841972351
4,CPP_peak,aligned_z4_peak_time,-0.02149832807481289
4,CPP_peak,aligned_z5_late_mean,0.4773401618003845
4,CPP_peak,aligned_z5_slope,-0.02628964852187113
4,CPP_peak,aligned_z5_peak,0.6936174035072327
4,CPP_peak,aligned_z5_peak_time,-0.014166491106152534
4,CPP_peak_time,aligned_z1_late_mean,0.2497292011976242
4,CPP_peak_time,aligned_z1_slope,0.232057107746581
4,CPP_peak_time,aligned_z1_peak,-0.04144201800227165
4,CPP_peak_time,aligned_z1_peak_time,0.8195379376411438
4,CPP_peak_time,aligned_z2_late_mean,0.2720882296562195
4,CPP_peak_time,aligned_z2_slope,0.25649256916191704
4,CPP_peak_time,aligned_z2_peak,-0.04930257797241211
4,CPP_peak_time,aligned_z2_peak_time,0.8148703575134277
4,CPP_peak_time,aligned_z3_late_mean,0.25786292552948
4,CPP_peak_time,aligned_z3_slope,0.24606744798731764
4,CPP_peak_time,aligned_z3_peak,-0.05023598670959473
4,CPP_peak_time,aligned_z3_peak_time,0.702928900718689
4,CPP_peak_time,aligned_z4_late_mean,0.2670864462852478
4,CPP_peak_time,aligned_z4_slope,0.25474777159827255
4,CPP_peak_time,aligned_z4_peak,-0.03797689452767372
4,CPP_peak_time,aligned_z4_peak_time,0.6245158910751343
4,CPP_peak_time,aligned_z5_late_mean,0.22908473014831543
4,CPP_peak_time,aligned_z5_slope,0.2197966025345558
4,CPP_peak_time,aligned_z5_peak,-0.04486105591058731
4,CPP_peak_time,aligned_z5_peak_time,0.5170804262161255
