rank,population_dim,seed,batch_size,train_fraction,val_fraction,test_fraction,future_horizon_ms,learning_rate,weight_decay,gradient_clip,max_epochs,early_stopping_patience,analysis_window_ms,early_window_ms,mid_window_ms,late_window_ms,model,loss
5,64,42,256,0.7,0.15,0.15,50,0.001,0.0001,1.0,60,10,"(-600.0, -50.0)","(-600.0, -300.0)","(-300.0, -120.0)","(-120.0, -50.0)","{'projection_dim': 16, 'hidden_dim': 32, 'num_layers': 1}","{""lambda_recon"": 1.0, ""lambda_future"": 0.2, ""lambda_derivative"": 0.5, ""lambda_variance"": 0.5, ""lambda_cpp_mean"": 0.5, ""lambda_cpp_prior"": 0.05, ""lambda_monotonic"": 1.0, ""lambda_slope_floor"": 0.5, ""lambda_late_amplitude"": 1.0, ""lambda_cpp_mean_alignment"": 0.05, ""lambda_smooth"": 0.01, ""future_weight_scale"": 0.75, ""slope_floor_ratio"": 0.5, ""enable_cpp_shape_prior"": true, ""analysis_window_ms"": [-600.0, -50.0], ""late_window_ms"": [-120.0, -50.0]}"
