seed,cpp_feature,z_feature,subject_level_corr,mean_within_subject_corr
4,CPP_slope,aligned_z3_slope,0.9424945174468419,0.9032824349752198
4,CPP_slope,aligned_z3_peak,-0.22741903705633282,-0.032996626854968146
4,CPP_slope,aligned_z3_peak_time,0.46923847620866344,0.2310945330140531
4,CPP_slope,aligned_z4_late_mean,-0.0182931770323687,0.4386333624214604
4,CPP_slope,aligned_z4_slope,0.9304227774203186,0.8638375612869391
4,CPP_slope,aligned_z4_peak,-0.18792715014582095,-0.033064712105007124
4,CPP_slope,aligned_z4_peak_time,0.5409530378488973,0.23539589725993038
4,CPP_slope,aligned_z5_late_mean,-0.150624576785397,0.3714765422461983
4,CPP_slope,aligned_z5_slope,0.7823527218624697,0.7696882115877509
4,CPP_slope,aligned_z5_peak,-0.2018355138071371,-0.04253173988987661
4,CPP_slope,aligned_z5_peak_time,0.4412778510939677,0.18307678196281613
4,CPP_peak,aligned_z1_late_mean,0.4299421012401581,0.452918092652065
4,CPP_peak,aligned_z1_slope,-0.10458102018146664,-0.015351340326347215
4,CPP_peak,aligned_z1_peak,0.9627314209938049,0.9188195728674168
4,CPP_peak,aligned_z1_peak_time,-0.13907980918884277,-0.024244263041310193
4,CPP_peak,aligned_z2_late_mean,0.7447009086608887,0.5182350525041906
4,CPP_peak,aligned_z2_slope,-0.27166039887167104,-0.0209536013507234
4,CPP_peak,aligned_z2_peak,0.9647526741027832,0.9413744836318784
4,CPP_peak,aligned_z2_peak_time,-0.2413659691810608,-0.02072855203253467
4,CPP_peak,aligned_z3_late_mean,0.8023092746734619,0.4769657148820598
4,CPP_peak,aligned_z3_slope,-0.27290490635474224,-0.042217797787577775
4,CPP_peak,aligned_z3_peak,0.9852284789085388,0.9034307882553194
4,CPP_peak,aligned_z3_peak_time,-0.12200730293989182,-0.010817797945403471
4,CPP_peak,aligned_z4_late_mean,0.7403378486633301,0.476555974381726
4,CPP_peak,aligned_z4_slope,-0.17407148644859355,-0.02038031681347856
4,CPP_peak,aligned_z4_peak,0.9649738669395447,0.8258950942900123
4,CPP_peak,aligned_z4_peak_time,-0.23276960849761963,-0.009315556301394613
4,CPP_peak,aligned_z5_late_mean,0.791938841342926,0.4554709050713516
4,CPP_peak,aligned_z5_slope,-0.3367959622108724,-0.00908207744600742
4,CPP_peak,aligned_z5_peak,0.7212468385696411,0.7228954681536046
4,CPP_peak,aligned_z5_peak_time,-0.12121342122554779,0.0015058142201202671
4,CPP_peak_time,aligned_z1_late_mean,0.14575931429862976,0.27106560803041224
4,CPP_peak_time,aligned_z1_slope,0.47512613406783566,0.2295936096439168
4,CPP_peak_time,aligned_z1_peak,-0.23776178061962128,-0.027557858788385625
4,CPP_peak_time,aligned_z1_peak_time,0.9521697759628296,0.8149708771124119
4,CPP_peak_time,aligned_z2_late_mean,0.08078807592391968,0.2947884481854555
4,CPP_peak_time,aligned_z2_slope,0.5184407253261017,0.25350408922385154
4,CPP_peak_time,aligned_z2_peak,-0.25480735301971436,-0.03290117559273068
4,CPP_peak_time,aligned_z2_peak_time,0.9746389389038086,0.8128461270797543
4,CPP_peak_time,aligned_z3_late_mean,0.014793120324611664,0.2811650524779064
4,CPP_peak_time,aligned_z3_slope,0.6066567921728552,0.2372120158555031
4,CPP_peak_time,aligned_z3_peak,-0.24628077447414398,-0.040893647456314505
4,CPP_peak_time,aligned_z3_peak_time,0.8894827961921692,0.6983893848047024
4,CPP_peak_time,aligned_z4_late_mean,0.11804452538490295,0.2820035177396565
4,CPP_peak_time,aligned_z4_slope,0.5526531251390542,0.24327741350403456
4,CPP_peak_time,aligned_z4_peak,-0.20965218544006348,-0.021237914654903295
4,CPP_peak_time,aligned_z4_peak_time,0.9217204451560974,0.6139377973428587
4,CPP_peak_time,aligned_z5_late_mean,-0.012983443215489388,0.24664608825270723
4,CPP_peak_time,aligned_z5_slope,0.43860589801279165,0.21857207142273988
4,CPP_peak_time,aligned_z5_peak,-0.19721922278404236,-0.03240068783847297
4,CPP_peak_time,aligned_z5_peak_time,0.842430830001831,0.5110732273357671
