seed,cpp_feature,z_feature,subject_level_corr,mean_within_subject_corr
1,CPP_peak,aligned_z5_slope,-0.213744153158462,-0.005329634189320679
1,CPP_peak,aligned_z5_peak,0.6734300255775452,0.6228746088539682
1,CPP_peak,aligned_z5_peak_time,-0.0679188221693039,-0.003069638138318934
1,CPP_peak_time,aligned_z1_late_mean,0.13004827499389648,0.2782402747287983
1,CPP_peak_time,aligned_z1_slope,0.47096261018093594,0.2420924096314401
1,CPP_peak_time,aligned_z1_peak,-0.22248703241348267,-0.02427216673769602
1,CPP_peak_time,aligned_z1_peak_time,0.9265492558479309,0.7001489778844322
1,CPP_peak_time,aligned_z2_late_mean,0.023298803716897964,0.30303196281921574
1,CPP_peak_time,aligned_z2_slope,0.5963921368934553,0.25398508166788275
1,CPP_peak_time,aligned_z2_peak,-0.2364976406097412,-0.038581073647592126
1,CPP_peak_time,aligned_z2_peak_time,0.9559630155563354,0.8033580561963524
1,CPP_peak_time,aligned_z3_late_mean,0.1269853413105011,0.28012658546610575
1,CPP_peak_time,aligned_z3_slope,0.5387208555475386,0.24146264866857645
1,CPP_peak_time,aligned_z3_peak,-0.22652101516723633,-0.02066099479022186
1,CPP_peak_time,aligned_z3_peak_time,0.9498536586761475,0.77313785218611
1,CPP_peak_time,aligned_z4_late_mean,0.14760994911193848,0.26253063086329437
1,CPP_peak_time,aligned_z4_slope,0.5096282687666845,0.2332919275079651
1,CPP_peak_time,aligned_z4_peak,-0.1797540932893753,-0.02049099256443541
1,CPP_peak_time,aligned_z4_peak_time,0.9059766530990601,0.5093404990507335
1,CPP_peak_time,aligned_z5_late_mean,0.05208323523402214,0.23873321421262694
1,CPP_peak_time,aligned_z5_slope,0.40530275872805666,0.21068533337587095
1,CPP_peak_time,aligned_z5_peak,-0.2054734230041504,-0.02148979990501752
1,CPP_peak_time,aligned_z5_peak_time,0.7380529046058655,0.4593466058736894
2,CPP_late_mean,aligned_z1_late_mean,0.9714992046356201,0.914825497603998
2,CPP_late_mean,aligned_z1_slope,-0.07918666883930339,0.49681073660320785
2,CPP_late_mean,aligned_z1_peak,0.6417194604873657,0.48127084316276925
2,CPP_late_mean,aligned_z1_peak_time,0.1517978310585022,0.2825185329448886
2,CPP_late_mean,aligned_z2_late_mean,0.9537302255630493,0.9402484414054126
2,CPP_late_mean,aligned_z2_slope,-0.10524337817101011,0.5078385565293643
2,CPP_late_mean,aligned_z2_peak,0.7250595688819885,0.5272146739610811
2,CPP_late_mean,aligned_z2_peak_time,0.1786489486694336,0.33023605731929223
2,CPP_late_mean,aligned_z3_late_mean,0.9681233763694763,0.8966879074166461
2,CPP_late_mean,aligned_z3_slope,0.009118851885384253,0.4751689810559278
2,CPP_late_mean,aligned_z3_peak,0.7131712436676025,0.4902421352339954
2,CPP_late_mean,aligned_z3_peak_time,0.2625488042831421,0.30309953195292777
2,CPP_late_mean,aligned_z4_late_mean,0.8975683450698853,0.8435285854630354
2,CPP_late_mean,aligned_z4_slope,0.07782809473703321,0.46637386188431573
2,CPP_late_mean,aligned_z4_peak,0.6595118045806885,0.4469645528531656
