,probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,subj_id
5719,1.0,0.47118,1,1,1,1,1,1,1,True,sub-STSWD1227,715822,8,715822.0,sub-STSWD1227
5720,1.0,0.77514,1,1,1,1,1,1,1,True,sub-STSWD1227,718254,8,718254.0,sub-STSWD1227
5721,1.0,0.66909,1,1,1,1,1,1,1,True,sub-STSWD1227,720686,8,720686.0,sub-STSWD1227
5722,1.0,0.42162,1,1,2,1,1,1,1,True,sub-STSWD1227,723118,8,723118.0,sub-STSWD1227
5723,1.0,1.7119,4,3,2,1,1,1,1,True,sub-STSWD1227,727598,8,727598.0,sub-STSWD1227
5724,1.0,0.79984,2,3,1,1,1,1,1,True,sub-STSWD1227,730030,8,730030.0,sub-STSWD1227
5725,1.0,1.2658,4,3,2,1,1,1,1,True,sub-STSWD1227,732462,8,732462.0,sub-STSWD1227
5726,1.0,1.0158,2,3,1,1,1,1,1,True,sub-STSWD1227,734894,8,734894.0,sub-STSWD1227
5727,1.0,1.0326,2,3,2,1,1,1,1,True,sub-STSWD1227,737326,8,737326.0,sub-STSWD1227
5728,1.0,0.75552,3,3,1,1,1,1,1,True,sub-STSWD1227,739758,8,739758.0,sub-STSWD1227
5729,0.0,1.3565,3,3,2,1,1,1,1,True,sub-STSWD1227,742190,8,742190.0,sub-STSWD1227
5730,0.0,0.77838,3,3,2,1,1,1,1,True,sub-STSWD1227,744622,8,744622.0,sub-STSWD1227
5731,0.0,1.2914,1,2,1,1,1,1,1,True,sub-STSWD1227,749102,8,749102.0,sub-STSWD1227
5732,1.0,0.67925,1,2,1,1,1,1,1,True,sub-STSWD1227,751534,8,751534.0,sub-STSWD1227
5733,1.0,1.3432,4,2,2,1,1,1,1,True,sub-STSWD1227,753966,8,753966.0,sub-STSWD1227
5734,1.0,0.72109,4,2,1,1,1,1,1,True,sub-STSWD1227,756398,8,756398.0,sub-STSWD1227
5735,1.0,1.2541,1,2,2,1,1,1,1,True,sub-STSWD1227,758830,8,758830.0,sub-STSWD1227
5736,1.0,0.79901,4,2,1,1,1,1,1,True,sub-STSWD1227,761262,8,761262.0,sub-STSWD1227
5737,1.0,1.25,4,2,2,1,1,1,1,True,sub-STSWD1227,763694,8,763694.0,sub-STSWD1227
5738,1.0,0.87288,1,2,1,1,1,1,1,True,sub-STSWD1227,766126,8,766126.0,sub-STSWD1227
5739,0.0,0.66177,3,4,2,1,1,1,1,True,sub-STSWD1227,770606,8,770606.0,sub-STSWD1227
5740,1.0,0.8857,3,4,1,1,1,1,1,True,sub-STSWD1227,773038,8,773038.0,sub-STSWD1227
5741,1.0,0.99026,3,4,2,1,1,1,1,True,sub-STSWD1227,775470,8,775470.0,sub-STSWD1227
5742,0.0,1.5505,4,4,1,1,1,1,1,True,sub-STSWD1227,777902,8,777902.0,sub-STSWD1227
5743,1.0,1.1944,4,4,2,1,1,1,1,True,sub-STSWD1227,780334,8,780334.0,sub-STSWD1227
5744,1.0,1.0785,2,4,2,1,1,1,1,True,sub-STSWD1227,782765,8,782765.0,sub-STSWD1227
5745,1.0,0.85337,1,4,1,1,1,1,1,True,sub-STSWD1227,785198,8,785198.0,sub-STSWD1227
5746,1.0,0.66326,1,4,2,1,1,1,1,True,sub-STSWD1227,787630,8,787630.0,sub-STSWD1227
5747,1.0,1.1951,2,2,1,1,1,1,1,True,sub-STSWD1227,792109,8,792109.0,sub-STSWD1227
5748,0.0,1.2301,3,2,1,1,1,1,1,True,sub-STSWD1227,794541,8,794541.0,sub-STSWD1227
5749,1.0,0.71993,3,2,1,1,1,1,1,True,sub-STSWD1227,796974,8,796974.0,sub-STSWD1227
5750,1.0,0.71399,2,2,1,1,1,1,1,True,sub-STSWD1227,799406,8,799406.0,sub-STSWD1227
5751,1.0,1.1762,3,2,2,1,1,1,1,True,sub-STSWD1227,801837,8,801837.0,sub-STSWD1227
5752,0.0,0.86687,3,2,2,1,1,1,1,True,sub-STSWD1227,804269,8,804269.0,sub-STSWD1227
5753,1.0,0.70681,2,2,2,1,1,1,1,True,sub-STSWD1227,806701,8,806701.0,sub-STSWD1227
5754,1.0,0.80674,2,2,1,1,1,1,1,True,sub-STSWD1227,809133,8,809133.0,sub-STSWD1227
5755,1.0,0.42058,2,1,1,1,1,1,1,True,sub-STSWD1227,813613,8,813613.0,sub-STSWD1227
5756,1.0,0.60057,2,1,1,1,1,1,1,True,sub-STSWD1227,816046,8,816046.0,sub-STSWD1227
5757,1.0,0.57945,2,1,2,1,1,1,1,True,sub-STSWD1227,818477,8,818477.0,sub-STSWD1227
5758,1.0,0.43448,2,1,2,1,1,1,1,True,sub-STSWD1227,820909,8,820909.0,sub-STSWD1227
5759,1.0,0.54932,2,1,2,1,1,1,1,True,sub-STSWD1227,823341,8,823341.0,sub-STSWD1227
5760,1.0,0.41463,2,1,1,1,1,1,1,True,sub-STSWD1227,825773,8,825773.0,sub-STSWD1227
5761,1.0,0.40132,2,1,1,1,1,1,1,True,sub-STSWD1227,828205,8,828205.0,sub-STSWD1227
5762,1.0,0.31717,2,1,2,1,1,1,1,True,sub-STSWD1227,830637,8,830637.0,sub-STSWD1227
5763,1.0,0.75239,2,3,2,1,1,1,1,True,sub-STSWD1227,835117,8,835117.0,sub-STSWD1227
5764,1.0,0.68999,2,3,2,1,1,1,1,True,sub-STSWD1227,837549,8,837549.0,sub-STSWD1227
5765,1.0,1.1569,2,3,2,1,1,1,1,True,sub-STSWD1227,839981,8,839981.0,sub-STSWD1227
5766,1.0,1.3088,1,3,2,1,1,1,1,True,sub-STSWD1227,842413,8,842413.0,sub-STSWD1227
5767,1.0,0.6068,3,3,1,1,1,1,1,True,sub-STSWD1227,844845,8,844845.0,sub-STSWD1227
5768,1.0,0.97263,1,3,1,1,1,1,1,True,sub-STSWD1227,847277,8,847277.0,sub-STSWD1227
5769,0.0,1.4909,1,3,1,1,1,1,1,True,sub-STSWD1227,849709,8,849709.0,sub-STSWD1227
5770,1.0,1.3347,3,3,2,1,1,1,1,True,sub-STSWD1227,852141,8,852141.0,sub-STSWD1227
5771,1.0,0.36655,4,1,2,1,1,1,1,True,sub-STSWD1233,36825,8,36825.0,sub-STSWD1233
5772,1.0,0.34149,4,1,2,1,1,1,1,True,sub-STSWD1233,39257,8,39257.0,sub-STSWD1233
5773,1.0,0.33642,4,1,1,1,1,1,1,True,sub-STSWD1233,41689,8,41689.0,sub-STSWD1233
5774,1.0,0.27427,4,1,2,1,1,1,1,True,sub-STSWD1233,44120,8,44120.0,sub-STSWD1233
5775,1.0,0.3183,4,1,1,1,1,1,1,True,sub-STSWD1233,46552,8,46552.0,sub-STSWD1233
5776,1.0,0.31723,4,1,2,1,1,1,1,True,sub-STSWD1233,48984,8,48984.0,sub-STSWD1233
5777,0.0,0.41115,4,1,1,1,1,1,1,True,sub-STSWD1233,51416,8,51416.0,sub-STSWD1233
5778,1.0,0.42309,4,1,2,1,1,1,1,True,sub-STSWD1233,53848,8,53848.0,sub-STSWD1233
5779,1.0,1.1,2,4,1,1,1,1,1,True,sub-STSWD1233,58328,8,58328.0,sub-STSWD1233
5780,1.0,1.2359,3,4,2,1,1,1,1,True,sub-STSWD1233,60760,8,60760.0,sub-STSWD1233
5781,1.0,0.88583,3,4,1,1,1,1,1,True,sub-STSWD1233,63192,8,63192.0,sub-STSWD1233
5782,0.0,1.0678,3,4,1,1,1,1,1,True,sub-STSWD1233,65624,8,65624.0,sub-STSWD1233
5783,1.0,0.8177,1,4,1,1,1,1,1,True,sub-STSWD1233,68056,8,68056.0,sub-STSWD1233
5784,1.0,1.1126,4,4,2,1,1,1,1,True,sub-STSWD1233,70488,8,70488.0,sub-STSWD1233
5785,0.0,0.88656,4,4,1,1,1,1,1,True,sub-STSWD1233,72920,8,72920.0,sub-STSWD1233
5786,1.0,0.90968,3,2,2,1,1,1,1,True,sub-STSWD1233,79832,8,79832.0,sub-STSWD1233
5787,1.0,0.57732,3,2,2,1,1,1,1,True,sub-STSWD1233,82264,8,82264.0,sub-STSWD1233
5788,0.0,0.59822,3,2,1,1,1,1,1,True,sub-STSWD1233,84696,8,84696.0,sub-STSWD1233
5789,0.0,0.86919,4,2,1,1,1,1,1,True,sub-STSWD1233,87128,8,87128.0,sub-STSWD1233
5790,1.0,1.1851,4,2,2,1,1,1,1,True,sub-STSWD1233,89560,8,89560.0,sub-STSWD1233
5791,1.0,0.60396,3,2,1,1,1,1,1,True,sub-STSWD1233,91992,8,91992.0,sub-STSWD1233
5792,1.0,0.65201,4,2,1,1,1,1,1,True,sub-STSWD1233,94424,8,94424.0,sub-STSWD1233
5793,1.0,1.0169,4,2,2,1,1,1,1,True,sub-STSWD1233,96856,8,96856.0,sub-STSWD1233
5794,1.0,0.85177,4,3,1,1,1,1,1,True,sub-STSWD1233,101336,8,101336.0,sub-STSWD1233
5795,1.0,1.0287,4,3,2,1,1,1,1,True,sub-STSWD1233,103768,8,103768.0,sub-STSWD1233
5796,1.0,0.97367,4,3,2,1,1,1,1,True,sub-STSWD1233,106200,8,106200.0,sub-STSWD1233
5797,1.0,0.62662,3,3,1,1,1,1,1,True,sub-STSWD1233,108632,8,108632.0,sub-STSWD1233
5798,1.0,1.1565,1,3,2,1,1,1,1,True,sub-STSWD1233,111064,8,111064.0,sub-STSWD1233
5799,0.0,1.2135,4,3,1,1,1,1,1,True,sub-STSWD1233,113496,8,113496.0,sub-STSWD1233
5800,0.0,1.2704,4,3,1,1,1,1,1,True,sub-STSWD1233,115928,8,115928.0,sub-STSWD1233
5801,1.0,0.96135,1,3,2,1,1,1,1,True,sub-STSWD1233,118360,8,118360.0,sub-STSWD1233
5802,1.0,0.65824,2,2,2,1,1,1,1,True,sub-STSWD1233,122839,8,122839.0,sub-STSWD1233
5803,1.0,1.1391,3,2,2,1,1,1,1,True,sub-STSWD1233,125271,8,125271.0,sub-STSWD1233
5804,1.0,0.79006,2,2,1,1,1,1,1,True,sub-STSWD1233,127703,8,127703.0,sub-STSWD1233
5805,1.0,0.73203,2,2,1,1,1,1,1,True,sub-STSWD1233,130135,8,130135.0,sub-STSWD1233
5806,1.0,0.70698,3,2,2,1,1,1,1,True,sub-STSWD1233,132567,8,132567.0,sub-STSWD1233
5807,1.0,1.0519,3,2,1,1,1,1,1,True,sub-STSWD1233,134999,8,134999.0,sub-STSWD1233
5808,1.0,0.60881,3,2,2,1,1,1,1,True,sub-STSWD1233,137431,8,137431.0,sub-STSWD1233
5809,1.0,0.55074,2,2,2,1,1,1,1,True,sub-STSWD1233,139863,8,139863.0,sub-STSWD1233
5810,0.0,0.95857,4,1,1,1,1,1,1,True,sub-STSWD1233,144343,8,144343.0,sub-STSWD1233
5811,0.0,0.68354,4,1,1,1,1,1,1,True,sub-STSWD1233,146775,8,146775.0,sub-STSWD1233
5812,1.0,0.44049,4,1,2,1,1,1,1,True,sub-STSWD1233,149207,8,149207.0,sub-STSWD1233
5813,1.0,0.52346,4,1,1,1,1,1,1,True,sub-STSWD1233,151639,8,151639.0,sub-STSWD1233
5814,1.0,0.3814,4,1,1,1,1,1,1,True,sub-STSWD1233,154071,8,154071.0,sub-STSWD1233
5815,1.0,0.42233,4,1,2,1,1,1,1,True,sub-STSWD1233,156503,8,156503.0,sub-STSWD1233
5816,1.0,0.47426,4,1,1,1,1,1,1,True,sub-STSWD1233,158935,8,158935.0,sub-STSWD1233
5817,1.0,0.5212,4,1,2,1,1,1,1,True,sub-STSWD1233,161367,8,161367.0,sub-STSWD1233
5818,1.0,0.88607,3,3,2,1,1,1,1,True,sub-STSWD1233,165847,8,165847.0,sub-STSWD1233
5819,1.0,0.97,3,3,1,1,1,1,1,True,sub-STSWD1233,168279,8,168279.0,sub-STSWD1233
5820,1.0,0.51395,2,3,1,1,1,1,1,True,sub-STSWD1233,170711,8,170711.0,sub-STSWD1233
5821,1.0,1.0388,1,3,2,1,1,1,1,True,sub-STSWD1233,173143,8,173143.0,sub-STSWD1233
5822,1.0,0.58572,1,3,1,1,1,1,1,True,sub-STSWD1233,175575,8,175575.0,sub-STSWD1233
5823,1.0,0.79074,2,3,1,1,1,1,1,True,sub-STSWD1233,178007,8,178007.0,sub-STSWD1233
5824,1.0,0.68064,2,3,1,1,1,1,1,True,sub-STSWD1233,180439,8,180439.0,sub-STSWD1233
5825,1.0,0.82353,2,3,1,1,1,1,1,True,sub-STSWD1233,182871,8,182871.0,sub-STSWD1233
5826,1.0,0.86945,1,4,2,1,1,1,1,True,sub-STSWD1233,187351,8,187351.0,sub-STSWD1233
5827,1.0,0.72044,4,4,2,1,1,1,1,True,sub-STSWD1233,189783,8,189783.0,sub-STSWD1233
5828,1.0,0.92136,4,4,2,1,1,1,1,True,sub-STSWD1233,192219,8,192219.0,sub-STSWD1233
5829,1.0,1.0196,1,4,1,1,1,1,1,True,sub-STSWD1233,194651,8,194651.0,sub-STSWD1233
5830,1.0,0.84656,2,4,2,1,1,1,1,True,sub-STSWD1233,197083,8,197083.0,sub-STSWD1233
5831,1.0,0.6445,2,4,1,1,1,1,1,True,sub-STSWD1233,199515,8,199515.0,sub-STSWD1233
5832,1.0,0.56743,2,4,1,1,1,1,1,True,sub-STSWD1233,201947,8,201947.0,sub-STSWD1233
5833,1.0,1.2763,3,4,1,1,1,1,1,True,sub-STSWD1233,204379,8,204379.0,sub-STSWD1233
5834,1.0,0.60765,2,3,2,1,1,1,1,True,sub-STSWD1233,231361,8,231361.0,sub-STSWD1233
5835,1.0,0.50059,3,3,1,1,1,1,1,True,sub-STSWD1233,233793,8,233793.0,sub-STSWD1233
5836,1.0,0.78484,1,3,1,1,1,1,1,True,sub-STSWD1233,236225,8,236225.0,sub-STSWD1233
5837,1.0,0.64541,2,3,2,1,1,1,1,True,sub-STSWD1233,238657,8,238657.0,sub-STSWD1233
5838,1.0,0.5834,2,3,2,1,1,1,1,True,sub-STSWD1233,241089,8,241089.0,sub-STSWD1233
5839,1.0,0.45433,2,3,1,1,1,1,1,True,sub-STSWD1233,243521,8,243521.0,sub-STSWD1233
5840,1.0,0.60226,1,3,1,1,1,1,1,True,sub-STSWD1233,245952,8,245952.0,sub-STSWD1233
5841,1.0,0.62915,3,3,1,1,1,1,1,True,sub-STSWD1233,248384,8,248384.0,sub-STSWD1233
5842,1.0,0.65607,2,4,2,1,1,1,1,True,sub-STSWD1233,252864,8,252864.0,sub-STSWD1233
5843,1.0,0.54701,2,4,1,1,1,1,1,True,sub-STSWD1233,255296,8,255296.0,sub-STSWD1233
5844,1.0,0.93295,4,4,2,1,1,1,1,True,sub-STSWD1233,257728,8,257728.0,sub-STSWD1233
5845,1.0,0.50089,4,4,1,1,1,1,1,True,sub-STSWD1233,260160,8,260160.0,sub-STSWD1233
5846,1.0,0.76082,3,4,1,1,1,1,1,True,sub-STSWD1233,262592,8,262592.0,sub-STSWD1233
5847,1.0,0.68971,3,4,1,1,1,1,1,True,sub-STSWD1233,265024,8,265024.0,sub-STSWD1233
5848,1.0,0.65956,3,4,2,1,1,1,1,True,sub-STSWD1233,267456,8,267456.0,sub-STSWD1233
5849,1.0,1.1776,1,4,2,1,1,1,1,True,sub-STSWD1233,269888,8,269888.0,sub-STSWD1233
5850,1.0,0.31147,3,1,2,1,1,1,1,True,sub-STSWD1233,274368,8,274368.0,sub-STSWD1233
5851,1.0,0.40044,3,1,2,1,1,1,1,True,sub-STSWD1233,276800,8,276800.0,sub-STSWD1233
5852,1.0,0.33038,3,1,1,1,1,1,1,True,sub-STSWD1233,279232,8,279232.0,sub-STSWD1233
5853,1.0,0.42031,3,1,1,1,1,1,1,True,sub-STSWD1233,281664,8,281664.0,sub-STSWD1233
5854,1.0,0.34423,3,1,2,1,1,1,1,True,sub-STSWD1233,284096,8,284096.0,sub-STSWD1233
5855,1.0,0.37218,3,1,1,1,1,1,1,True,sub-STSWD1233,286528,8,286528.0,sub-STSWD1233
5856,1.0,0.29407,3,1,1,1,1,1,1,True,sub-STSWD1233,288960,8,288960.0,sub-STSWD1233
5857,1.0,0.36801,3,1,1,1,1,1,1,True,sub-STSWD1233,291392,8,291392.0,sub-STSWD1233
5858,1.0,0.63389,2,2,1,1,1,1,1,True,sub-STSWD1233,295872,8,295872.0,sub-STSWD1233
5859,1.0,0.46382,1,2,1,1,1,1,1,True,sub-STSWD1233,298304,8,298304.0,sub-STSWD1233
5860,1.0,0.40076,1,2,2,1,1,1,1,True,sub-STSWD1233,300736,8,300736.0,sub-STSWD1233
5861,1.0,0.56673,2,2,1,1,1,1,1,True,sub-STSWD1233,303167,8,303167.0,sub-STSWD1233
5862,1.0,0.61458,2,2,2,1,1,1,1,True,sub-STSWD1233,305599,8,305599.0,sub-STSWD1233
5863,1.0,0.49562,1,2,2,1,1,1,1,True,sub-STSWD1233,308032,8,308032.0,sub-STSWD1233
5864,1.0,0.56553,2,2,2,1,1,1,1,True,sub-STSWD1233,310464,8,310464.0,sub-STSWD1233
5865,1.0,0.41543,1,2,2,1,1,1,1,True,sub-STSWD1233,312896,8,312896.0,sub-STSWD1233
5866,1.0,0.64535,4,4,2,1,1,1,1,True,sub-STSWD1233,317375,8,317375.0,sub-STSWD1233
5867,1.0,0.70229,2,4,1,1,1,1,1,True,sub-STSWD1233,319807,8,319807.0,sub-STSWD1233
5868,1.0,0.52318,2,4,2,1,1,1,1,True,sub-STSWD1233,322239,8,322239.0,sub-STSWD1233
5869,1.0,0.81311,1,4,1,1,1,1,1,True,sub-STSWD1233,324671,8,324671.0,sub-STSWD1233
5870,1.0,0.70105,3,4,1,1,1,1,1,True,sub-STSWD1233,327103,8,327103.0,sub-STSWD1233
5871,1.0,0.90302,1,4,1,1,1,1,1,True,sub-STSWD1233,329535,8,329535.0,sub-STSWD1233
5872,0.0,0.97395,1,4,2,1,1,1,1,True,sub-STSWD1233,331967,8,331967.0,sub-STSWD1233
5873,0.0,0.93188,4,4,1,1,1,1,1,True,sub-STSWD1233,334399,8,334399.0,sub-STSWD1233
5874,1.0,0.64177,1,2,1,1,1,1,1,True,sub-STSWD1233,338884,8,338884.0,sub-STSWD1233
5875,1.0,0.74969,1,2,1,1,1,1,1,True,sub-STSWD1233,341316,8,341316.0,sub-STSWD1233
5876,1.0,0.43899,3,2,1,1,1,1,1,True,sub-STSWD1233,343748,8,343748.0,sub-STSWD1233
5877,1.0,0.54891,3,2,2,1,1,1,1,True,sub-STSWD1233,346179,8,346179.0,sub-STSWD1233
5878,0.0,0.55677,3,2,1,1,1,1,1,True,sub-STSWD1233,348611,8,348611.0,sub-STSWD1233
5879,0.0,0.83273,1,2,1,1,1,1,1,True,sub-STSWD1233,351043,8,351043.0,sub-STSWD1233
5880,1.0,0.73667,3,2,1,1,1,1,1,True,sub-STSWD1233,353475,8,353475.0,sub-STSWD1233
5881,0.0,0.51265,1,2,1,1,1,1,1,True,sub-STSWD1233,355907,8,355907.0,sub-STSWD1233
5882,1.0,0.34343,3,1,2,1,1,1,1,True,sub-STSWD1233,360387,8,360387.0,sub-STSWD1233
5883,1.0,0.35442,3,1,2,1,1,1,1,True,sub-STSWD1233,362819,8,362819.0,sub-STSWD1233
5884,1.0,0.3174,3,1,2,1,1,1,1,True,sub-STSWD1233,365251,8,365251.0,sub-STSWD1233
5885,1.0,0.34126,3,1,1,1,1,1,1,True,sub-STSWD1233,367683,8,367683.0,sub-STSWD1233
5886,1.0,0.30224,3,1,1,1,1,1,1,True,sub-STSWD1233,370115,8,370115.0,sub-STSWD1233
5887,1.0,0.30221,3,1,1,1,1,1,1,True,sub-STSWD1233,372547,8,372547.0,sub-STSWD1233
5888,1.0,0.29414,3,1,2,1,1,1,1,True,sub-STSWD1233,374979,8,374979.0,sub-STSWD1233
5889,1.0,0.43504,3,1,2,1,1,1,1,True,sub-STSWD1233,377411,8,377411.0,sub-STSWD1233
5890,1.0,0.71791,4,3,2,1,1,1,1,True,sub-STSWD1233,381891,8,381891.0,sub-STSWD1233
5891,0.0,0.76389,4,3,1,1,1,1,1,True,sub-STSWD1233,384323,8,384323.0,sub-STSWD1233
5892,0.0,0.75178,4,3,1,1,1,1,1,True,sub-STSWD1233,386755,8,386755.0,sub-STSWD1233
5893,1.0,0.87771,1,3,2,1,1,1,1,True,sub-STSWD1233,389187,8,389187.0,sub-STSWD1233
5894,1.0,0.5897,3,3,2,1,1,1,1,True,sub-STSWD1233,391619,8,391619.0,sub-STSWD1233
5895,1.0,0.74564,3,3,2,1,1,1,1,True,sub-STSWD1233,394051,8,394051.0,sub-STSWD1233
5896,1.0,0.88156,1,3,1,1,1,1,1,True,sub-STSWD1233,396483,8,396483.0,sub-STSWD1233
5897,1.0,0.52242,3,3,1,1,1,1,1,True,sub-STSWD1233,398915,8,398915.0,sub-STSWD1233
5898,1.0,0.43137,1,1,1,1,1,1,1,True,sub-STSWD1233,428773,8,428773.0,sub-STSWD1233
5899,1.0,0.44831,1,1,1,1,1,1,1,True,sub-STSWD1233,431209,8,431209.0,sub-STSWD1233
5900,1.0,0.38253,1,1,1,1,1,1,1,True,sub-STSWD1233,433641,8,433641.0,sub-STSWD1233
5901,1.0,0.34118,1,1,2,1,1,1,1,True,sub-STSWD1233,436072,8,436072.0,sub-STSWD1233
5902,1.0,0.32241,1,1,1,1,1,1,1,True,sub-STSWD1233,438504,8,438504.0,sub-STSWD1233
5903,1.0,0.32346,1,1,2,1,1,1,1,True,sub-STSWD1233,440936,8,440936.0,sub-STSWD1233
5904,1.0,0.29423,1,1,2,1,1,1,1,True,sub-STSWD1233,443368,8,443368.0,sub-STSWD1233
5905,1.0,0.41126,1,1,2,1,1,1,1,True,sub-STSWD1233,445800,8,445800.0,sub-STSWD1233
5906,1.0,0.95311,1,3,1,1,1,1,1,True,sub-STSWD1233,450280,8,450280.0,sub-STSWD1233
5907,1.0,0.84305,1,3,1,1,1,1,1,True,sub-STSWD1233,452712,8,452712.0,sub-STSWD1233
5908,1.0,0.577,2,3,2,1,1,1,1,True,sub-STSWD1233,455144,8,455144.0,sub-STSWD1233
5909,1.0,0.80189,4,3,2,1,1,1,1,True,sub-STSWD1233,457576,8,457576.0,sub-STSWD1233
5910,1.0,0.93687,4,3,2,1,1,1,1,True,sub-STSWD1233,460008,8,460008.0,sub-STSWD1233
5911,1.0,0.93581,1,3,2,1,1,1,1,True,sub-STSWD1233,462440,8,462440.0,sub-STSWD1233
5912,1.0,0.46074,1,3,2,1,1,1,1,True,sub-STSWD1233,464872,8,464872.0,sub-STSWD1233
5913,1.0,0.51862,1,3,1,1,1,1,1,True,sub-STSWD1233,467304,8,467304.0,sub-STSWD1233
5914,1.0,0.80654,4,4,2,1,1,1,1,True,sub-STSWD1233,471784,8,471784.0,sub-STSWD1233
5915,1.0,0.87855,4,4,2,1,1,1,1,True,sub-STSWD1233,474216,8,474216.0,sub-STSWD1233
5916,1.0,0.73141,2,4,1,1,1,1,1,True,sub-STSWD1233,476648,8,476648.0,sub-STSWD1233
5917,1.0,0.99135,1,4,2,1,1,1,1,True,sub-STSWD1233,479080,8,479080.0,sub-STSWD1233
5918,1.0,0.4503,3,4,2,1,1,1,1,True,sub-STSWD1233,481512,8,481512.0,sub-STSWD1233
5919,1.0,0.66814,3,4,2,1,1,1,1,True,sub-STSWD1233,483944,8,483944.0,sub-STSWD1233
5920,1.0,0.80811,3,4,2,1,1,1,1,True,sub-STSWD1233,486376,8,486376.0,sub-STSWD1233
5921,0.0,0.783,1,4,2,1,1,1,1,True,sub-STSWD1233,488808,8,488808.0,sub-STSWD1233
5922,1.0,0.43394,1,2,1,1,1,1,1,True,sub-STSWD1233,493288,8,493288.0,sub-STSWD1233
5923,1.0,0.64392,1,2,2,1,1,1,1,True,sub-STSWD1233,495720,8,495720.0,sub-STSWD1233
5924,1.0,0.42877,4,2,2,1,1,1,1,True,sub-STSWD1233,498152,8,498152.0,sub-STSWD1233
5925,1.0,0.5617,4,2,2,1,1,1,1,True,sub-STSWD1233,500584,8,500584.0,sub-STSWD1233
5926,0.0,0.7777,1,2,2,1,1,1,1,True,sub-STSWD1233,503016,8,503016.0,sub-STSWD1233
5927,1.0,0.59365,4,2,1,1,1,1,1,True,sub-STSWD1233,505448,8,505448.0,sub-STSWD1233
5928,0.0,0.78758,4,2,1,1,1,1,1,True,sub-STSWD1233,507880,8,507880.0,sub-STSWD1233
5929,1.0,0.71252,1,2,1,1,1,1,1,True,sub-STSWD1233,510312,8,510312.0,sub-STSWD1233
5930,1.0,0.75339,1,4,2,1,1,1,1,True,sub-STSWD1233,514792,8,514792.0,sub-STSWD1233
5931,1.0,0.61934,3,4,2,1,1,1,1,True,sub-STSWD1233,517224,8,517224.0,sub-STSWD1233
5932,1.0,0.95126,4,4,2,1,1,1,1,True,sub-STSWD1233,519656,8,519656.0,sub-STSWD1233
5933,1.0,0.52122,4,4,1,1,1,1,1,True,sub-STSWD1233,522088,8,522088.0,sub-STSWD1233
5934,1.0,0.59815,2,4,2,1,1,1,1,True,sub-STSWD1233,524520,8,524520.0,sub-STSWD1233
5935,1.0,0.52007,2,4,1,1,1,1,1,True,sub-STSWD1233,526952,8,526952.0,sub-STSWD1233
5936,1.0,0.50201,2,4,2,1,1,1,1,True,sub-STSWD1233,529383,8,529383.0,sub-STSWD1233
5937,1.0,0.51995,1,4,1,1,1,1,1,True,sub-STSWD1233,531816,8,531816.0,sub-STSWD1233
5938,1.0,0.43083,1,1,2,1,1,1,1,True,sub-STSWD1233,536295,8,536295.0,sub-STSWD1233
5939,1.0,0.32977,1,1,1,1,1,1,1,True,sub-STSWD1233,538727,8,538727.0,sub-STSWD1233
5940,0.0,0.34059,1,1,1,1,1,1,1,True,sub-STSWD1233,541159,8,541159.0,sub-STSWD1233
5941,1.0,0.32464,1,1,2,1,1,1,1,True,sub-STSWD1233,543591,8,543591.0,sub-STSWD1233
5942,1.0,0.34557,1,1,1,1,1,1,1,True,sub-STSWD1233,546023,8,546023.0,sub-STSWD1233
5943,1.0,0.38542,1,1,2,1,1,1,1,True,sub-STSWD1233,548455,8,548455.0,sub-STSWD1233
5944,1.0,0.2884,1,1,2,1,1,1,1,True,sub-STSWD1233,550887,8,550887.0,sub-STSWD1233
5945,1.0,0.39438,1,1,1,1,1,1,1,True,sub-STSWD1233,553319,8,553319.0,sub-STSWD1233
5946,1.0,0.67425,3,3,1,1,1,1,1,True,sub-STSWD1233,557799,8,557799.0,sub-STSWD1233
5947,1.0,0.74718,3,3,2,1,1,1,1,True,sub-STSWD1233,560231,8,560231.0,sub-STSWD1233
5948,0.0,0.75341,3,3,2,1,1,1,1,True,sub-STSWD1233,562663,8,562663.0,sub-STSWD1233
5949,1.0,0.74401,4,3,2,1,1,1,1,True,sub-STSWD1233,565095,8,565095.0,sub-STSWD1233
5950,1.0,0.57299,2,3,1,1,1,1,1,True,sub-STSWD1233,567527,8,567527.0,sub-STSWD1233
5951,1.0,0.46393,2,3,2,1,1,1,1,True,sub-STSWD1233,569959,8,569959.0,sub-STSWD1233
5952,0.0,0.70986,4,3,1,1,1,1,1,True,sub-STSWD1233,572391,8,572391.0,sub-STSWD1233
5953,1.0,0.5438,3,3,2,1,1,1,1,True,sub-STSWD1233,574823,8,574823.0,sub-STSWD1233
5954,0.0,0.73068,4,2,1,1,1,1,1,True,sub-STSWD1233,579303,8,579303.0,sub-STSWD1233
5955,1.0,0.4446,3,2,2,1,1,1,1,True,sub-STSWD1233,581735,8,581735.0,sub-STSWD1233
5956,1.0,0.58455,3,2,2,1,1,1,1,True,sub-STSWD1233,584167,8,584167.0,sub-STSWD1233
5957,1.0,0.4854,4,2,1,1,1,1,1,True,sub-STSWD1233,586599,8,586599.0,sub-STSWD1233
