,probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,subj_id
1674,1.0,0.44997,1,2,2,1,1,1,1,True,sub-STSWD1132,565033,8,565033.0,sub-STSWD1132
1675,1.0,0.56795,1,2,2,1,1,1,1,True,sub-STSWD1132,567465,8,567465.0,sub-STSWD1132
1676,1.0,0.70787,3,2,1,1,1,1,1,True,sub-STSWD1132,569897,8,569897.0,sub-STSWD1132
1677,1.0,0.84077,1,2,1,1,1,1,1,True,sub-STSWD1132,572329,8,572329.0,sub-STSWD1132
1678,0.0,0.54964,3,2,2,1,1,1,1,True,sub-STSWD1132,574761,8,574761.0,sub-STSWD1132
1679,1.0,0.31565,3,2,1,1,1,1,1,True,sub-STSWD1132,577193,8,577193.0,sub-STSWD1132
1680,1.0,0.81257,3,2,1,1,1,1,1,True,sub-STSWD1132,579624,8,579624.0,sub-STSWD1132
1681,1.0,0.33551,1,2,1,1,1,1,1,True,sub-STSWD1132,582057,8,582057.0,sub-STSWD1132
1682,1.0,0.98832,3,3,2,1,1,1,1,True,sub-STSWD1132,614077,8,614077.0,sub-STSWD1132
1683,1.0,0.67227,1,3,2,1,1,1,1,True,sub-STSWD1132,616509,8,616509.0,sub-STSWD1132
1684,1.0,0.82119,3,3,1,1,1,1,1,True,sub-STSWD1132,618941,8,618941.0,sub-STSWD1132
1685,1.0,0.95212,1,3,2,1,1,1,1,True,sub-STSWD1132,621373,8,621373.0,sub-STSWD1132
1686,0.0,1.3411,4,3,1,1,1,1,1,True,sub-STSWD1132,623805,8,623805.0,sub-STSWD1132
1687,1.0,0.86794,4,3,2,1,1,1,1,True,sub-STSWD1132,628669,8,628669.0,sub-STSWD1132
1688,1.0,0.70691,4,3,1,1,1,1,1,True,sub-STSWD1132,631101,8,631101.0,sub-STSWD1132
1689,1.0,1.4467,3,4,2,1,1,1,1,True,sub-STSWD1132,635581,8,635581.0,sub-STSWD1132
1690,1.0,1.0017,3,4,2,1,1,1,1,True,sub-STSWD1132,638013,8,638013.0,sub-STSWD1132
1691,1.0,0.67366,2,4,2,1,1,1,1,True,sub-STSWD1132,640445,8,640445.0,sub-STSWD1132
1692,1.0,0.92156,1,4,1,1,1,1,1,True,sub-STSWD1132,642877,8,642877.0,sub-STSWD1132
1693,1.0,0.83149,2,4,1,1,1,1,1,True,sub-STSWD1132,645309,8,645309.0,sub-STSWD1132
1694,1.0,0.78235,1,4,1,1,1,1,1,True,sub-STSWD1132,647741,8,647741.0,sub-STSWD1132
1695,1.0,0.73137,1,4,1,1,1,1,1,True,sub-STSWD1132,650173,8,650173.0,sub-STSWD1132
1696,1.0,1.2063,4,4,1,1,1,1,1,True,sub-STSWD1132,652605,8,652605.0,sub-STSWD1132
1697,1.0,0.50717,3,1,2,1,1,1,1,True,sub-STSWD1132,657085,8,657085.0,sub-STSWD1132
1698,0.0,0.36512,3,1,2,1,1,1,1,True,sub-STSWD1132,659517,8,659517.0,sub-STSWD1132
1699,1.0,0.46206,3,1,1,1,1,1,1,True,sub-STSWD1132,661949,8,661949.0,sub-STSWD1132
1700,1.0,0.34694,3,1,1,1,1,1,1,True,sub-STSWD1132,664381,8,664381.0,sub-STSWD1132
1701,1.0,0.33798,3,1,2,1,1,1,1,True,sub-STSWD1132,666813,8,666813.0,sub-STSWD1132
1702,1.0,0.50786,3,1,1,1,1,1,1,True,sub-STSWD1132,669245,8,669245.0,sub-STSWD1132
1703,1.0,0.96971,3,1,2,1,1,1,1,True,sub-STSWD1132,671677,8,671677.0,sub-STSWD1132
1704,1.0,0.30974,3,1,1,1,1,1,1,True,sub-STSWD1132,674109,8,674109.0,sub-STSWD1132
1705,1.0,0.83661,1,2,2,1,1,1,1,True,sub-STSWD1132,678589,8,678589.0,sub-STSWD1132
1706,1.0,1.0725,1,2,2,1,1,1,1,True,sub-STSWD1132,681021,8,681021.0,sub-STSWD1132
1707,1.0,0.58349,4,2,2,1,1,1,1,True,sub-STSWD1132,683453,8,683453.0,sub-STSWD1132
1708,1.0,0.82443,4,2,1,1,1,1,1,True,sub-STSWD1132,685885,8,685885.0,sub-STSWD1132
1709,1.0,0.86236,4,2,1,1,1,1,1,True,sub-STSWD1132,688317,8,688317.0,sub-STSWD1132
1710,1.0,0.4953,1,2,1,1,1,1,1,True,sub-STSWD1132,690749,8,690749.0,sub-STSWD1132
1711,0.0,0.64327,4,2,2,1,1,1,1,True,sub-STSWD1132,693181,8,693181.0,sub-STSWD1132
1712,1.0,0.63517,1,2,1,1,1,1,1,True,sub-STSWD1132,695613,8,695613.0,sub-STSWD1132
1713,1.0,0.37597,4,1,1,1,1,1,1,True,sub-STSWD1132,700093,8,700093.0,sub-STSWD1132
1714,1.0,0.5969,4,1,2,1,1,1,1,True,sub-STSWD1132,702525,8,702525.0,sub-STSWD1132
1715,1.0,0.35292,4,1,2,1,1,1,1,True,sub-STSWD1132,704957,8,704957.0,sub-STSWD1132
1716,1.0,0.32286,4,1,2,1,1,1,1,True,sub-STSWD1132,707389,8,707389.0,sub-STSWD1132
1717,0.0,0.27073,4,1,2,1,1,1,1,True,sub-STSWD1132,709821,8,709821.0,sub-STSWD1132
1718,1.0,0.33273,4,1,2,1,1,1,1,True,sub-STSWD1132,712252,8,712252.0,sub-STSWD1132
1719,1.0,0.68167,4,1,1,1,1,1,1,True,sub-STSWD1132,714685,8,714685.0,sub-STSWD1132
1720,1.0,0.29052,4,1,1,1,1,1,1,True,sub-STSWD1132,717116,8,717116.0,sub-STSWD1132
1721,0.0,1.2255,4,3,2,1,1,1,1,True,sub-STSWD1132,721597,8,721597.0,sub-STSWD1132
1722,1.0,1.1024,4,3,2,1,1,1,1,True,sub-STSWD1132,724028,8,724028.0,sub-STSWD1132
1723,1.0,0.85234,2,3,1,1,1,1,1,True,sub-STSWD1132,726460,8,726460.0,sub-STSWD1132
1724,1.0,0.76128,4,3,1,1,1,1,1,True,sub-STSWD1132,728893,8,728893.0,sub-STSWD1132
1725,1.0,0.67655,2,3,2,1,1,1,1,True,sub-STSWD1132,731325,8,731325.0,sub-STSWD1132
1726,1.0,0.52949,1,3,2,1,1,1,1,True,sub-STSWD1132,733757,8,733757.0,sub-STSWD1132
1727,1.0,0.94642,1,3,1,1,1,1,1,True,sub-STSWD1132,736189,8,736189.0,sub-STSWD1132
1728,1.0,0.99436,1,3,1,1,1,1,1,True,sub-STSWD1132,738620,8,738620.0,sub-STSWD1132
1729,1.0,0.65325,2,4,1,1,1,1,1,True,sub-STSWD1132,743100,8,743100.0,sub-STSWD1132
1730,1.0,0.71918,2,4,1,1,1,1,1,True,sub-STSWD1132,745532,8,745532.0,sub-STSWD1132
1731,0.0,0.62812,3,4,2,1,1,1,1,True,sub-STSWD1132,747964,8,747964.0,sub-STSWD1132
1732,0.0,1.2067,3,4,1,1,1,1,1,True,sub-STSWD1132,750396,8,750396.0,sub-STSWD1132
1733,1.0,0.76299,1,4,1,1,1,1,1,True,sub-STSWD1132,752828,8,752828.0,sub-STSWD1132
1734,1.0,1.2609,4,4,1,1,1,1,1,True,sub-STSWD1132,755260,8,755260.0,sub-STSWD1132
1735,0.0,1.2628,4,4,1,1,1,1,1,True,sub-STSWD1132,757692,8,757692.0,sub-STSWD1132
1736,0.0,1.3435,4,4,1,1,1,1,1,True,sub-STSWD1132,760124,8,760124.0,sub-STSWD1132
1737,1.0,0.42273,2,2,2,1,1,1,1,True,sub-STSWD1132,764604,8,764604.0,sub-STSWD1132
1738,1.0,0.61254,4,2,2,1,1,1,1,True,sub-STSWD1132,767036,8,767036.0,sub-STSWD1132
1739,0.0,0.87355,4,2,2,1,1,1,1,True,sub-STSWD1132,769468,8,769468.0,sub-STSWD1132
1740,1.0,0.6234,2,2,2,1,1,1,1,True,sub-STSWD1132,771900,8,771900.0,sub-STSWD1132
1741,1.0,0.47041,2,2,2,1,1,1,1,True,sub-STSWD1132,774332,8,774332.0,sub-STSWD1132
1742,1.0,0.68135,4,2,1,1,1,1,1,True,sub-STSWD1132,776764,8,776764.0,sub-STSWD1132
1743,1.0,0.83922,4,2,1,1,1,1,1,True,sub-STSWD1132,779196,8,779196.0,sub-STSWD1132
1744,1.0,0.9292,2,2,2,1,1,1,1,True,sub-STSWD1132,781628,8,781628.0,sub-STSWD1132
1745,1.0,1.354,4,4,2,1,1,1,1,True,sub-STSWD1135,23221,8,23221.0,sub-STSWD1135
1746,0.0,1.2439,4,4,2,1,1,1,1,True,sub-STSWD1135,25652,8,25652.0,sub-STSWD1135
1747,0.0,0.93893,2,4,2,1,1,1,1,True,sub-STSWD1135,28084,8,28084.0,sub-STSWD1135
1748,1.0,0.65182,2,4,1,1,1,1,1,True,sub-STSWD1135,30516,8,30516.0,sub-STSWD1135
1749,0.0,0.82374,2,4,1,1,1,1,1,True,sub-STSWD1135,32948,8,32948.0,sub-STSWD1135
1750,0.0,0.75565,3,4,2,1,1,1,1,True,sub-STSWD1135,35380,8,35380.0,sub-STSWD1135
1751,1.0,1.0756,1,4,2,1,1,1,1,True,sub-STSWD1135,37812,8,37812.0,sub-STSWD1135
1752,1.0,0.99854,1,4,2,1,1,1,1,True,sub-STSWD1135,40244,8,40244.0,sub-STSWD1135
1753,1.0,0.63543,1,1,1,1,1,1,1,True,sub-STSWD1135,44724,8,44724.0,sub-STSWD1135
1754,1.0,0.55137,1,1,2,1,1,1,1,True,sub-STSWD1135,47156,8,47156.0,sub-STSWD1135
1755,1.0,0.44031,1,1,2,1,1,1,1,True,sub-STSWD1135,49588,8,49588.0,sub-STSWD1135
1756,1.0,0.47033,1,1,2,1,1,1,1,True,sub-STSWD1135,52020,8,52020.0,sub-STSWD1135
1757,1.0,0.30317,1,1,1,1,1,1,1,True,sub-STSWD1135,54452,8,54452.0,sub-STSWD1135
1758,1.0,0.53811,1,1,1,1,1,1,1,True,sub-STSWD1135,56884,8,56884.0,sub-STSWD1135
1759,1.0,0.32404,1,1,2,1,1,1,1,True,sub-STSWD1135,59316,8,59316.0,sub-STSWD1135
1760,1.0,0.36398,1,1,1,1,1,1,1,True,sub-STSWD1135,61748,8,61748.0,sub-STSWD1135
1761,1.0,0.96385,1,3,2,1,1,1,1,True,sub-STSWD1135,66228,8,66228.0,sub-STSWD1135
1762,1.0,0.95177,1,3,1,1,1,1,1,True,sub-STSWD1135,68660,8,68660.0,sub-STSWD1135
1763,1.0,1.1427,4,3,2,1,1,1,1,True,sub-STSWD1135,71092,8,71092.0,sub-STSWD1135
1764,0.0,0.94967,2,3,1,1,1,1,1,True,sub-STSWD1135,73524,8,73524.0,sub-STSWD1135
1765,1.0,0.8116,1,3,1,1,1,1,1,True,sub-STSWD1135,75956,8,75956.0,sub-STSWD1135
1766,1.0,0.95153,1,3,1,1,1,1,1,True,sub-STSWD1135,78388,8,78388.0,sub-STSWD1135
1767,1.0,0.50747,1,3,2,1,1,1,1,True,sub-STSWD1135,80820,8,80820.0,sub-STSWD1135
1768,1.0,0.76942,2,3,1,1,1,1,1,True,sub-STSWD1135,83252,8,83252.0,sub-STSWD1135
1769,1.0,0.57437,2,2,2,1,1,1,1,True,sub-STSWD1135,87732,8,87732.0,sub-STSWD1135
1770,0.0,0.34312,4,2,1,1,1,1,1,True,sub-STSWD1135,90164,8,90164.0,sub-STSWD1135
1771,1.0,0.84815,4,2,1,1,1,1,1,True,sub-STSWD1135,92596,8,92596.0,sub-STSWD1135
1772,1.0,0.57109,4,2,2,1,1,1,1,True,sub-STSWD1135,95028,8,95028.0,sub-STSWD1135
1773,1.0,0.67011,2,2,1,1,1,1,1,True,sub-STSWD1135,97460,8,97460.0,sub-STSWD1135
1774,1.0,0.6417,4,2,2,1,1,1,1,True,sub-STSWD1135,99892,8,99892.0,sub-STSWD1135
1775,1.0,0.8699,2,2,2,1,1,1,1,True,sub-STSWD1135,102323,8,102323.0,sub-STSWD1135
1776,1.0,0.50083,2,2,1,1,1,1,1,True,sub-STSWD1135,104756,8,104756.0,sub-STSWD1135
1777,1.0,0.30272,4,1,2,1,1,1,1,True,sub-STSWD1135,109236,8,109236.0,sub-STSWD1135
1778,0.0,0.53565,4,1,1,1,1,1,1,True,sub-STSWD1135,111667,8,111667.0,sub-STSWD1135
1779,1.0,0.55647,4,1,2,1,1,1,1,True,sub-STSWD1135,114099,8,114099.0,sub-STSWD1135
1780,1.0,0.35061,4,1,1,1,1,1,1,True,sub-STSWD1135,116531,8,116531.0,sub-STSWD1135
1781,1.0,0.36627,4,1,1,1,1,1,1,True,sub-STSWD1135,118963,8,118963.0,sub-STSWD1135
1782,1.0,0.55929,4,1,1,1,1,1,1,True,sub-STSWD1135,121395,8,121395.0,sub-STSWD1135
1783,0.0,0.34727,4,1,2,1,1,1,1,True,sub-STSWD1135,123827,8,123827.0,sub-STSWD1135
1784,1.0,0.51632,4,1,1,1,1,1,1,True,sub-STSWD1135,126259,8,126259.0,sub-STSWD1135
1785,1.0,0.99911,3,3,1,1,1,1,1,True,sub-STSWD1135,130739,8,130739.0,sub-STSWD1135
1786,1.0,1.2151,3,3,2,1,1,1,1,True,sub-STSWD1135,133171,8,133171.0,sub-STSWD1135
1787,0.0,1.3441,2,3,1,1,1,1,1,True,sub-STSWD1135,135603,8,135603.0,sub-STSWD1135
1788,0.0,1.1749,4,3,1,1,1,1,1,True,sub-STSWD1135,138035,8,138035.0,sub-STSWD1135
1789,1.0,0.85988,4,3,2,1,1,1,1,True,sub-STSWD1135,140467,8,140467.0,sub-STSWD1135
1790,1.0,0.87051,3,3,2,1,1,1,1,True,sub-STSWD1135,142899,8,142899.0,sub-STSWD1135
1791,1.0,0.86274,3,3,1,1,1,1,1,True,sub-STSWD1135,145331,8,145331.0,sub-STSWD1135
1792,1.0,0.67569,3,3,1,1,1,1,1,True,sub-STSWD1135,147763,8,147763.0,sub-STSWD1135
1793,1.0,0.86742,3,4,2,1,1,1,1,True,sub-STSWD1135,152243,8,152243.0,sub-STSWD1135
1794,1.0,0.84949,3,4,1,1,1,1,1,True,sub-STSWD1135,154675,8,154675.0,sub-STSWD1135
1795,1.0,0.85743,3,4,2,1,1,1,1,True,sub-STSWD1135,157107,8,157107.0,sub-STSWD1135
1796,0.0,1.4043,4,4,2,1,1,1,1,True,sub-STSWD1135,159539,8,159539.0,sub-STSWD1135
1797,1.0,0.84639,1,4,2,1,1,1,1,True,sub-STSWD1135,161971,8,161971.0,sub-STSWD1135
1798,1.0,1.3422,2,4,1,1,1,1,1,True,sub-STSWD1135,164403,8,164403.0,sub-STSWD1135
1799,0.0,0.95219,4,4,1,1,1,1,1,True,sub-STSWD1135,166835,8,166835.0,sub-STSWD1135
1800,1.0,0.86011,1,4,1,1,1,1,1,True,sub-STSWD1135,169267,8,169267.0,sub-STSWD1135
1801,1.0,0.58318,3,2,1,1,1,1,1,True,sub-STSWD1135,173747,8,173747.0,sub-STSWD1135
1802,1.0,1.1439,4,2,2,1,1,1,1,True,sub-STSWD1135,176179,8,176179.0,sub-STSWD1135
1803,1.0,1.2569,3,2,1,1,1,1,1,True,sub-STSWD1135,178611,8,178611.0,sub-STSWD1135
1804,1.0,0.68481,3,2,2,1,1,1,1,True,sub-STSWD1135,181043,8,181043.0,sub-STSWD1135
1805,1.0,0.52174,4,2,2,1,1,1,1,True,sub-STSWD1135,183475,8,183475.0,sub-STSWD1135
1806,1.0,0.60667,3,2,1,1,1,1,1,True,sub-STSWD1135,185907,8,185907.0,sub-STSWD1135
1807,1.0,0.62453,3,2,2,1,1,1,1,True,sub-STSWD1135,188338,8,188338.0,sub-STSWD1135
1808,1.0,0.64555,4,2,2,1,1,1,1,True,sub-STSWD1135,190770,8,190770.0,sub-STSWD1135
1809,0.0,1.1007,4,3,1,1,1,1,1,True,sub-STSWD1135,222245,8,222245.0,sub-STSWD1135
1810,0.0,1.1866,4,3,2,1,1,1,1,True,sub-STSWD1135,224677,8,224677.0,sub-STSWD1135
1811,1.0,0.77858,3,3,2,1,1,1,1,True,sub-STSWD1135,227109,8,227109.0,sub-STSWD1135
1812,1.0,0.88647,3,3,1,1,1,1,1,True,sub-STSWD1135,229541,8,229541.0,sub-STSWD1135
1813,1.0,0.77644,1,3,1,1,1,1,1,True,sub-STSWD1135,231973,8,231973.0,sub-STSWD1135
1814,1.0,0.57625,4,3,1,1,1,1,1,True,sub-STSWD1135,234405,8,234405.0,sub-STSWD1135
1815,1.0,1.1213,4,3,2,1,1,1,1,True,sub-STSWD1135,236837,8,236837.0,sub-STSWD1135
1816,0.0,0.84111,4,4,1,1,1,1,1,True,sub-STSWD1135,241317,8,241317.0,sub-STSWD1135
1817,1.0,0.58604,3,4,2,1,1,1,1,True,sub-STSWD1135,246181,8,246181.0,sub-STSWD1135
1818,1.0,0.68197,3,4,2,1,1,1,1,True,sub-STSWD1135,248613,8,248613.0,sub-STSWD1135
1819,1.0,0.89404,1,4,1,1,1,1,1,True,sub-STSWD1135,251045,8,251045.0,sub-STSWD1135
1820,1.0,0.88688,1,4,1,1,1,1,1,True,sub-STSWD1135,253477,8,253477.0,sub-STSWD1135
1821,1.0,0.57374,2,4,2,1,1,1,1,True,sub-STSWD1135,255909,8,255909.0,sub-STSWD1135
1822,1.0,0.4727,2,4,1,1,1,1,1,True,sub-STSWD1135,258341,8,258341.0,sub-STSWD1135
1823,1.0,0.48962,4,1,2,1,1,1,1,True,sub-STSWD1135,262821,8,262821.0,sub-STSWD1135
1824,1.0,0.42656,4,1,1,1,1,1,1,True,sub-STSWD1135,265253,8,265253.0,sub-STSWD1135
1825,1.0,0.56334,4,1,2,1,1,1,1,True,sub-STSWD1135,267685,8,267685.0,sub-STSWD1135
1826,1.0,0.3564,4,1,1,1,1,1,1,True,sub-STSWD1135,270117,8,270117.0,sub-STSWD1135
1827,1.0,0.45929,4,1,1,1,1,1,1,True,sub-STSWD1135,272549,8,272549.0,sub-STSWD1135
1828,1.0,0.36528,4,1,2,1,1,1,1,True,sub-STSWD1135,274981,8,274981.0,sub-STSWD1135
1829,1.0,0.42533,4,1,2,1,1,1,1,True,sub-STSWD1135,277413,8,277413.0,sub-STSWD1135
1830,1.0,0.35318,4,1,2,1,1,1,1,True,sub-STSWD1135,279845,8,279845.0,sub-STSWD1135
1831,1.0,0.42901,1,2,2,1,1,1,1,True,sub-STSWD1135,284325,8,284325.0,sub-STSWD1135
1832,1.0,0.632,2,2,2,1,1,1,1,True,sub-STSWD1135,286756,8,286756.0,sub-STSWD1135
1833,1.0,0.54488,2,2,1,1,1,1,1,True,sub-STSWD1135,289188,8,289188.0,sub-STSWD1135
1834,1.0,0.86783,1,2,1,1,1,1,1,True,sub-STSWD1135,291620,8,291620.0,sub-STSWD1135
1835,1.0,0.54271,1,2,1,1,1,1,1,True,sub-STSWD1135,294053,8,294053.0,sub-STSWD1135
1836,1.0,0.99483,2,2,1,1,1,1,1,True,sub-STSWD1135,296484,8,296484.0,sub-STSWD1135
1837,1.0,0.56367,2,2,1,1,1,1,1,True,sub-STSWD1135,298916,8,298916.0,sub-STSWD1135
1838,1.0,0.50063,1,2,1,1,1,1,1,True,sub-STSWD1135,301348,8,301348.0,sub-STSWD1135
1839,1.0,0.51246,2,1,1,1,1,1,1,True,sub-STSWD1135,305828,8,305828.0,sub-STSWD1135
1840,1.0,0.39935,2,1,1,1,1,1,1,True,sub-STSWD1135,308260,8,308260.0,sub-STSWD1135
1841,1.0,0.43636,2,1,2,1,1,1,1,True,sub-STSWD1135,310692,8,310692.0,sub-STSWD1135
1842,1.0,0.34239,2,1,1,1,1,1,1,True,sub-STSWD1135,313124,8,313124.0,sub-STSWD1135
1843,0.0,0.34019,2,1,1,1,1,1,1,True,sub-STSWD1135,315556,8,315556.0,sub-STSWD1135
1844,1.0,0.28212,2,1,1,1,1,1,1,True,sub-STSWD1135,317988,8,317988.0,sub-STSWD1135
1845,1.0,0.42011,2,1,2,1,1,1,1,True,sub-STSWD1135,320420,8,320420.0,sub-STSWD1135
1846,0.0,0.41801,2,1,1,1,1,1,1,True,sub-STSWD1135,322852,8,322852.0,sub-STSWD1135
1847,0.0,1.1029,2,3,1,1,1,1,1,True,sub-STSWD1135,327332,8,327332.0,sub-STSWD1135
1848,1.0,0.93285,4,3,2,1,1,1,1,True,sub-STSWD1135,329764,8,329764.0,sub-STSWD1135
1849,1.0,0.90286,4,3,1,1,1,1,1,True,sub-STSWD1135,332196,8,332196.0,sub-STSWD1135
1850,1.0,0.61782,1,3,2,1,1,1,1,True,sub-STSWD1135,334628,8,334628.0,sub-STSWD1135
1851,1.0,0.79368,1,3,1,1,1,1,1,True,sub-STSWD1135,337060,8,337060.0,sub-STSWD1135
1852,1.0,0.81056,1,3,1,1,1,1,1,True,sub-STSWD1135,339492,8,339492.0,sub-STSWD1135
1853,1.0,0.62863,2,3,2,1,1,1,1,True,sub-STSWD1135,341924,8,341924.0,sub-STSWD1135
1854,1.0,0.62547,4,3,1,1,1,1,1,True,sub-STSWD1135,344356,8,344356.0,sub-STSWD1135
1855,1.0,0.39736,1,2,2,1,1,1,1,True,sub-STSWD1135,348836,8,348836.0,sub-STSWD1135
1856,1.0,0.51838,1,2,1,1,1,1,1,True,sub-STSWD1135,351268,8,351268.0,sub-STSWD1135
1857,1.0,0.53724,2,2,2,1,1,1,1,True,sub-STSWD1135,353700,8,353700.0,sub-STSWD1135
1858,0.0,0.50916,2,2,2,1,1,1,1,True,sub-STSWD1135,356132,8,356132.0,sub-STSWD1135
1859,1.0,0.5081,1,2,1,1,1,1,1,True,sub-STSWD1135,358564,8,358564.0,sub-STSWD1135
1860,1.0,0.81603,2,2,2,1,1,1,1,True,sub-STSWD1135,360996,8,360996.0,sub-STSWD1135
1861,1.0,0.81297,2,2,1,1,1,1,1,True,sub-STSWD1135,363428,8,363428.0,sub-STSWD1135
1862,1.0,0.5299,1,2,2,1,1,1,1,True,sub-STSWD1135,365860,8,365860.0,sub-STSWD1135
1863,1.0,0.65586,1,4,2,1,1,1,1,True,sub-STSWD1135,370340,8,370340.0,sub-STSWD1135
1864,1.0,0.70971,4,4,1,1,1,1,1,True,sub-STSWD1135,372772,8,372772.0,sub-STSWD1135
1865,0.0,0.72561,4,4,1,1,1,1,1,True,sub-STSWD1135,375204,8,375204.0,sub-STSWD1135
1866,1.0,1.1545,2,4,1,1,1,1,1,True,sub-STSWD1135,377636,8,377636.0,sub-STSWD1135
1867,0.0,0.52253,2,4,2,1,1,1,1,True,sub-STSWD1135,380068,8,380068.0,sub-STSWD1135
1868,1.0,0.65946,1,4,1,1,1,1,1,True,sub-STSWD1135,382500,8,382500.0,sub-STSWD1135
1869,0.0,0.8074,4,4,1,1,1,1,1,True,sub-STSWD1135,384931,8,384931.0,sub-STSWD1135
1870,0.0,0.83238,3,4,1,1,1,1,1,True,sub-STSWD1135,387364,8,387364.0,sub-STSWD1135
1871,1.0,0.68694,1,3,2,1,1,1,1,True,sub-STSWD1135,416154,8,416154.0,sub-STSWD1135
1872,1.0,0.80084,2,3,1,1,1,1,1,True,sub-STSWD1135,418587,8,418587.0,sub-STSWD1135
1873,1.0,0.55173,2,3,2,1,1,1,1,True,sub-STSWD1135,421019,8,421019.0,sub-STSWD1135
1874,1.0,0.83566,2,3,2,1,1,1,1,True,sub-STSWD1135,423451,8,423451.0,sub-STSWD1135
1875,1.0,0.99159,3,3,2,1,1,1,1,True,sub-STSWD1135,425882,8,425882.0,sub-STSWD1135
1876,1.0,0.74458,2,3,2,1,1,1,1,True,sub-STSWD1135,428315,8,428315.0,sub-STSWD1135
1877,1.0,0.54047,1,3,2,1,1,1,1,True,sub-STSWD1135,430747,8,430747.0,sub-STSWD1135
1878,0.0,0.87941,3,3,1,1,1,1,1,True,sub-STSWD1135,433178,8,433178.0,sub-STSWD1135
1879,1.0,0.47043,1,2,2,1,1,1,1,True,sub-STSWD1135,437658,8,437658.0,sub-STSWD1135
1880,1.0,0.45828,4,2,1,1,1,1,1,True,sub-STSWD1135,440090,8,440090.0,sub-STSWD1135
1881,0.0,0.5142,4,2,1,1,1,1,1,True,sub-STSWD1135,442522,8,442522.0,sub-STSWD1135
1882,1.0,0.46215,1,2,2,1,1,1,1,True,sub-STSWD1135,444954,8,444954.0,sub-STSWD1135
1883,1.0,0.40603,4,2,2,1,1,1,1,True,sub-STSWD1135,447386,8,447386.0,sub-STSWD1135
1884,1.0,0.75005,4,2,1,1,1,1,1,True,sub-STSWD1135,449818,8,449818.0,sub-STSWD1135
1885,1.0,0.54095,1,2,2,1,1,1,1,True,sub-STSWD1135,452250,8,452250.0,sub-STSWD1135
1886,1.0,0.42332,1,2,2,1,1,1,1,True,sub-STSWD1135,454682,8,454682.0,sub-STSWD1135
1887,1.0,0.67383,1,4,1,1,1,1,1,True,sub-STSWD1135,459162,8,459162.0,sub-STSWD1135
1888,1.0,0.4047,2,4,1,1,1,1,1,True,sub-STSWD1135,461594,8,461594.0,sub-STSWD1135
1889,0.0,0.46063,2,4,2,1,1,1,1,True,sub-STSWD1135,464026,8,464026.0,sub-STSWD1135
1890,1.0,0.92956,3,4,2,1,1,1,1,True,sub-STSWD1135,466458,8,466458.0,sub-STSWD1135
1891,1.0,1.0645,3,4,2,1,1,1,1,True,sub-STSWD1135,468890,8,468890.0,sub-STSWD1135
1892,1.0,0.91044,3,4,1,1,1,1,1,True,sub-STSWD1135,471322,8,471322.0,sub-STSWD1135
1893,1.0,0.51737,4,4,2,1,1,1,1,True,sub-STSWD1135,473754,8,473754.0,sub-STSWD1135
1894,1.0,0.8583,4,4,2,1,1,1,1,True,sub-STSWD1135,476186,8,476186.0,sub-STSWD1135
1895,1.0,0.51917,3,1,2,1,1,1,1,True,sub-STSWD1135,480666,8,480666.0,sub-STSWD1135
1896,1.0,0.34813,3,1,2,1,1,1,1,True,sub-STSWD1135,483098,8,483098.0,sub-STSWD1135
1897,1.0,0.26607,3,1,1,1,1,1,1,True,sub-STSWD1135,485530,8,485530.0,sub-STSWD1135
1898,1.0,0.522,3,1,1,1,1,1,1,True,sub-STSWD1135,487962,8,487962.0,sub-STSWD1135
1899,1.0,0.29494,3,1,1,1,1,1,1,True,sub-STSWD1135,490394,8,490394.0,sub-STSWD1135
1900,1.0,0.36097,3,1,2,1,1,1,1,True,sub-STSWD1135,492826,8,492826.0,sub-STSWD1135
1901,1.0,0.5298,3,1,2,1,1,1,1,True,sub-STSWD1135,495258,8,495258.0,sub-STSWD1135
1902,1.0,0.47074,3,1,1,1,1,1,1,True,sub-STSWD1135,497690,8,497690.0,sub-STSWD1135
1903,1.0,0.50662,4,4,2,1,1,1,1,True,sub-STSWD1135,502170,8,502170.0,sub-STSWD1135
1904,1.0,0.79552,1,4,1,1,1,1,1,True,sub-STSWD1135,504602,8,504602.0,sub-STSWD1135
1905,1.0,0.81737,2,4,1,1,1,1,1,True,sub-STSWD1135,507034,8,507034.0,sub-STSWD1135
1906,1.0,0.57242,2,4,2,1,1,1,1,True,sub-STSWD1135,509466,8,509466.0,sub-STSWD1135
1907,1.0,0.77243,4,4,2,1,1,1,1,True,sub-STSWD1135,511898,8,511898.0,sub-STSWD1135
1908,1.0,0.8363,1,4,2,1,1,1,1,True,sub-STSWD1135,514330,8,514330.0,sub-STSWD1135
1909,1.0,0.55124,1,4,1,1,1,1,1,True,sub-STSWD1135,516762,8,516762.0,sub-STSWD1135
1910,0.0,0.53813,3,4,1,1,1,1,1,True,sub-STSWD1135,519194,8,519194.0,sub-STSWD1135
1911,1.0,0.31005,1,1,2,1,1,1,1,True,sub-STSWD1135,523674,8,523674.0,sub-STSWD1135
1912,1.0,0.281,1,1,1,1,1,1,1,True,sub-STSWD1135,526106,8,526106.0,sub-STSWD1135
