probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
0.0,0.83761,3,4,2,1,1,1,1,True,sub-STSWD1151,776867,8,776867.0,-0.20731495124781213,-0.11138948637666768,0.07717148170536343,2nd,2nd,3rd,-0.3272130432673951,-0.36271580729857594,0.38766486784760373
1.0,0.9595,3,4,2,1,1,1,1,True,sub-STSWD1151,779299,8,779299.0,-0.32181554886871316,-0.5044948565148758,0.5800927265512686,2nd,2nd,3rd,-0.3272130432673951,-0.36271580729857594,0.38766486784760373
1.0,0.90744,3,4,2,1,1,1,1,True,sub-STSWD1151,781731,8,781731.0,1.5291309616884219,2.375667505161933,1.3441696330864987,4th,4th,4th,1.2597349256087602,1.2903432394648529,1.2490671079918199
1.0,0.73752,1,4,2,1,1,1,1,True,sub-STSWD1151,784163,8,784163.0,0.6964429197937105,-1.3404912191083644,0.15328018415717384,3rd,1st,3rd,0.3216214292816176,-1.1935747534921315,0.38766486784760373
1.0,0.73029,4,4,2,1,1,1,1,True,sub-STSWD1151,786595,8,786595.0,0.8478387243172614,-0.4366938694123736,-0.18595499557021922,4th,2nd,2nd,1.2597349256087602,-0.36271580729857594,-0.31792331318123024
1.0,0.73621,4,4,2,1,1,1,1,True,sub-STSWD1151,789027,8,789027.0,0.5687960511189406,-0.08439406776620441,0.03597822714591501,3rd,2nd,2nd,0.3216214292816176,-0.36271580729857594,-0.31792331318123024
0.0,0.6519,3,1,2,1,1,1,1,True,sub-STSWD1160,23890,8,23890.0,1.6502620669237928,1.4764864074557236,0.04381091215027815,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
0.0,0.66082,3,1,2,1,1,1,1,True,sub-STSWD1160,26321,8,26321.0,-1.325151124210747,2.5924823611364576,0.03727032857734223,1st,4th,3rd,-1.3130709839380073,1.2856213819280642,0.3009190531663116
1.0,0.62985,3,1,1,1,1,1,1,True,sub-STSWD1160,28753,8,28753.0,-0.7028308475161416,-1.100883892227948,-0.5808348829817087,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
0.0,0.7107,3,1,1,1,1,1,1,True,sub-STSWD1160,31185,8,31185.0,-0.34247673871527123,1.0309329761834898,-0.359450047879533,2nd,4th,2nd,-0.2359795983556823,1.2856213819280642,-0.3238346378507059
1.0,0.57363,3,1,1,1,1,1,1,True,sub-STSWD1160,33617,8,33617.0,0.789859797208113,0.147453136124846,0.5238414316635395,4th,3rd,3rd,1.2477351845242721,0.32412470361133333,0.3009190531663116
1.0,0.52353,3,1,1,1,1,1,1,True,sub-STSWD1160,36049,8,36049.0,0.20957590830108658,-0.26166614675976446,0.45292367887854645,3rd,2nd,3rd,0.32249396202648206,-0.32177125557296243,0.3009190531663116
1.0,0.89151,3,1,2,1,1,1,1,True,sub-STSWD1160,38481,8,38481.0,0.12865480866637502,-1.1902563131425037,0.2910666572419676,3rd,1st,3rd,0.32249396202648206,-1.2879362488510524,0.3009190531663116
1.0,0.55944,3,1,2,1,1,1,1,True,sub-STSWD1160,40913,8,40913.0,0.5813390907084954,0.782910636512117,1.3648139106017958,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
1.0,1.6543,4,3,2,1,1,1,1,True,sub-STSWD1160,45393,8,45393.0,,,,,,,,,
1.0,1.5015,4,3,2,1,1,1,1,True,sub-STSWD1160,47825,8,47825.0,-0.9596877068293334,,0.498751959058598,1st,,3rd,-1.3130709839380073,,0.3009190531663116
1.0,1.6701,1,3,2,1,1,1,1,True,sub-STSWD1160,50257,8,50257.0,,,,,,,,,
,,1,3,1,1,1,1,1,True,sub-STSWD1160,52689,8,,,,,,,,,,
1.0,0.94106,2,3,2,1,1,1,1,True,sub-STSWD1160,55121,8,55121.0,1.0214760698581233,-0.3083562883303408,-0.35199886041124245,4th,2nd,2nd,1.2477351845242721,-0.32177125557296243,-0.3238346378507059
1.0,1.0322,1,3,2,1,1,1,1,True,sub-STSWD1160,57553,8,57553.0,-1.1295198603555645,-0.26723948076076637,0.19984776022870598,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
1.0,1.3369,1,3,1,1,1,1,1,True,sub-STSWD1160,59985,8,59985.0,-0.33521446792494763,-1.01637310267334,-0.288927340649286,2nd,1st,2nd,-0.2359795983556823,-1.2879362488510524,-0.3238346378507059
1.0,0.98888,1,3,1,1,1,1,1,True,sub-STSWD1160,62417,8,62417.0,0.43253362256310424,-1.4944143886894385,-0.6916420834397988,3rd,1st,1st,0.32249396202648206,-1.2879362488510524,-1.223957159664282
1.0,0.64677,2,2,1,1,1,1,1,True,sub-STSWD1160,66897,8,66897.0,-0.7794092795663273,-0.9308515267999375,-1.2678082693306383,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
1.0,1.2657,4,2,2,1,1,1,1,True,sub-STSWD1160,69329,8,69329.0,-1.9098226849302775,-2.417264420838321,0.3450801735878393,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
1.0,0.96363,4,2,2,1,1,1,1,True,sub-STSWD1160,71761,8,71761.0,1.2603626690695686,-0.9587198858933181,-1.1945066832782298,4th,1st,1st,1.2477351845242721,-1.2879362488510524,-1.223957159664282
1.0,1.2775,4,2,1,1,1,1,1,True,sub-STSWD1160,74192,8,74192.0,0.3320651047196029,-1.3459977148826237,0.44199677461155823,3rd,1st,3rd,0.32249396202648206,-1.2879362488510524,0.3009190531663116
1.0,0.8145,2,2,1,1,1,1,1,True,sub-STSWD1160,76624,8,76624.0,1.725864602378368,0.736195579339864,0.3901617440902933,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
1.0,0.89543,2,2,1,1,1,1,1,True,sub-STSWD1160,79056,8,79056.0,-0.10175759306309813,-1.6838107937442623,0.7571374885350268,2nd,1st,4th,-0.2359795983556823,-1.2879362488510524,1.2666139888593904
1.0,1.4073,4,2,1,1,1,1,1,True,sub-STSWD1160,81488,8,81488.0,-0.8439470164268208,-0.5229542445067424,-0.43237552537425367,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
1.0,0.69231,2,2,2,1,1,1,1,True,sub-STSWD1160,83920,8,83920.0,1.943650784774333,-0.5185776301138052,0.276925747729335,4th,2nd,3rd,1.2477351845242721,-0.32177125557296243,0.3009190531663116
1.0,1.1562,4,4,2,1,1,1,1,True,sub-STSWD1160,88400,8,88400.0,0.786789427122649,0.8646671824113148,-0.5347691905544469,4th,4th,2nd,1.2477351845242721,1.2856213819280642,-0.3238346378507059
1.0,1.1231,4,4,2,1,1,1,1,True,sub-STSWD1160,90832,8,90832.0,0.10091159163742056,-1.3125361917687646,-0.856985658619449,3rd,1st,1st,0.32249396202648206,-1.2879362488510524,-1.223957159664282
0.0,1.5141,1,4,1,1,1,1,1,True,sub-STSWD1160,93264,8,93264.0,0.15057221455700798,,-0.6430715070107703,3rd,,2nd,0.32249396202648206,,-0.3238346378507059
0.0,1.414,1,4,2,1,1,1,1,True,sub-STSWD1160,95696,8,95696.0,0.7285301808919346,-0.5188918540462981,-0.013095069785364084,4th,2nd,2nd,1.2477351845242721,-0.32177125557296243,-0.3238346378507059
1.0,1.1239,2,4,2,1,1,1,1,True,sub-STSWD1160,98128,8,98128.0,0.6528583706342688,1.1362830284533079,-0.8308995469900753,4th,4th,1st,1.2477351845242721,1.2856213819280642,-1.223957159664282
1.0,0.69997,3,4,1,1,1,1,1,True,sub-STSWD1160,100560,8,100560.0,0.059215343928997216,2.259340359238349,0.7137983107474708,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
1.0,0.5968,2,4,2,1,1,1,1,True,sub-STSWD1160,102992,8,102992.0,-0.21347078084235263,1.24269711126302,1.2077228177867174,2nd,4th,4th,-0.2359795983556823,1.2856213819280642,1.2666139888593904
1.0,1.2848,1,4,1,1,1,1,1,True,sub-STSWD1160,105424,8,105424.0,0.7813704398863622,-1.22455188912346,0.23534636587236968,4th,1st,3rd,1.2477351845242721,-1.2879362488510524,0.3009190531663116
1.0,0.62762,3,2,1,1,1,1,1,True,sub-STSWD1160,109904,8,109904.0,-0.12926972341128307,0.038390509921901864,-2.1559116369716214,2nd,3rd,1st,-0.2359795983556823,0.32412470361133333,-1.223957159664282
1.0,1.1746,3,2,2,1,1,1,1,True,sub-STSWD1160,112336,8,112336.0,-1.0058421540145281,0.16917329890840618,-0.17946050556851897,1st,3rd,2nd,-1.3130709839380073,0.32412470361133333,-0.3238346378507059
1.0,0.80449,3,2,1,1,1,1,1,True,sub-STSWD1160,114768,8,114768.0,-0.6296767091499474,-0.4418017225722159,-0.5926835015686094,2nd,2nd,2nd,-0.2359795983556823,-0.32177125557296243,-0.3238346378507059
0.0,0.78144,4,2,1,1,1,1,1,True,sub-STSWD1160,117200,8,117200.0,-0.11412999563603424,1.1206511877760261,-1.1230831324125985,2nd,4th,1st,-0.2359795983556823,1.2856213819280642,-1.223957159664282
1.0,1.1184,4,2,2,1,1,1,1,True,sub-STSWD1160,119632,8,119632.0,0.18051931168826937,-0.5918953388323843,-0.9857231480323082,3rd,2nd,1st,0.32249396202648206,-0.32177125557296243,-1.223957159664282
1.0,1.08,4,2,2,1,1,1,1,True,sub-STSWD1160,122064,8,122064.0,-1.097410123623745,-1.7356192608240755,0.7613755025546175,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,0.62723,3,2,1,1,1,1,1,True,sub-STSWD1160,124496,8,124496.0,1.364976529073776,-0.6625595517506291,-2.4650622425581097,4th,2nd,1st,1.2477351845242721,-0.32177125557296243,-1.223957159664282
0.0,0.99115,4,2,1,1,1,1,1,True,sub-STSWD1160,126928,8,126928.0,-0.44453222463334396,0.13280627016357824,0.5584277513793303,2nd,3rd,3rd,-0.2359795983556823,0.32412470361133333,0.3009190531663116
0.0,1.1531,3,4,2,1,1,1,1,True,sub-STSWD1160,131408,8,131408.0,-1.7663590912868632,-2.222904825913162,-0.8984907744242249,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
1.0,1.124,3,4,1,1,1,1,1,True,sub-STSWD1160,133840,8,133840.0,-0.20748322149457313,-0.8860688106947746,-1.0533205700584776,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
1.0,0.99592,3,4,1,1,1,1,1,True,sub-STSWD1160,136272,8,136272.0,0.103163515225215,0.09855781813610541,0.9707832769960821,3rd,3rd,4th,0.32249396202648206,0.32412470361133333,1.2666139888593904
0.0,1.3379,4,4,1,1,1,1,1,True,sub-STSWD1160,138704,8,138704.0,0.10337754220098466,-1.4768630119192494,-0.5866299195223703,3rd,1st,2nd,0.32249396202648206,-1.2879362488510524,-0.3238346378507059
0.0,0.84381,4,4,1,1,1,1,1,True,sub-STSWD1160,141136,8,141136.0,0.6249088985509912,1.7687511461849337,0.6087189852589474,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
1.0,1.3417,1,4,1,1,1,1,1,True,sub-STSWD1160,143568,8,143568.0,-1.0608137198027257,-0.11921564202654773,-0.16681383888386353,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
1.0,0.81568,2,4,1,1,1,1,1,True,sub-STSWD1160,146000,8,146000.0,1.037092160357505,1.1072982235337885,-0.41878018151936575,4th,4th,2nd,1.2477351845242721,1.2856213819280642,-0.3238346378507059
1.0,0.61853,2,4,1,1,1,1,1,True,sub-STSWD1160,148432,8,148432.0,1.3290624337428645,-0.4401803761194665,-1.0952712297059757,4th,2nd,1st,1.2477351845242721,-0.32177125557296243,-1.223957159664282
1.0,0.64862,2,3,2,1,1,1,1,True,sub-STSWD1160,152912,8,152912.0,1.934308750469421,0.9800989748640527,-1.36920529420892,4th,4th,1st,1.2477351845242721,1.2856213819280642,-1.223957159664282
1.0,0.54452,2,3,1,1,1,1,1,True,sub-STSWD1160,155344,8,155344.0,-1.021588382582388,-0.30839017025219156,1.7365094055528507,1st,2nd,4th,-1.3130709839380073,-0.32177125557296243,1.2666139888593904
1.0,0.94136,2,3,2,1,1,1,1,True,sub-STSWD1160,157775,8,157775.0,-0.3058691939835152,0.6176413366353909,-1.3016606795169459,2nd,3rd,1st,-0.2359795983556823,0.32412470361133333,-1.223957159664282
1.0,1.3973,1,3,2,1,1,1,1,True,sub-STSWD1160,160208,8,160208.0,-2.0937869152135224,-1.1932724434210111,0.6401017326360008,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,1.3182,1,3,1,1,1,1,1,True,sub-STSWD1160,162639,8,162639.0,2.013689289208219,0.3803608636741776,-1.1072365853249422,4th,3rd,1st,1.2477351845242721,0.32412470361133333,-1.223957159664282
1.0,0.79417,2,3,1,1,1,1,1,True,sub-STSWD1160,165071,8,165071.0,-1.8594445388511354,-0.8884975981205511,-0.5065788222913421,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
1.0,1.0155,3,3,2,1,1,1,1,True,sub-STSWD1160,167503,8,167503.0,-1.111583977098607,-1.4264385806638615,0.4862831354751465,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
0.0,1.331,3,3,2,1,1,1,1,True,sub-STSWD1160,169935,8,169935.0,-1.2039322949075448,0.19907605203523399,-1.9123921675795954,1st,3rd,1st,-1.3130709839380073,0.32412470361133333,-1.223957159664282
1.0,0.56792,1,1,2,1,1,1,1,True,sub-STSWD1160,174415,8,174415.0,0.3308054484634424,-1.1863871577285152,3.307416734029784,3rd,1st,4th,0.32249396202648206,-1.2879362488510524,1.2666139888593904
1.0,0.48687,1,1,1,1,1,1,1,True,sub-STSWD1160,176847,8,176847.0,-1.5909818507846782,0.38451379686179776,-1.7818776685320743,1st,3rd,1st,-1.3130709839380073,0.32412470361133333,-1.223957159664282
1.0,0.46381,1,1,1,1,1,1,1,True,sub-STSWD1160,179279,8,179279.0,-0.24165667725687326,-0.40230207340635443,-0.9160219044457462,2nd,2nd,1st,-0.2359795983556823,-0.32177125557296243,-1.223957159664282
1.0,0.49275,1,1,2,1,1,1,1,True,sub-STSWD1160,181711,8,181711.0,1.0466937352597308,1.0468492119019144,-1.5995579021157564,4th,4th,1st,1.2477351845242721,1.2856213819280642,-1.223957159664282
1.0,0.59467,1,1,1,1,1,1,1,True,sub-STSWD1160,184143,8,184143.0,-0.39892275544131806,0.39010875399501305,1.224496646240055,2nd,3rd,4th,-0.2359795983556823,0.32412470361133333,1.2666139888593904
0.0,0.52062,1,1,2,1,1,1,1,True,sub-STSWD1160,186575,8,186575.0,1.5115408860693895,1.267889055503694,0.22149972047238686,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
1.0,1.0107,1,1,2,1,1,1,1,True,sub-STSWD1160,189007,8,189007.0,0.09501810865133668,-0.6191845906106226,-0.005278375443195604,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,0.46448,1,1,1,1,1,1,1,True,sub-STSWD1160,191439,8,191439.0,-0.37396437377172664,0.03148179094018276,-0.4667888020162462,2nd,2nd,2nd,-0.2359795983556823,-0.32177125557296243,-0.3238346378507059
0.0,1.2367,3,3,2,1,1,1,1,True,sub-STSWD1160,221250,8,221250.0,0.6481763474295144,0.21471373249789527,-0.8792549597575886,4th,3rd,1st,1.2477351845242721,0.32412470361133333,-1.223957159664282
1.0,0.89263,1,3,2,1,1,1,1,True,sub-STSWD1160,223682,8,223682.0,-0.3789526485458211,0.011333978489437234,0.7144731585345259,2nd,2nd,4th,-0.2359795983556823,-0.32177125557296243,1.2666139888593904
0.0,1.2225,3,3,2,1,1,1,1,True,sub-STSWD1160,226114,8,226114.0,-0.12667534338716696,-1.1322771802809728,-0.7825450782377855,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
1.0,0.6985,2,3,1,1,1,1,1,True,sub-STSWD1160,228546,8,228546.0,0.06918352132677878,0.6491383735651971,-0.6761415482632487,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
1.0,0.67244,2,3,2,1,1,1,1,True,sub-STSWD1160,230978,8,230978.0,-0.5582526797839071,-1.1258454589026805,1.1278049232764373,2nd,1st,4th,-0.2359795983556823,-1.2879362488510524,1.2666139888593904
1.0,0.74837,2,3,1,1,1,1,1,True,sub-STSWD1160,233410,8,233410.0,-0.2818748078847493,-1.0344916416715446,-0.9886675708671667,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
0.0,1.2443,1,3,1,1,1,1,1,True,sub-STSWD1160,235842,8,235842.0,-1.411833230034204,0.8546974597506373,-0.02526475045515625,1st,4th,2nd,-1.3130709839380073,1.2856213819280642,-0.3238346378507059
1.0,0.75234,2,3,1,1,1,1,1,True,sub-STSWD1160,238274,8,238274.0,-0.04604100136641362,0.6145675324620724,-1.1236825614054928,2nd,3rd,1st,-0.2359795983556823,0.32412470361133333,-1.223957159664282
1.0,0.75013,1,2,2,1,1,1,1,True,sub-STSWD1160,242754,8,242754.0,-0.38499054408261635,-0.28940810231904673,-1.301888724090547,2nd,2nd,1st,-0.2359795983556823,-0.32177125557296243,-1.223957159664282
1.0,0.92106,1,2,1,1,1,1,1,True,sub-STSWD1160,245186,8,245186.0,-0.247838228186614,-0.9364639660331413,0.08063045862433812,2nd,1st,3rd,-0.2359795983556823,-1.2879362488510524,0.3009190531663116
1.0,0.89199,3,2,2,1,1,1,1,True,sub-STSWD1160,247618,8,247618.0,-0.34572203196352436,-0.9150378267008431,0.18071600181318395,2nd,1st,3rd,-0.2359795983556823,-1.2879362488510524,0.3009190531663116
1.0,0.77294,3,2,2,1,1,1,1,True,sub-STSWD1160,250050,8,250050.0,0.5640362094465917,-0.9124412416562319,-0.6031070853979313,3rd,1st,2nd,0.32249396202648206,-1.2879362488510524,-0.3238346378507059
1.0,0.65288,1,2,2,1,1,1,1,True,sub-STSWD1160,252482,8,252482.0,0.5589743336023966,0.02281125899775568,2.579257526616303,3rd,2nd,4th,0.32249396202648206,-0.32177125557296243,1.2666139888593904
1.0,1.0177,3,2,1,1,1,1,1,True,sub-STSWD1160,254914,8,254914.0,-0.01908390675410599,-0.06617909410544097,0.33165045408238086,2nd,2nd,3rd,-0.2359795983556823,-0.32177125557296243,0.3009190531663116
1.0,0.60675,3,2,2,1,1,1,1,True,sub-STSWD1160,257346,8,257346.0,0.40696010297291063,0.2723749325840822,0.19158442548566254,3rd,3rd,3rd,0.32249396202648206,0.32412470361133333,0.3009190531663116
1.0,0.5437,1,2,1,1,1,1,1,True,sub-STSWD1160,259778,8,259778.0,-1.9863147328218904,0.9452489053193752,0.7430760812622326,1st,4th,4th,-1.3130709839380073,1.2856213819280642,1.2666139888593904
1.0,0.80163,2,4,1,1,1,1,1,True,sub-STSWD1160,264257,8,264257.0,0.14918088821049713,0.32679850186742215,-2.1400400819413803,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
1.0,0.7035,4,4,2,1,1,1,1,True,sub-STSWD1160,266689,8,266689.0,0.6697745808938098,-0.20792413495037593,-1.3949479486708636,4th,2nd,1st,1.2477351845242721,-0.32177125557296243,-1.223957159664282
1.0,0.61843,4,4,2,1,1,1,1,True,sub-STSWD1160,269122,8,269122.0,-1.4458733092700737,-1.7983336762684705,0.9599857158300247,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,0.98028,4,4,2,1,1,1,1,True,sub-STSWD1160,271553,8,271553.0,-0.29373857669973186,-0.11338573431174631,2.2458951929610023,2nd,2nd,4th,-0.2359795983556823,-0.32177125557296243,1.2666139888593904
1.0,0.61845,1,4,1,1,1,1,1,True,sub-STSWD1160,273985,8,273985.0,-0.22970121276257746,-0.5329210033533023,0.581261836461347,2nd,2nd,3rd,-0.2359795983556823,-0.32177125557296243,0.3009190531663116
0.0,1.1113,3,4,2,1,1,1,1,True,sub-STSWD1160,276417,8,276417.0,-0.36086383368187125,-1.1837175989486863,0.22493245180345234,2nd,1st,3rd,-0.2359795983556823,-1.2879362488510524,0.3009190531663116
1.0,0.86939,1,4,2,1,1,1,1,True,sub-STSWD1160,278849,8,278849.0,-1.4654144736841848,-0.3089357724421341,0.014256052478477058,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
0.0,1.1681,2,4,2,1,1,1,1,True,sub-STSWD1160,281281,8,281281.0,2.1359885336797797,1.729100669112707,0.6144962128443617,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
1.0,1.1631,2,1,2,1,1,1,1,True,sub-STSWD1160,285761,8,285761.0,-1.3512828454889212,-0.2917210350120444,0.31891357489407096,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
1.0,0.52993,2,1,2,1,1,1,1,True,sub-STSWD1160,288193,8,288193.0,-0.16428254846973817,-1.0929688508991386,0.27073204076843643,2nd,1st,3rd,-0.2359795983556823,-1.2879362488510524,0.3009190531663116
1.0,0.66283,2,1,2,1,1,1,1,True,sub-STSWD1160,290625,8,290625.0,-0.16728833917533814,-0.7020555845245463,2.70853712253893,2nd,2nd,4th,-0.2359795983556823,-0.32177125557296243,1.2666139888593904
1.0,0.46077,2,1,1,1,1,1,1,True,sub-STSWD1160,293057,8,293057.0,0.19049895929309502,-0.1697900017871863,-1.17740665835822,3rd,2nd,1st,0.32249396202648206,-0.32177125557296243,-1.223957159664282
1.0,0.64069,2,1,1,1,1,1,1,True,sub-STSWD1160,295489,8,295489.0,0.406589103196968,0.5279586645200869,1.9501409093471296,3rd,3rd,4th,0.32249396202648206,0.32412470361133333,1.2666139888593904
1.0,0.44766,2,1,1,1,1,1,1,True,sub-STSWD1160,297921,8,297921.0,0.5073460040461524,1.3963492216418516,-0.6096515167280274,3rd,4th,2nd,0.32249396202648206,1.2856213819280642,-0.3238346378507059
1.0,0.50854,2,1,2,1,1,1,1,True,sub-STSWD1160,300353,8,300353.0,0.14653666247289965,0.2999492690290005,-0.17330025964940948,3rd,3rd,2nd,0.32249396202648206,0.32412470361133333,-0.3238346378507059
1.0,0.46856,2,1,1,1,1,1,1,True,sub-STSWD1160,302785,8,302785.0,0.3350940553762946,0.6332135982893753,-1.593501260927312,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
1.0,0.99643,2,3,2,1,1,1,1,True,sub-STSWD1160,307265,8,307265.0,-0.8822072536154894,0.031918853946957496,1.4287995176502062,1st,2nd,4th,-1.3130709839380073,-0.32177125557296243,1.2666139888593904
1.0,0.99736,3,3,1,1,1,1,1,True,sub-STSWD1160,309697,8,309697.0,-0.6072939525060297,1.1333428222803228,1.1374998073646267,2nd,4th,4th,-0.2359795983556823,1.2856213819280642,1.2666139888593904
1.0,1.4663,3,3,2,1,1,1,1,True,sub-STSWD1160,312129,8,312129.0,1.0994957388798923,,1.311126496135285,4th,,4th,1.2477351845242721,,1.2666139888593904
0.0,1.0933,3,3,1,1,1,1,1,True,sub-STSWD1160,314561,8,314561.0,-1.6703739663455626,-0.6806871350546232,0.24279958411176125,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
0.0,1.1552,4,3,1,1,1,1,1,True,sub-STSWD1160,316993,8,316993.0,-0.6152952133997632,-1.1773427863895927,0.9974983683527068,2nd,1st,4th,-0.2359795983556823,-1.2879362488510524,1.2666139888593904
1.0,1.1541,3,3,1,1,1,1,1,True,sub-STSWD1160,319425,8,319425.0,-0.052704595846364666,-0.045100163678600494,1.0338628986495277,2nd,2nd,4th,-0.2359795983556823,-0.32177125557296243,1.2666139888593904
1.0,0.72604,2,3,1,1,1,1,1,True,sub-STSWD1160,321857,8,321857.0,1.1033822146679075,0.5708567029738939,-1.0928207729298378,4th,3rd,1st,1.2477351845242721,0.32412470361133333,-1.223957159664282
0.0,1.148,4,3,1,1,1,1,1,True,sub-STSWD1160,324289,8,324289.0,-1.5518051808836377,-1.6994625100953453,1.0427256417705755,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,0.88487,1,2,2,1,1,1,1,True,sub-STSWD1160,328769,8,328769.0,-1.9391364520680325,-0.7201481794283651,-0.4630356377824867,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
1.0,0.92872,1,2,1,1,1,1,1,True,sub-STSWD1160,331201,8,331201.0,0.439569990714776,0.8234682987291148,0.15726136801562604,3rd,4th,3rd,0.32249396202648206,1.2856213819280642,0.3009190531663116
0.0,0.95775,4,2,1,1,1,1,1,True,sub-STSWD1160,333633,8,333633.0,0.4360614426769554,1.5561662045494702,1.8669665413753913,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
1.0,0.88967,4,2,2,1,1,1,1,True,sub-STSWD1160,336065,8,336065.0,0.3684147872786977,1.6472664901552656,-0.12638186132626986,3rd,4th,2nd,0.32249396202648206,1.2856213819280642,-0.3238346378507059
1.0,1.6466,1,2,2,1,1,1,1,True,sub-STSWD1160,338497,8,338497.0,,,,,,,,,
0.0,1.1637,4,2,1,1,1,1,1,True,sub-STSWD1160,340929,8,340929.0,-0.09667872891617565,-1.5496651210336576,1.0390119400225566,2nd,1st,4th,-0.2359795983556823,-1.2879362488510524,1.2666139888593904
,,4,2,1,1,1,1,1,True,sub-STSWD1160,343361,8,,,,,,,,,,
1.0,0.54834,1,2,1,1,1,1,1,True,sub-STSWD1160,345793,8,345793.0,-1.5397239736051516,0.5536755573251528,0.5781227685017876,1st,3rd,3rd,-1.3130709839380073,0.32412470361133333,0.3009190531663116
1.0,0.40531,1,1,1,1,1,1,1,True,sub-STSWD1160,350273,8,350273.0,0.40076060302176486,0.25809192982806395,0.38197125244825064,3rd,3rd,3rd,0.32249396202648206,0.32412470361133333,0.3009190531663116
,,1,1,2,1,1,1,1,True,sub-STSWD1160,352705,8,,,,,,,,,,
1.0,0.38317,1,1,1,1,1,1,1,True,sub-STSWD1160,355137,8,355137.0,0.029716822024955243,-0.945630148602843,-1.0222279906800955,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
1.0,0.29911,1,1,2,1,1,1,1,True,sub-STSWD1160,357569,8,357569.0,0.5347163680815803,0.14927124648079274,2.2377977891742313,3rd,3rd,4th,0.32249396202648206,0.32412470361133333,1.2666139888593904
1.0,0.30406,1,1,2,1,1,1,1,True,sub-STSWD1160,360001,8,360001.0,-1.4695641905285275,-1.1889169662796695,2.189697472558677,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,0.31304,1,1,2,1,1,1,1,True,sub-STSWD1160,362433,8,362433.0,0.9384298810987237,1.6933656783469038,2.560375580081135,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
1.0,0.34692,1,1,1,1,1,1,1,True,sub-STSWD1160,364865,8,364865.0,0.41539969314033803,-0.41331481303041046,-0.11438580820772108,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,0.39186,1,1,1,1,1,1,1,True,sub-STSWD1160,367296,8,367296.0,-0.7964602212916216,1.9124284608879747,-1.154589087991731,1st,4th,1st,-1.3130709839380073,1.2856213819280642,-1.223957159664282
1.0,0.89801,1,4,2,1,1,1,1,True,sub-STSWD1160,371776,8,371776.0,0.9354751271041696,0.5512707236356114,-0.8109251646969404,4th,3rd,1st,1.2477351845242721,0.32412470361133333,-1.223957159664282
