probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
1.0,0.35856,4,4,2,1,1,1,1,True,sub-STSWD1265,252406,8,252406.0,-1.8559661030123986,-1.0540322534749216,-1.5422065539384309,1st,1st,1st,-1.2237630977398155,-1.2045339824417225,-1.2670862814516963
1.0,0.61045,4,4,1,1,1,1,1,True,sub-STSWD1265,254838,8,254838.0,1.114212492535372,0.5753233069957678,1.8362012900627696,4th,4th,4th,1.2806414561706525,1.3154439435146539,1.274382180262107
1.0,0.62039,4,4,1,1,1,1,1,True,sub-STSWD1265,257270,8,257270.0,1.5217918606607717,0.15871633076722666,1.561264357124481,4th,3rd,4th,1.2806414561706525,0.27550405315355353,1.274382180262107
1.0,0.81538,1,4,2,1,1,1,1,True,sub-STSWD1265,259702,8,259702.0,-0.43680051541132703,1.2785519058372563,-0.9234595501392059,2nd,4th,1st,-0.3560605005835892,1.3154439435146539,-1.2670862814516963
1.0,0.66131,2,4,1,1,1,1,1,True,sub-STSWD1265,262134,8,262134.0,-2.2265147298081964,-0.47930262404457286,-0.301863622436248,1st,2nd,2nd,-1.2237630977398155,-0.3672944272036021,-0.32700629739547654
1.0,0.57224,2,4,2,1,1,1,1,True,sub-STSWD1265,264566,8,264566.0,-1.5814991057080063,-0.35137906828549054,0.47336416217282196,1st,2nd,3rd,-1.2237630977398155,-0.3672944272036021,0.3398228792430293
1.0,0.47114,3,4,2,1,1,1,1,True,sub-STSWD1265,266998,8,266998.0,0.12851180318588756,0.22981454911957933,0.5589171409099338,3rd,3rd,3rd,0.3186069532279873,0.27550405315355353,0.3398228792430293
1.0,0.56206,1,4,2,1,1,1,1,True,sub-STSWD1265,269430,8,269430.0,-0.6497924991369375,0.4645801322536515,-0.6338587263982098,2nd,3rd,2nd,-0.3560605005835892,0.27550405315355353,-0.32700629739547654
1.0,0.47395,1,3,1,1,1,1,1,True,sub-STSWD1265,273909,8,273909.0,-1.6044524605358534,-1.5459676538899634,0.799033705475836,1st,1st,4th,-1.2237630977398155,-1.2045339824417225,1.274382180262107
1.0,0.44994,1,3,2,1,1,1,1,True,sub-STSWD1265,276342,8,276342.0,-0.49292273145098553,0.4916569298619851,0.002277912566186065,2nd,3rd,2nd,-0.3560605005835892,0.27550405315355353,-0.32700629739547654
1.0,0.31187,1,3,2,1,1,1,1,True,sub-STSWD1265,278773,8,278773.0,-0.6207687131813853,-0.7572631507503601,1.0416816748765698,2nd,1st,4th,-0.3560605005835892,-1.2045339824417225,1.274382180262107
0.0,0.5768,2,3,1,1,1,1,1,True,sub-STSWD1265,281205,8,281205.0,0.20838713386731167,1.0215398242869675,1.4085320666366588,3rd,4th,4th,0.3186069532279873,1.3154439435146539,1.274382180262107
1.0,0.57274,2,3,2,1,1,1,1,True,sub-STSWD1265,283637,8,283637.0,-0.8662735828590044,1.444484834801445,1.009182222474183,1st,4th,4th,-1.2237630977398155,1.3154439435146539,1.274382180262107
1.0,0.34168,1,3,1,1,1,1,1,True,sub-STSWD1265,286069,8,286069.0,0.8829173712796259,0.18754847618853604,-0.4143443412889726,4th,3rd,2nd,1.2806414561706525,0.27550405315355353,-0.32700629739547654
1.0,0.33861,1,3,1,1,1,1,1,True,sub-STSWD1265,288501,8,288501.0,0.00607705194545885,0.38175972695754307,-0.2709971025086809,2nd,3rd,2nd,-0.3560605005835892,0.27550405315355353,-0.32700629739547654
1.0,0.78055,4,3,2,1,1,1,1,True,sub-STSWD1265,290933,8,290933.0,-0.615400592335767,-1.437253881592668,1.5047795847669414,2nd,1st,4th,-0.3560605005835892,-1.2045339824417225,1.274382180262107
1.0,0.75042,3,2,1,1,1,1,1,True,sub-STSWD1265,295413,8,295413.0,0.4748764193186572,1.7251808383378389,0.5565615407249991,3rd,4th,3rd,0.3186069532279873,1.3154439435146539,0.3398228792430293
1.0,0.60437,4,2,2,1,1,1,1,True,sub-STSWD1265,297845,8,297845.0,-1.2750609129089292,-0.5077910827477017,1.6298452261865295,1st,2nd,4th,-1.2237630977398155,-0.3672944272036021,1.274382180262107
1.0,0.36126,4,2,1,1,1,1,1,True,sub-STSWD1265,300277,8,300277.0,0.9388650108936126,-0.914078527119255,-1.180709781919229,4th,1st,1st,1.2806414561706525,-1.2045339824417225,-1.2670862814516963
1.0,0.33821,3,2,1,1,1,1,1,True,sub-STSWD1265,302709,8,302709.0,1.4949163328969335,0.8268614002237157,0.15544279449164886,4th,4th,3rd,1.2806414561706525,1.3154439435146539,0.3398228792430293
1.0,0.26014,4,2,1,1,1,1,1,True,sub-STSWD1265,305141,8,305141.0,0.8050594619106967,-0.5917428075829415,-0.24507119939343927,4th,2nd,2nd,1.2806414561706525,-0.3672944272036021,-0.32700629739547654
0.0,0.58507,4,2,2,1,1,1,1,True,sub-STSWD1265,307573,8,307573.0,-0.7571277832515679,-0.4210230446404178,2.5966008856344867,1st,2nd,4th,-1.2237630977398155,-0.3672944272036021,1.274382180262107
1.0,0.33105,3,2,1,1,1,1,1,True,sub-STSWD1265,310005,8,310005.0,0.7564009877904038,0.5847577497965187,0.31751744307460505,4th,4th,3rd,1.2806414561706525,1.3154439435146539,0.3398228792430293
1.0,0.25002,4,2,1,1,1,1,1,True,sub-STSWD1265,312437,8,312437.0,0.6317634863413945,2.309200182538685,0.20041408461646842,3rd,4th,3rd,0.3186069532279873,1.3154439435146539,0.3398228792430293
0.0,0.74682,1,4,2,1,1,1,1,True,sub-STSWD1265,316917,8,316917.0,-0.648047249262536,-0.9002380552975813,0.4375916509656662,2nd,1st,3rd,-0.3560605005835892,-1.2045339824417225,0.3398228792430293
1.0,0.53281,2,4,2,1,1,1,1,True,sub-STSWD1265,319349,8,319349.0,-1.0293035061930993,0.008809342048451343,-2.5083904773258707,1st,3rd,1st,-1.2237630977398155,0.27550405315355353,-1.2670862814516963
0.0,0.37466,2,4,2,1,1,1,1,True,sub-STSWD1265,321781,8,321781.0,0.1723377711971734,-0.8648941989931408,-0.9192663462010685,3rd,1st,1st,0.3186069532279873,-1.2045339824417225,-1.2670862814516963
1.0,0.36168,1,4,1,1,1,1,1,True,sub-STSWD1265,324213,8,324213.0,0.6544900408483991,0.09015865201713903,-0.704433787479356,3rd,3rd,2nd,0.3186069532279873,0.27550405315355353,-0.32700629739547654
0.0,0.89357,4,4,1,1,1,1,1,True,sub-STSWD1265,326645,8,326645.0,1.2138942041871492,1.4912435994262945,-0.7998208783059513,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.36455,3,4,1,1,1,1,1,True,sub-STSWD1265,329077,8,329077.0,-0.4212493256006622,0.22866207309648875,-0.46127244197655765,2nd,3rd,2nd,-0.3560605005835892,0.27550405315355353,-0.32700629739547654
1.0,0.79149,3,4,1,1,1,1,1,True,sub-STSWD1265,331509,8,331509.0,-0.7055466484504612,0.3008220794605069,0.6044485672718124,2nd,3rd,3rd,-0.3560605005835892,0.27550405315355353,0.3398228792430293
1.0,0.57142,3,4,1,1,1,1,1,True,sub-STSWD1265,333941,8,333941.0,-0.8646253435754977,1.489426296604321,1.2811093759141485,1st,4th,4th,-1.2237630977398155,1.3154439435146539,1.274382180262107
1.0,0.23731,1,1,2,1,1,1,1,False,sub-STSWD1265,338421,8,338421.0,-1.4841956014681177,-1.3762704604593536,0.4405722424724284,1st,1st,3rd,-1.2237630977398155,-1.2045339824417225,0.3398228792430293
1.0,0.27225,1,1,1,1,1,1,1,True,sub-STSWD1265,340853,8,340853.0,1.67324089954499,1.2491188253312082,0.20568286238695452,4th,4th,3rd,1.2806414561706525,1.3154439435146539,0.3398228792430293
1.0,0.32317,1,1,2,1,1,1,1,True,sub-STSWD1265,343284,8,343284.0,0.3809705731192365,0.8741231748303732,0.22896984681521437,3rd,4th,3rd,0.3186069532279873,1.3154439435146539,0.3398228792430293
1.0,0.24812,1,1,1,1,1,1,1,False,sub-STSWD1265,345717,8,345717.0,0.8334189525691632,2.249556145891182,0.8395229534898093,4th,4th,4th,1.2806414561706525,1.3154439435146539,1.274382180262107
1.0,0.72005,1,1,2,1,1,1,1,True,sub-STSWD1265,348148,8,348148.0,-0.5687707350652856,-0.7968755090192453,-0.8617722531001731,2nd,1st,1st,-0.3560605005835892,-1.2045339824417225,-1.2670862814516963
1.0,0.287,1,1,1,1,1,1,1,True,sub-STSWD1265,350581,8,350581.0,-0.1942520395710471,-0.4370256857266591,-0.6002585087366964,2nd,2nd,2nd,-0.3560605005835892,-0.3672944272036021,-0.32700629739547654
1.0,0.23789,1,1,1,1,1,1,1,False,sub-STSWD1265,353012,8,353012.0,-0.6570832678259804,-0.36447688056772937,0.5272068076677047,2nd,2nd,3rd,-0.3560605005835892,-0.3672944272036021,0.3398228792430293
1.0,0.25082,1,1,2,1,1,1,1,True,sub-STSWD1265,355444,8,355444.0,0.04644977179222734,-0.32101252782611733,0.4753497499122025,3rd,2nd,3rd,0.3186069532279873,-0.3672944272036021,0.3398228792430293
0.0,0.34165,3,3,1,1,1,1,1,True,sub-STSWD1265,359924,8,359924.0,0.03541203249333252,0.3759384306650107,0.5572484186466828,3rd,3rd,3rd,0.3186069532279873,0.27550405315355353,0.3398228792430293
1.0,0.83368,3,3,1,1,1,1,1,True,sub-STSWD1265,362356,8,362356.0,-0.3271181081524599,-0.7407069418157153,0.4446699491840997,2nd,1st,3rd,-0.3560605005835892,-1.2045339824417225,0.3398228792430293
1.0,0.48149,2,3,2,1,1,1,1,True,sub-STSWD1265,364788,8,364788.0,-0.5258875834457966,0.008840017139500613,0.15690635569191047,2nd,3rd,3rd,-0.3560605005835892,0.27550405315355353,0.3398228792430293
0.0,0.65651,2,3,2,1,1,1,1,True,sub-STSWD1265,367220,8,367220.0,2.0264071958152834,-0.6865946452276915,-0.02052812206219801,4th,1st,2nd,1.2806414561706525,-1.2045339824417225,-0.32700629739547654
0.0,0.54749,2,3,1,1,1,1,1,True,sub-STSWD1265,369652,8,369652.0,-1.157391971964271,0.10299946961889526,-0.7190149951768171,1st,3rd,2nd,-1.2237630977398155,0.27550405315355353,-0.32700629739547654
1.0,0.50641,1,3,1,1,1,1,1,True,sub-STSWD1265,372084,8,372084.0,1.9988491170821225,0.392665649920292,-1.2887343582793822,4th,3rd,1st,1.2806414561706525,0.27550405315355353,-1.2670862814516963
1.0,0.64925,1,3,2,1,1,1,1,True,sub-STSWD1265,374516,8,374516.0,-2.1145196096777306,0.6585923178039513,-0.14378075962293216,1st,4th,2nd,-1.2237630977398155,1.3154439435146539,-0.32700629739547654
1.0,0.39725,2,3,1,1,1,1,1,True,sub-STSWD1265,376948,8,376948.0,1.8124379139554188,1.6916033512381876,0.3333323400570002,4th,4th,3rd,1.2806414561706525,1.3154439435146539,0.3398228792430293
1.0,0.32718,4,2,2,1,1,1,1,True,sub-STSWD1265,381428,8,381428.0,1.8244982899670303,-0.04418795593315396,-1.4542954283652085,4th,3rd,1st,1.2806414561706525,0.27550405315355353,-1.2670862814516963
1.0,0.23311,4,2,2,1,1,1,1,False,sub-STSWD1265,383860,8,383860.0,-0.07057012835294736,-1.8281432001380458,-0.43546652118149254,2nd,1st,2nd,-0.3560605005835892,-1.2045339824417225,-0.32700629739547654
1.0,0.62301,3,2,2,1,1,1,1,True,sub-STSWD1265,386292,8,386292.0,1.2872602644061384,1.7274260902915328,0.19569267162925108,4th,4th,3rd,1.2806414561706525,1.3154439435146539,0.3398228792430293
1.0,0.28382,3,2,2,1,1,1,1,True,sub-STSWD1265,388724,8,388724.0,0.7700667566448385,-0.41017458987076855,-0.18170623511136308,4th,2nd,2nd,1.2806414561706525,-0.3672944272036021,-0.32700629739547654
1.0,0.56291,3,2,2,1,1,1,1,True,sub-STSWD1265,391156,8,391156.0,-1.5490494116903881,-0.09352140376006124,0.2735765269028176,1st,2nd,3rd,-1.2237630977398155,-0.3672944272036021,0.3398228792430293
0.0,0.61122,3,2,1,1,1,1,1,True,sub-STSWD1265,393588,8,393588.0,0.13821026309088444,0.1634228916829353,0.7054095647092642,3rd,3rd,4th,0.3186069532279873,0.27550405315355353,1.274382180262107
1.0,0.63073,4,2,2,1,1,1,1,True,sub-STSWD1265,396020,8,396020.0,0.7363301528247924,0.33645005134771905,0.25997021488672184,4th,3rd,3rd,1.2806414561706525,0.27550405315355353,0.3398228792430293
0.0,0.3537,3,2,1,1,1,1,1,True,sub-STSWD1265,398452,8,398452.0,0.1823723124297999,0.16645300643169536,0.6568749159049466,3rd,3rd,4th,0.3186069532279873,0.27550405315355353,1.274382180262107
0.0,0.66185,4,3,1,1,1,1,1,True,sub-STSWD1265,431501,8,431501.0,-0.4513369731905271,-0.5730109062645894,-1.0089405630147714,2nd,2nd,1st,-0.3560605005835892,-0.3672944272036021,-1.2670862814516963
1.0,0.4968,4,3,2,1,1,1,1,True,sub-STSWD1265,433933,8,433933.0,0.135318592562759,-1.221141116726059,0.28886607462935193,3rd,1st,3rd,0.3186069532279873,-1.2045339824417225,0.3398228792430293
1.0,0.30674,4,3,2,1,1,1,1,True,sub-STSWD1265,436365,8,436365.0,-1.10472034732568,0.3500807657084607,-1.4124346096536635,1st,3rd,1st,-1.2237630977398155,0.27550405315355353,-1.2670862814516963
1.0,0.37872,1,3,2,1,1,1,1,True,sub-STSWD1265,438797,8,438797.0,-0.15892290660209196,0.4571627007253193,1.5957823897631165,2nd,3rd,4th,-0.3560605005835892,0.27550405315355353,1.274382180262107
0.0,1.6416,4,3,1,1,1,1,1,False,sub-STSWD1265,441229,8,441229.0,,,,,,,,,
0.0,0.94853,4,3,2,1,1,1,1,True,sub-STSWD1265,443661,8,443661.0,0.41828610699985824,0.7697835260532826,1.858978510349526,3rd,4th,4th,0.3186069532279873,1.3154439435146539,1.274382180262107
1.0,0.46248,3,3,1,1,1,1,1,True,sub-STSWD1265,446093,8,446093.0,-1.2092819773849037,1.2691193704434798,1.8922861064197303,1st,4th,4th,-1.2237630977398155,1.3154439435146539,1.274382180262107
1.0,0.30643,1,3,1,1,1,1,1,True,sub-STSWD1265,448525,8,448525.0,-0.11478842065367366,2.0357560917838415,-1.7423891730417214,2nd,4th,1st,-0.3560605005835892,1.3154439435146539,-1.2670862814516963
0.0,0.82924,3,4,2,1,1,1,1,True,sub-STSWD1265,453005,8,453005.0,0.8218508752655115,-1.9800158791677633,-0.06368598821230369,4th,1st,2nd,1.2806414561706525,-1.2045339824417225,-0.32700629739547654
1.0,0.83322,3,4,2,1,1,1,1,True,sub-STSWD1265,455437,8,455437.0,1.316537335887203,1.3299472743753424,-0.2747851933666018,4th,4th,2nd,1.2806414561706525,1.3154439435146539,-0.32700629739547654
1.0,0.70016,4,4,2,1,1,1,1,True,sub-STSWD1265,457869,8,457869.0,-0.9871745642538099,-0.7230285298444487,-0.0636932820889316,1st,1st,2nd,-1.2237630977398155,-1.2045339824417225,-0.32700629739547654
1.0,0.6661,4,4,2,1,1,1,1,True,sub-STSWD1265,460301,8,460301.0,-0.8544540778026664,-0.8600065811543699,-0.9690894363247491,1st,1st,1st,-1.2237630977398155,-1.2045339824417225,-1.2670862814516963
1.0,0.54803,2,4,1,1,1,1,1,True,sub-STSWD1265,462733,8,462733.0,1.608805758718027,0.4868185102461511,0.2353488002509836,4th,3rd,3rd,1.2806414561706525,0.27550405315355353,0.3398228792430293
0.0,0.50098,2,4,2,1,1,1,1,True,sub-STSWD1265,465165,8,465165.0,-0.20127505328916148,-1.774126825272072,-0.33402267145126385,2nd,1st,2nd,-0.3560605005835892,-1.2045339824417225,-0.32700629739547654
1.0,0.50886,2,4,2,1,1,1,1,True,sub-STSWD1265,467597,8,467597.0,0.3395731128700173,-0.15911711418380795,-0.7567373997686494,3rd,2nd,1st,0.3186069532279873,-0.3672944272036021,-1.2670862814516963
1.0,0.49881,1,4,1,1,1,1,1,True,sub-STSWD1265,470029,8,470029.0,0.12199229341706908,0.460084231715056,0.09426172325943527,3rd,3rd,3rd,0.3186069532279873,0.27550405315355353,0.3398228792430293
1.0,0.62872,1,2,2,1,1,1,1,True,sub-STSWD1265,474509,8,474509.0,-1.2438695340833494,-0.8353611164576635,1.34398134875162,1st,1st,4th,-1.2237630977398155,-1.2045339824417225,1.274382180262107
1.0,0.22063,3,2,1,1,1,1,1,False,sub-STSWD1265,476941,8,476941.0,0.6596633389405836,2.233741340925101,-1.373024293419275,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.22257,1,2,2,1,1,1,1,False,sub-STSWD1265,479373,8,479373.0,0.691697185543198,2.2293535040768004,-1.3915390887643262,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.34156,1,2,1,1,1,1,1,True,sub-STSWD1265,481805,8,481805.0,0.2153345562473458,0.27162414301397336,-1.0131814334894316,3rd,3rd,1st,0.3186069532279873,0.27550405315355353,-1.2670862814516963
1.0,0.75448,3,2,1,1,1,1,1,True,sub-STSWD1265,484237,8,484237.0,-0.854518478410968,-1.2878514877476377,0.04452627588324123,1st,1st,2nd,-1.2237630977398155,-1.2045339824417225,-0.32700629739547654
1.0,0.44542,3,2,1,1,1,1,1,True,sub-STSWD1265,486669,8,486669.0,-0.8848475528554944,0.3993689097403919,1.5195004218791637,1st,3rd,4th,-1.2237630977398155,0.27550405315355353,1.274382180262107
1.0,0.39435,3,2,2,1,1,1,1,True,sub-STSWD1265,489101,8,489101.0,0.10564607657579053,-0.5635697312522738,-0.5894686716899962,3rd,2nd,2nd,0.3186069532279873,-0.3672944272036021,-0.32700629739547654
1.0,0.79628,1,2,2,1,1,1,1,True,sub-STSWD1265,491533,8,491533.0,-0.2705072251440458,0.5246896423658538,1.751115485186617,2nd,3rd,4th,-0.3560605005835892,0.27550405315355353,1.274382180262107
1.0,0.24816,4,1,1,1,1,1,1,False,sub-STSWD1265,496013,8,496013.0,-2.891576389619316,0.18153085583628997,0.17972674165477798,1st,3rd,3rd,-1.2237630977398155,0.27550405315355353,0.3398228792430293
1.0,0.2531,4,1,2,1,1,1,1,True,sub-STSWD1265,498445,8,498445.0,-0.16305216313011892,-0.817116857822665,0.9526861846894406,2nd,1st,4th,-0.3560605005835892,-1.2045339824417225,1.274382180262107
1.0,0.20106,4,1,1,1,1,1,1,False,sub-STSWD1265,500877,8,500877.0,2.2951064516007427,2.0656227542063,-0.9039627173058893,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.26594,4,1,2,1,1,1,1,True,sub-STSWD1265,503309,8,503309.0,0.933605157038037,2.1318807403800197,1.3753737840702929,4th,4th,4th,1.2806414561706525,1.3154439435146539,1.274382180262107
1.0,0.32392,4,1,2,1,1,1,1,True,sub-STSWD1265,505741,8,505741.0,0.5749706355068098,2.309673650222632,-1.7389819157458264,3rd,4th,1st,0.3186069532279873,1.3154439435146539,-1.2670862814516963
1.0,0.22486,4,1,2,1,1,1,1,False,sub-STSWD1265,508173,8,508173.0,0.7228378436559353,0.7397077182810492,-1.3698234370286175,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.45981,4,1,2,1,1,1,1,True,sub-STSWD1265,510605,8,510605.0,-0.5034446234054317,-1.3323984640971913,1.65326646817968,2nd,1st,4th,-0.3560605005835892,-1.2045339824417225,1.274382180262107
1.0,0.43472,4,1,1,1,1,1,1,True,sub-STSWD1265,513037,8,513037.0,-1.6224922762651421,-0.42842245332408097,0.9076779480265835,1st,2nd,4th,-1.2237630977398155,-0.3672944272036021,1.274382180262107
1.0,0.64756,2,4,2,1,1,1,1,True,sub-STSWD1265,517517,8,517517.0,0.08422232402992336,0.704596592699648,-0.4157091709027981,3rd,4th,2nd,0.3186069532279873,1.3154439435146539,-0.32700629739547654
1.0,0.86758,3,4,2,1,1,1,1,True,sub-STSWD1265,519949,8,519949.0,1.3811674494470532,0.20005236629732434,-0.2410749596666125,4th,3rd,2nd,1.2806414561706525,0.27550405315355353,-0.32700629739547654
1.0,0.72242,3,4,2,1,1,1,1,True,sub-STSWD1265,522381,8,522381.0,-0.7314776578551071,0.236736386269217,0.48050007368085734,1st,3rd,3rd,-1.2237630977398155,0.27550405315355353,0.3398228792430293
0.0,0.41043,4,4,2,1,1,1,1,True,sub-STSWD1265,524813,8,524813.0,-1.0588691126658483,0.5849269731175982,-1.2392212197324812,1st,4th,1st,-1.2237630977398155,1.3154439435146539,-1.2670862814516963
0.0,0.53232,1,4,1,1,1,1,1,True,sub-STSWD1265,527245,8,527245.0,1.023209870578182,0.36878565620662224,-0.847755423362968,4th,3rd,1st,1.2806414561706525,0.27550405315355353,-1.2670862814516963
1.0,0.67625,4,4,1,1,1,1,1,True,sub-STSWD1265,529676,8,529676.0,0.2634282350126538,-1.1312337263979733,0.1101289267052179,3rd,1st,3rd,0.3186069532279873,-1.2045339824417225,0.3398228792430293
0.0,0.46819,1,4,2,1,1,1,1,True,sub-STSWD1265,532109,8,532109.0,1.251815341519168,1.6446317754553652,2.2673636942831115,4th,4th,4th,1.2806414561706525,1.3154439435146539,1.274382180262107
0.0,0.53917,1,4,2,1,1,1,1,True,sub-STSWD1265,534540,8,534540.0,0.3898274298467907,-0.6860541742843935,-0.9882700374010407,3rd,2nd,1st,0.3186069532279873,-0.3672944272036021,-1.2670862814516963
0.0,0.55703,2,2,1,1,1,1,1,True,sub-STSWD1265,539021,8,539021.0,0.9803778015318675,0.1652517670965713,-1.031674983179921,4th,3rd,1st,1.2806414561706525,0.27550405315355353,-1.2670862814516963
1.0,0.30094,4,2,2,1,1,1,1,True,sub-STSWD1265,541453,8,541453.0,0.19796230468295545,-2.343687079529755,0.5430433782522986,3rd,1st,3rd,0.3186069532279873,-1.2045339824417225,0.3398228792430293
,,4,2,1,1,1,1,1,True,sub-STSWD1265,543885,8,,,,,,,,,,
1.0,0.27781,4,2,1,1,1,1,1,True,sub-STSWD1265,546316,8,546316.0,0.2560189183525125,-0.29913422304155596,0.820258012505934,3rd,2nd,4th,0.3186069532279873,-0.3672944272036021,1.274382180262107
1.0,0.28775,2,2,1,1,1,1,1,True,sub-STSWD1265,548749,8,548749.0,-0.9145538697406634,-0.9948339152882837,0.6721997412989669,1st,1st,4th,-1.2237630977398155,-1.2045339824417225,1.274382180262107
1.0,0.36972,4,2,1,1,1,1,1,True,sub-STSWD1265,551181,8,551181.0,-0.6567924851766581,-0.099138843100396,-1.0082311172506528,2nd,2nd,1st,-0.3560605005835892,-0.3672944272036021,-1.2670862814516963
0.0,0.39767,2,2,2,1,1,1,1,True,sub-STSWD1265,553612,8,553612.0,-0.19173448669151497,0.20220443975684518,-0.8452632756542984,2nd,3rd,1st,-0.3560605005835892,0.27550405315355353,-1.2670862814516963
0.0,0.37961,2,2,2,1,1,1,1,True,sub-STSWD1265,556044,8,556044.0,-0.7455526838307673,-0.11489851533589064,-1.5492226055904559,1st,2nd,1st,-1.2237630977398155,-0.3672944272036021,-1.2670862814516963
1.0,0.34648,1,3,1,1,1,1,1,True,sub-STSWD1265,560524,8,560524.0,-0.3072086767209005,2.069669217854048,-1.3046092823823743,2nd,4th,1st,-0.3560605005835892,1.3154439435146539,-1.2670862814516963
1.0,0.59343,3,3,2,1,1,1,1,True,sub-STSWD1265,562956,8,562956.0,1.2093743712361584,1.1598569559890786,0.9564008557004389,4th,4th,4th,1.2806414561706525,1.3154439435146539,1.274382180262107
1.0,0.93434,2,3,1,1,1,1,1,True,sub-STSWD1265,565388,8,565388.0,-1.7055331656954364,0.48088440852260744,-0.01425353064573004,1st,3rd,2nd,-1.2237630977398155,0.27550405315355353,-0.32700629739547654
1.0,0.40525,1,3,1,1,1,1,1,True,sub-STSWD1265,567820,8,567820.0,0.3913598342084305,-1.2711453274933182,-0.2107347529094199,3rd,1st,2nd,0.3186069532279873,-1.2045339824417225,-0.32700629739547654
1.0,0.61919,2,3,2,1,1,1,1,True,sub-STSWD1265,570252,8,570252.0,-1.2620045204341406,-0.24333244795132628,0.5737315514120558,1st,2nd,3rd,-1.2237630977398155,-0.3672944272036021,0.3398228792430293
1.0,0.34312,2,3,1,1,1,1,1,True,sub-STSWD1265,572684,8,572684.0,0.8956218402140973,-0.2469201268257864,-0.7097241580858333,4th,2nd,2nd,1.2806414561706525,-0.3672944272036021,-0.32700629739547654
1.0,0.49204,2,3,2,1,1,1,1,True,sub-STSWD1265,575116,8,575116.0,-0.14543989661545528,-1.0799144558555038,1.5879700197883369,2nd,1st,4th,-0.3560605005835892,-1.2045339824417225,1.274382180262107
0.0,0.52899,3,3,1,1,1,1,1,True,sub-STSWD1265,577548,8,577548.0,-1.591907442069237,-1.6925278125326528,-1.1680461496774273,1st,1st,1st,-1.2237630977398155,-1.2045339824417225,-1.2670862814516963
1.0,0.25888,1,1,1,1,1,1,1,True,sub-STSWD1265,582028,8,582028.0,-0.9770921967392572,0.47109808579246637,-0.3563265884075076,1st,3rd,2nd,-1.2237630977398155,0.27550405315355353,-0.32700629739547654
1.0,0.37387,1,1,1,1,1,1,1,True,sub-STSWD1265,584460,8,584460.0,-0.3881408207176376,0.6579631098611014,-1.0109346378291413,2nd,4th,1st,-0.3560605005835892,1.3154439435146539,-1.2670862814516963
1.0,0.30779,1,1,2,1,1,1,1,True,sub-STSWD1265,586892,8,586892.0,-0.12898306255085978,0.9296010196618995,0.5997396879954988,2nd,4th,3rd,-0.3560605005835892,1.3154439435146539,0.3398228792430293
1.0,0.26674,1,1,2,1,1,1,1,True,sub-STSWD1265,589324,8,589324.0,0.2846732024688895,0.5701671394353467,0.150878597492605,3rd,4th,3rd,0.3186069532279873,1.3154439435146539,0.3398228792430293
1.0,0.20989,1,1,1,1,1,1,1,False,sub-STSWD1265,591756,8,591756.0,-0.26272056138985705,-0.06896691682507156,0.3237025131881652,2nd,3rd,3rd,-0.3560605005835892,0.27550405315355353,0.3398228792430293
1.0,0.2886,1,1,2,1,1,1,1,True,sub-STSWD1265,594188,8,594188.0,1.0141539237405077,-0.1989130007205359,0.5239468353856754,4th,2nd,3rd,1.2806414561706525,-0.3672944272036021,0.3398228792430293
1.0,0.21656,1,1,2,1,1,1,1,False,sub-STSWD1265,596620,8,596620.0,1.1373250418437881,-0.28863585415878396,0.23320857190057775,4th,2nd,3rd,1.2806414561706525,-0.3672944272036021,0.3398228792430293
1.0,0.37943,1,1,1,1,1,1,1,True,sub-STSWD1265,599052,8,599052.0,0.2870223342938137,-0.9024515840623456,0.02679782722652436,3rd,1st,2nd,0.3186069532279873,-1.2045339824417225,-0.32700629739547654
0.0,0.645,2,3,2,1,1,1,1,True,sub-STSWD1265,626870,8,626870.0,0.5701766838997442,0.7271966845401728,0.7624326362491343,3rd,4th,4th,0.3186069532279873,1.3154439435146539,1.274382180262107
0.0,0.77296,4,3,1,1,1,1,1,True,sub-STSWD1265,629302,8,629302.0,-0.3442717176975078,-3.139819845502096,0.10179720965951874,2nd,1st,3rd,-0.3560605005835892,-1.2045339824417225,0.3398228792430293
1.0,0.3509,4,3,2,1,1,1,1,True,sub-STSWD1265,631734,8,631734.0,2.191429816898923,2.207676363398742,-1.8071275745020925,4th,4th,1st,1.2806414561706525,1.3154439435146539,-1.2670862814516963
1.0,0.29207,1,3,2,1,1,1,1,True,sub-STSWD1265,634166,8,634166.0,1.0465447372629468,-0.85549668450873,1.4840630863582371,4th,1st,4th,1.2806414561706525,-1.2045339824417225,1.274382180262107
1.0,0.34083,4,3,2,1,1,1,1,True,sub-STSWD1265,636598,8,636598.0,-0.707078429110224,0.4033813003802382,-1.3013121473116183,1st,3rd,1st,-1.2237630977398155,0.27550405315355353,-1.2670862814516963
