n_folds_analyzed,held_out_subject_count,waveform_correlation_mean,peak_amplitude_error_mean_uv,peak_latency_error_mean_seconds,baseline_mean_abs_error_mean_uv,distribution_distance_mean,positive_waveform_correlation,positive_peak_amplitude_real_uv,positive_peak_amplitude_generated_uv,positive_peak_amplitude_error_uv,positive_peak_latency_real_seconds,positive_peak_latency_generated_seconds,positive_peak_latency_error_seconds,positive_baseline_mean_real_uv,positive_baseline_mean_generated_uv,positive_baseline_mean_abs_error_uv,positive_distribution_distance,positive_real_trial_count,positive_generated_trial_count,negative_waveform_correlation,negative_peak_amplitude_real_uv,negative_peak_amplitude_generated_uv,negative_peak_amplitude_error_uv,negative_peak_latency_real_seconds,negative_peak_latency_generated_seconds,negative_peak_latency_error_seconds,negative_baseline_mean_real_uv,negative_baseline_mean_generated_uv,negative_baseline_mean_abs_error_uv,negative_distribution_distance,negative_real_trial_count,negative_generated_trial_count
5,5,0.05079482864570126,0.0015025176769540849,0.04705882352941171,0.002555760967218046,1978.3013139253658,-0.3136718661047003,1.8752671167021617e-06,-0.0012119925813749433,0.0012138678484916454,-0.04313725490196074,0.04313725490196074,0.08627450980392148,-8.640145265914612e-10,0.00246244459412992,0.0024624454581444466,1777.238939143562,347,20,0.41526152339610284,-3.174795438098954e-06,-0.0017943423008546233,0.0017911675054165244,-0.0117647058823529,-0.0039215686274509665,0.007843137254901933,3.5319767111019473e-09,0.0026490800082683563,0.0026490764762916452,2179.3636887071693,314,20
