n_folds_analyzed,held_out_subject_count,waveform_correlation_mean,peak_amplitude_error_mean_uv,peak_latency_error_mean_seconds,baseline_mean_abs_error_mean_uv,distribution_distance_mean,positive_waveform_correlation,positive_peak_amplitude_real_uv,positive_peak_amplitude_generated_uv,positive_peak_amplitude_error_uv,positive_peak_latency_real_seconds,positive_peak_latency_generated_seconds,positive_peak_latency_error_seconds,positive_baseline_mean_real_uv,positive_baseline_mean_generated_uv,positive_baseline_mean_abs_error_uv,positive_distribution_distance,positive_real_trial_count,positive_generated_trial_count,negative_waveform_correlation,negative_peak_amplitude_real_uv,negative_peak_amplitude_generated_uv,negative_peak_amplitude_error_uv,negative_peak_latency_real_seconds,negative_peak_latency_generated_seconds,negative_peak_latency_error_seconds,negative_baseline_mean_real_uv,negative_baseline_mean_generated_uv,negative_baseline_mean_abs_error_uv,negative_distribution_distance,negative_real_trial_count,negative_generated_trial_count
5,10,-0.00850720295392024,0.0014372872655030733,0.06666666666666665,0.001092795470804687,635.373307881831,-0.4303252043466584,2.808699036904727e-06,-0.0017146158497780561,0.0017174245488149609,-0.04313725490196074,0.027450980392156876,0.07058823529411762,1.4527736347247355e-08,0.0010351779637858272,0.00103516343604948,521.8747596060969,604,40,0.4133107984388179,-4.0837726373865735e-06,-0.0011612337548285723,0.0011571499821911857,-0.019607843137254943,0.04313725490196074,0.06274509803921569,-2.9799069028307867e-12,0.001150427502579987,0.001150427505559894,748.8718561575652,607,40
