probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,subj_idx,stim_onset,stim_code,is_valid_trial,is_missing_response,is_rt_outlier,resp_onset_sample,response_sample,response_sample_source,trial_index,subject_id,cpp_channels,sampling_frequency,pre_response_slope,late_amplitude,post_response_amplitude,post_response_drop,pre_response_monotonicity,epoch_n_times,tensor_row_index,pre_response_slope_z,late_amplitude_z,post_response_drop_z,pre_response_monotonicity_z,cpp_score,morphology_gate,cpp_label,cpp_threshold,task_proxy_label
1.0,0.67235,2,2,1,1,1,1,1,sub-STSWD1117,799332,8,True,False,False,799332.0,799504,stim_onset_plus_probe_rt,246,sub-1117,"CP1,CPz,CP2,Pz",256.0,-7.813663607432932e-07,9.919646e-06,7.929178e-06,1.9904683e-06,0.21952638574764308,206,246,0.015083268368735974,2.203317,0.7751666,0.5110407545641867,0.9283106124992272,0,0,0.004399449557834897,1
1.0,0.47425,1,2,2,1,1,1,1,sub-STSWD1117,801763,8,True,False,False,801763.0,801884,stim_onset_plus_probe_rt,247,sub-1117,"CP1,CPz,CP2,Pz",256.0,-2.417985702733335e-06,-1.7907391e-06,4.458515e-06,-6.249254e-06,0.05025996061613072,206,247,-0.03862966264516129,-0.6895309,-2.539228,0.08217348256829442,-0.921800512261812,0,0,0.004399449557834897,1
1.0,0.53351,1,2,2,1,1,1,1,sub-STSWD1117,804195,8,True,False,False,804195.0,804332,stim_onset_plus_probe_rt,248,sub-1117,"CP1,CPz,CP2,Pz",256.0,2.7164007913501996e-05,-3.6927645e-07,2.833839e-06,-3.2031155e-06,-0.008030494278618487,206,248,0.9322348148761277,-0.3383832,-1.3139312,-0.0655159859998975,-0.21509645789674045,0,0,0.004399449557834897,1
1.0,0.29745,2,2,2,1,1,1,1,sub-STSWD1117,806627,8,True,False,False,806627.0,806703,stim_onset_plus_probe_rt,249,sub-1117,"CP1,CPz,CP2,Pz",256.0,7.656237571443465e-07,4.2556035e-06,5.3583467e-06,-1.1027432e-06,-0.08983503788416394,206,249,0.06585461840071256,0.8041133,-0.46906513,-0.27278267474647655,0.07557470849355015,0,0,0.004399449557834897,1
0.0,0.60532,1,2,1,1,1,1,1,sub-STSWD1117,809060,8,True,False,False,809060.0,809215,stim_onset_plus_probe_rt,250,sub-1117,"CP1,CPz,CP2,Pz",256.0,-3.201181428631395e-05,4.5984893e-06,-1.2307531e-06,5.8292426e-06,0.35263356197851187,206,250,-1.009882557172323,0.88881737,2.3192978,0.8482919933072304,0.7492510285561522,0,0,0.004399449557834897,1
1.0,0.33036,1,2,1,1,1,1,1,sub-STSWD1117,811492,8,True,False,False,811492.0,811577,stim_onset_plus_probe_rt,251,sub-1117,"CP1,CPz,CP2,Pz",256.0,-2.545548073237152e-05,1.9082334e-07,2.384735e-07,-4.7650147e-08,0.01570380115713618,206,251,-0.7947073586079444,-0.20002022,-0.044658247,-0.005380832035559044,-0.29773607024661286,0,0,0.004399449557834897,1
1.0,1.1956,3,4,1,1,1,1,1,sub-STSWD1118,162453,8,True,False,False,162453.0,162759,stim_onset_plus_probe_rt,0,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.825404691963319e-06,-2.4782896e-06,-2.005322e-06,-4.729677e-07,-0.7420450757841726,206,252,-0.08204847743222353,-1.1582196,-0.17079042,-1.922293543375288,-0.677772926852666,0,0,-0.009778781723163639,1
1.0,0.96168,3,4,1,1,1,1,1,sub-STSWD1118,164884,8,True,False,False,164884.0,165130,stim_onset_plus_probe_rt,1,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.392707700625737e-05,1.4149356e-06,9.013599e-07,5.135757e-07,-0.27055905341450437,206,253,-0.5725272624255948,0.31357592,0.34324464,-0.8255228766048951,-0.09384803864740855,0,0,-0.009778781723163639,1
0.0,1.1194,1,4,2,1,1,1,1,sub-STSWD1118,167316,8,True,False,False,167316.0,167603,stim_onset_plus_probe_rt,2,sub-1118,"CP1,CPz,CP2,Pz",256.0,3.365619456678767e-05,1.255508e-06,4.1027657e-09,1.2514053e-06,0.26076894793559596,206,254,1.3560148944786266,0.25330588,0.72768825,0.4104521866338386,0.726352892267691,1,1,-0.009778781723163639,1
1.0,0.97537,4,4,2,1,1,1,1,sub-STSWD1118,169748,8,True,False,False,169748.0,169998,stim_onset_plus_probe_rt,3,sub-1118,"CP1,CPz,CP2,Pz",256.0,-4.738562292987736e-07,-1.2685664e-08,6.3663236e-07,-6.4931805e-07,0.4626575511851813,206,255,-0.02727044092528846,-0.22612225,-0.26267716,0.8800854047863431,-0.021722041888660146,0,0,-0.009778781723163639,1
1.0,0.88334,4,4,1,1,1,1,1,sub-STSWD1118,172180,8,True,False,False,172180.0,172406,stim_onset_plus_probe_rt,4,sub-1118,"CP1,CPz,CP2,Pz",256.0,8.032912274768147e-06,1.7673035e-06,-6.000199e-07,2.3673233e-06,-0.35750838888044284,206,256,0.3175074849458615,0.44678512,1.3091335,-1.0277843989188065,0.44558112494448204,1,1,-0.009778781723163639,1
0.0,1.3052,4,4,2,1,1,1,1,sub-STSWD1118,174612,8,True,False,False,174612.0,174946,stim_onset_plus_probe_rt,5,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.325266795298405e-05,7.722155e-07,2.0280257e-07,5.694129e-07,0.31348644209165555,206,257,0.5290633225625847,0.070601925,0.37233847,0.5330836082938275,0.3538701502172032,1,1,-0.009778781723163639,1
1.0,1.2401,1,4,2,1,1,1,1,sub-STSWD1118,179476,8,True,False,False,179476.0,179793,stim_onset_plus_probe_rt,6,sub-1118,"CP1,CPz,CP2,Pz",256.0,-3.527246520129646e-05,6.3484913e-07,8.3068204e-07,-1.9583291e-07,-0.6967684080101371,206,258,-1.4376523290453942,0.018671917,-0.026390279,-1.8169709701755759,-0.6725303360135256,0,0,-0.009778781723163639,1
0.0,1.352,3,3,2,1,1,1,1,sub-STSWD1118,183956,8,True,False,False,183956.0,184302,stim_onset_plus_probe_rt,7,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.7064649765684902e-05,9.2591233e-07,2.4697713e-06,-1.543859e-06,-0.01688989606587594,206,259,0.6835623173586944,0.12870549,-0.72877467,-0.23543774651761723,-0.009778781723163639,0,0,-0.009778781723163639,1
1.0,1.2888,2,3,2,1,1,1,1,sub-STSWD1118,186388,8,True,False,False,186388.0,186718,stim_onset_plus_probe_rt,8,sub-1118,"CP1,CPz,CP2,Pz",256.0,-4.086570516379496e-05,5.5471816e-07,4.95298e-07,5.942013e-08,-0.43577578560705754,206,260,-1.6643454231677886,-0.011620808,0.10660845,-1.2098499975187331,-0.621223651402048,0,0,-0.009778781723163639,1
1.0,0.65978,2,3,2,1,1,1,1,sub-STSWD1118,188820,8,True,False,False,188820.0,188989,stim_onset_plus_probe_rt,9,sub-1118,"CP1,CPz,CP2,Pz",256.0,4.143678432795674e-06,-5.436701e-07,1.5472914e-06,-2.0909615e-06,0.12884860741953097,206,261,0.15987747813163064,-0.42685568,-1.0138407,0.10357912367177131,-0.3511512339180597,0,0,-0.009778781723163639,1
1.0,0.62576,2,3,2,1,1,1,1,sub-STSWD1118,191252,8,True,False,False,191252.0,191412,stim_onset_plus_probe_rt,10,sub-1118,"CP1,CPz,CP2,Pz",256.0,3.860474863922202e-05,1.7499035e-06,6.8014197e-07,1.0697615e-06,0.30367182473148446,206,262,1.5565789756969493,0.44020724,0.6330434,0.5102528478566256,0.8242731574242342,1,1,-0.009778781723163639,1
1.0,0.89466,1,3,1,1,1,1,1,sub-STSWD1118,196116,8,True,False,False,196116.0,196345,stim_onset_plus_probe_rt,11,sub-1118,"CP1,CPz,CP2,Pz",256.0,-5.102820461490726e-05,1.9971878e-06,2.0525401e-06,-5.5352302e-08,0.04397098281521073,206,263,-2.076229851519882,0.53369063,0.046806667,-0.0938631853563832,-0.4407611845166858,0,0,-0.009778781723163639,1
0.0,0.91459,2,3,1,1,1,1,1,sub-STSWD1118,198548,8,True,False,False,198548.0,198782,stim_onset_plus_probe_rt,12,sub-1118,"CP1,CPz,CP2,Pz",256.0,-2.8899918516810553e-05,-3.6860283e-06,-3.7496316e-06,6.360324e-08,-0.7796311353915575,206,264,-1.179374061881579,-1.6147932,0.10878804,-2.0097262257900854,-1.0543549465529771,0,0,-0.009778781723163639,1
1.0,0.4975,2,3,2,1,1,1,1,sub-STSWD1118,200980,8,True,False,False,200980.0,201107,stim_onset_plus_probe_rt,13,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.5727611444089252e-05,2.4205196e-06,3.1909913e-06,-7.704716e-07,0.47038691292657886,206,265,-0.6455026265298922,0.6937271,-0.32580382,0.8980654441270969,0.048986672933932475,0,0,-0.009778781723163639,1
0.0,1.0044,1,2,1,1,1,1,1,sub-STSWD1118,205460,8,True,False,False,205460.0,205717,stim_onset_plus_probe_rt,14,sub-1118,"CP1,CPz,CP2,Pz",256.0,-2.9873583615870153e-05,-3.2359646e-06,-4.220757e-06,9.847925e-07,-0.33901956110993803,206,266,-1.2188365479227126,-1.4446511,0.58877057,-0.9847756924045747,-0.7334585578902152,0,0,-0.009778781723163639,1
1.0,0.59417,4,2,1,1,1,1,1,sub-STSWD1118,212756,8,True,False,False,212756.0,212908,stim_onset_plus_probe_rt,15,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.2905066989833906e-05,4.177647e-07,1.9079246e-07,2.2697225e-07,0.4419019284561396,206,267,-0.5311053648491458,-0.06339471,0.19391091,0.8318036804091196,0.004375050460891324,0,0,-0.009778781723163639,1
1.0,0.4103,1,2,2,1,1,1,1,sub-STSWD1118,215188,8,True,False,False,215188.0,215293,stim_onset_plus_probe_rt,16,sub-1118,"CP1,CPz,CP2,Pz",256.0,-6.920824780389059e-06,4.6512755e-06,6.681653e-06,-2.0303773e-06,0.07539376748521294,206,268,-0.2885650140806267,1.5370424,-0.9822734,-0.020767511552336363,0.07309148848360376,0,0,-0.009778781723163639,1
1.0,0.52213,1,2,1,1,1,1,1,sub-STSWD1118,217620,8,True,False,False,217620.0,217754,stim_onset_plus_probe_rt,17,sub-1118,"CP1,CPz,CP2,Pz",256.0,-3.7172979755416163e-05,-4.777204e-06,-4.87784e-06,1.0063604e-07,-0.5680189578059806,206,269,-1.5146798707898368,-2.0273015,0.12808387,-1.5174740314603496,-1.1921813047476106,0,0,-0.009778781723163639,1
1.0,0.46397,4,2,2,1,1,1,1,sub-STSWD1118,220052,8,True,False,False,220052.0,220171,stim_onset_plus_probe_rt,18,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.539142422296878e-05,-6.819747e-06,-8.340953e-06,1.5212063e-06,-0.4518773108325711,206,270,1.021045114170044,-2.7994647,0.8682672,-1.2473053614526415,-0.43823002589343324,0,0,-0.009778781723163639,1
0.0,0.75294,1,2,2,1,1,1,1,sub-STSWD1118,222484,8,True,False,False,222484.0,222677,stim_onset_plus_probe_rt,19,sub-1118,"CP1,CPz,CP2,Pz",256.0,-3.4842568344572295e-05,2.8031154e-06,3.8074493e-06,-1.0043339e-06,0.31902706275820003,206,271,-1.4202286802733577,0.83836365,-0.44765693,0.5459721986962028,-0.2161531037020769,0,0,-0.009778781723163639,1
0.0,0.4587,1,1,2,1,1,1,1,sub-STSWD1118,226964,8,True,False,False,226964.0,227081,stim_onset_plus_probe_rt,20,sub-1118,"CP1,CPz,CP2,Pz",256.0,-2.3889251053097606e-05,1.721185e-06,3.5888863e-06,-1.8677014e-06,0.6372245091158895,206,272,-0.9762925351487087,0.42935047,-0.89751166,1.2861630184629325,-0.22896349183823683,0,0,-0.009778781723163639,1
1.0,0.35868,1,1,1,1,1,1,1,sub-STSWD1118,229396,8,True,False,False,229396.0,229488,stim_onset_plus_probe_rt,21,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.0542206443991853e-05,-3.974809e-07,-5.3891563e-07,1.4143473e-07,0.597815949618938,206,273,0.8245071165586286,-0.3715903,0.14934188,1.194490837262948,0.3427154657062795,0,0,-0.009778781723163639,1
0.0,0.83164,1,1,1,1,1,1,1,sub-STSWD1118,231828,8,True,False,False,231828.0,232041,stim_onset_plus_probe_rt,22,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.5650325247642374e-05,6.3806745e-08,2.4852254e-06,-2.4214187e-06,0.15100842433116515,206,274,-0.6423702297217875,-0.19720504,-1.1860242,0.15512728420372263,-0.5565816609982496,0,0,-0.009778781723163639,1
1.0,0.41559,1,1,2,1,1,1,1,sub-STSWD1118,234260,8,True,False,False,234260.0,234366,stim_onset_plus_probe_rt,23,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.5633083056199526e-05,2.7535832e-06,2.7854408e-06,-3.1857553e-08,0.2272591126919158,206,275,0.6255411544921385,0.81963843,0.059048526,0.33250161630969594,0.4772796913452221,0,0,-0.009778781723163639,1
1.0,0.39252,1,1,2,1,1,1,1,sub-STSWD1118,236692,8,True,False,False,236692.0,236792,stim_onset_plus_probe_rt,24,sub-1118,"CP1,CPz,CP2,Pz",256.0,8.102913572936494e-07,1.1862875e-06,-2.1011333e-06,3.287421e-06,-0.4041774934977631,206,276,0.024775849179598058,0.22713776,1.7885473,-1.1363460583535028,0.4206536733660848,1,1,-0.009778781723163639,1
1.0,0.40642,1,1,1,1,1,1,1,sub-STSWD1118,239124,8,True,False,False,239124.0,239228,stim_onset_plus_probe_rt,25,sub-1118,"CP1,CPz,CP2,Pz",256.0,3.198596152383526e-05,7.925163e-06,2.4083265e-06,5.5168366e-06,0.5159335563445545,206,277,1.2883206244399765,2.7747033,2.950177,1.0040160346019082,2.147202531499083,1,1,-0.009778781723163639,1
1.0,0.28936,1,1,1,1,1,1,1,sub-STSWD1118,241556,8,True,False,False,241556.0,241630,stim_onset_plus_probe_rt,26,sub-1118,"CP1,CPz,CP2,Pz",256.0,-8.099602854625427e-06,-1.0697495e-06,6.2230816e-07,-1.6920576e-06,-0.1348820857307737,206,278,-0.33634069521069426,-0.6257348,-0.8059931,-0.5099111484692969,-0.5780069016129411,0,0,-0.009778781723163639,1
1.0,0.26335,1,1,2,1,1,1,1,sub-STSWD1118,243988,8,True,False,False,243988.0,244055,stim_onset_plus_probe_rt,27,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.0190755677772857e-05,2.3848577e-06,2.4321052e-06,-4.7247568e-08,0.7015379009103216,206,279,0.810262874909772,0.6802454,0.05102961,1.4357688142957097,0.6455492265461807,0,0,-0.009778781723163639,1
1.0,0.59516,1,4,2,1,1,1,1,sub-STSWD1118,248467,8,True,False,False,248467.0,248619,stim_onset_plus_probe_rt,28,sub-1118,"CP1,CPz,CP2,Pz",256.0,4.744373220040249e-05,2.5469767e-06,3.4562063e-06,-9.092296e-07,0.2679609554876527,206,280,1.9148215230962407,0.741533,-0.39810318,0.4271822327943638,0.7062406980976255,0,0,-0.009778781723163639,1
1.0,0.67013,4,4,1,1,1,1,1,sub-STSWD1118,250899,8,True,False,False,250899.0,251071,stim_onset_plus_probe_rt,29,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.6448981386561296e-05,-4.2176546e-07,-4.8561526e-07,6.38498e-08,0.6602993066779814,206,281,0.6586093793920379,-0.3807708,0.10891651,1.3398396067540799,0.30190711254086317,0,0,-0.009778781723163639,1
1.0,0.45903,2,4,2,1,1,1,1,sub-STSWD1118,253331,8,True,False,False,253331.0,253449,stim_onset_plus_probe_rt,30,sub-1118,"CP1,CPz,CP2,Pz",256.0,-4.732134025528607e-05,2.4111782e-06,1.936632e-06,4.7454614e-07,0.20701213394452003,206,282,-1.9259912497776488,0.6901956,0.32290846,0.28540309943477493,-0.22005303397325476,0,0,-0.009778781723163639,1
1.0,0.67105,2,4,2,1,1,1,1,sub-STSWD1118,255763,8,True,False,False,255763.0,255935,stim_onset_plus_probe_rt,31,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.3172005898128768e-05,4.403979e-06,1.81171e-06,2.5922689e-06,-0.008230829052176631,206,283,0.9310924551417737,1.4435543,1.4263406,-0.21529502700603353,1.0552399439467843,1,1,-0.009778781723163639,1
0.0,0.55594,2,4,1,1,1,1,1,sub-STSWD1118,258195,8,True,False,False,258195.0,258337,stim_onset_plus_probe_rt,32,sub-1118,"CP1,CPz,CP2,Pz",256.0,5.061950320633634e-05,-1.9964018e-06,-3.1781165e-06,1.1817147e-06,0.4064568170892304,206,284,2.0435349987179343,-0.97604656,0.6913762,0.7493512712533804,0.6095829375453811,0,0,-0.009778781723163639,1
1.0,0.85682,1,4,1,1,1,1,1,sub-STSWD1118,260627,8,True,False,False,260627.0,260846,stim_onset_plus_probe_rt,33,sub-1118,"CP1,CPz,CP2,Pz",256.0,3.717603210948013e-05,1.5800812e-06,1.304298e-06,2.7578312e-07,0.8044787905445767,206,285,1.4986733301457935,0.3760076,0.21934365,1.6752298858979093,0.8376112877637587,1,1,-0.009778781723163639,1
1.0,0.80884,3,4,1,1,1,1,1,sub-STSWD1118,263059,8,True,False,False,263059.0,263266,stim_onset_plus_probe_rt,34,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.3587580017585477e-05,2.8692477e-06,-1.1280182e-06,3.997266e-06,0.2875923810589685,206,286,-0.5587675054111848,0.8633643,2.1584098,0.472848850025752,0.7712660093656983,0,0,-0.009778781723163639,1
1.0,0.68167,3,4,1,1,1,1,1,sub-STSWD1118,265491,8,True,False,False,265491.0,265666,stim_onset_plus_probe_rt,35,sub-1118,"CP1,CPz,CP2,Pz",256.0,-6.397656157080452e-06,7.826108e-07,1.7458295e-06,-9.632188e-07,-0.08398479993139366,206,287,-0.2673610759766367,0.074531764,-0.42623407,-0.39151389503126893,-0.23280580748188337,0,0,-0.009778781723163639,1
1.0,0.24856,4,1,2,1,1,1,1,sub-STSWD1118,269971,8,True,False,False,269971.0,270035,stim_onset_plus_probe_rt,36,sub-1118,"CP1,CPz,CP2,Pz",256.0,-6.360251724177759e-06,-1.7854555e-06,-2.8398447e-06,1.0543891e-06,-0.09193230062182081,206,288,-0.2658450804739483,-0.89630044,0.6250337,-0.41000136914044566,-0.21203214956745603,0,0,-0.009778781723163639,1
1.0,0.32954,4,1,1,1,1,1,1,sub-STSWD1118,272403,8,True,False,False,272403.0,272487,stim_onset_plus_probe_rt,37,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.7207216806422248e-05,2.6290168e-06,3.0651313e-06,-4.3611453e-07,0.5617470124784204,206,289,-0.705470788081381,0.77254736,-0.1515882,1.1105872847493838,0.1345091477158309,0,0,-0.009778781723163639,1
0.0,0.64552,4,1,1,1,1,1,1,sub-STSWD1118,274835,8,True,False,False,274835.0,275000,stim_onset_plus_probe_rt,38,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.861574847323288e-05,-6.3033076e-07,-2.5056058e-06,1.8752751e-06,0.012480890970721855,206,290,0.7464280924123053,-0.45961687,1.0527534,-0.16711542909280927,0.3588591304754842,0,0,-0.009778781723163639,1
1.0,0.31532,4,1,2,1,1,1,1,sub-STSWD1118,277267,8,True,False,False,277267.0,277348,stim_onset_plus_probe_rt,39,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.1206180210624007e-05,5.246387e-06,1.6783138e-06,3.5680732e-06,0.18221366105503772,206,291,0.44611951154970686,1.7620184,1.9347801,0.22771689803014397,1.2162218638766624,1,1,-0.009778781723163639,1
1.0,0.30832,4,1,2,1,1,1,1,sub-STSWD1118,279699,8,True,False,False,279699.0,279778,stim_onset_plus_probe_rt,40,sub-1118,"CP1,CPz,CP2,Pz",256.0,-2.469437611079585e-05,2.3072518e-07,1.746662e-06,-1.5159368e-06,-0.5309805697566895,206,292,-1.0089241210825894,-0.13410316,-0.7142259,-1.4313153424863818,-0.7351173841870982,0,0,-0.009778781723163639,1
1.0,0.39033,4,1,2,1,1,1,1,sub-STSWD1118,282131,8,True,False,False,282131.0,282231,stim_onset_plus_probe_rt,41,sub-1118,"CP1,CPz,CP2,Pz",256.0,5.198993293807919e-05,2.346611e-06,-6.8788296e-07,3.0344938e-06,0.6736065166383852,206,293,2.099078289949683,0.6657866,1.6567605,1.3707948352203918,1.4591493673407165,1,1,-0.009778781723163639,1
1.0,0.29121,4,1,2,1,1,1,1,sub-STSWD1118,284563,8,True,False,False,284563.0,284638,stim_onset_plus_probe_rt,42,sub-1118,"CP1,CPz,CP2,Pz",256.0,-6.777021692994498e-06,6.169222e-07,9.194151e-07,-3.0249288e-07,-0.5711539320960276,206,294,-0.28273669864191914,0.011894816,-0.08196509,-1.5247666078661612,-0.3186257930908259,0,0,-0.009778781723163639,1
1.0,0.27814,4,1,2,1,1,1,1,sub-STSWD1118,286995,8,True,False,False,286995.0,287066,stim_onset_plus_probe_rt,43,sub-1118,"CP1,CPz,CP2,Pz",256.0,-5.327082629371398e-06,5.996538e-08,2.550072e-06,-2.4901065e-06,0.08302466166986126,206,295,-0.2239709072892411,-0.19865723,-1.2218138,-0.0030165274173515927,-0.47027148528325535,0,0,-0.009778781723163639,1
0.0,1.017,4,3,1,1,1,1,1,sub-STSWD1118,291475,8,True,False,False,291475.0,291735,stim_onset_plus_probe_rt,44,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.5301537899835874e-05,-2.906245e-06,-1.5612551e-06,-1.34499e-06,0.3632821067455815,206,296,-0.6282339359823571,-1.3200039,-0.6251547,0.6489182709000941,-0.6425523833528157,0,0,-0.009778781723163639,1
1.0,1.2089,4,3,2,1,1,1,1,sub-STSWD1118,293907,8,True,False,False,293907.0,294216,stim_onset_plus_probe_rt,45,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.141778675259819e-05,-1.3338026e-06,-1.8315243e-06,4.9772166e-07,-0.34414963190521825,206,297,0.8599942422034127,-0.72555745,0.33498397,-0.9967092617995702,-0.008266817280275451,0,0,-0.009778781723163639,1
1.0,1.3559,3,3,2,1,1,1,1,sub-STSWD1118,296339,8,True,False,False,296339.0,296686,stim_onset_plus_probe_rt,46,sub-1118,"CP1,CPz,CP2,Pz",256.0,5.336744485866946e-05,-1.6125706e-07,-2.3467733e-06,2.1855162e-06,0.10210620439597826,206,298,2.1549086211285364,-0.2822882,1.2144035,0.041370952477699105,0.8879169753595363,0,0,-0.009778781723163639,1
1.0,0.71186,3,3,2,1,1,1,1,sub-STSWD1118,298771,8,True,False,False,298771.0,298953,stim_onset_plus_probe_rt,47,sub-1118,"CP1,CPz,CP2,Pz",256.0,-2.363716501474894e-05,-2.3408354e-06,-3.4471113e-06,1.1062759e-06,-0.6776257329425315,206,299,-0.9660755295488295,-1.1062564,0.65206915,-1.7724412842431145,-0.6589952531556941,0,0,-0.009778781723163639,1
1.0,0.79273,1,3,1,1,1,1,1,sub-STSWD1118,301203,8,True,False,False,301203.0,301406,stim_onset_plus_probe_rt,48,sub-1118,"CP1,CPz,CP2,Pz",256.0,-5.182508803524173e-05,1.7556995e-06,3.5765156e-06,-1.8208161e-06,0.3342706053977474,206,300,-2.108527405249324,0.44239834,-0.8730822,0.5814317237542139,-0.64242726411903,0,0,-0.009778781723163639,1
1.0,0.54871,1,3,2,1,1,1,1,sub-STSWD1118,303635,8,True,False,False,303635.0,303775,stim_onset_plus_probe_rt,49,sub-1118,"CP1,CPz,CP2,Pz",256.0,-7.452504142132853e-06,2.8587494e-06,2.990724e-06,-1.319745e-07,0.4610727462892808,206,301,-0.310113891011142,0.8593955,0.0068829283,0.8763988320356986,0.28410398780466706,0,0,-0.009778781723163639,1
1.0,1.2466,4,3,2,1,1,1,1,sub-STSWD1118,306067,8,True,False,False,306067.0,306386,stim_onset_plus_probe_rt,50,sub-1118,"CP1,CPz,CP2,Pz",256.0,4.617369500802352e-06,-1.9381716e-06,-2.5208951e-06,5.827235e-07,0.10064626365283838,206,302,0.17907609907129213,-0.95403326,0.3792739,0.037974838687832926,-0.10762738448940122,0,0,-0.009778781723163639,1
1.0,0.61561,4,3,2,1,1,1,1,sub-STSWD1118,308499,8,True,False,False,308499.0,308657,stim_onset_plus_probe_rt,51,sub-1118,"CP1,CPz,CP2,Pz",256.0,8.362660138608091e-06,4.6845216e-06,2.5535396e-06,2.130982e-06,0.5966120351788559,206,303,0.3308721115371253,1.5496107,1.1859887,1.1916902917949252,1.0463761874421613,1,1,-0.009778781723163639,1
0.0,0.51953,2,2,1,1,1,1,1,sub-STSWD1118,312979,8,True,False,False,312979.0,313112,stim_onset_plus_probe_rt,52,sub-1118,"CP1,CPz,CP2,Pz",256.0,1.612912114334454e-06,2.723571e-06,2.397553e-06,3.2601793e-07,0.6967153023048889,206,304,0.05730593622044835,0.8082927,0.24551833,1.4245504866314818,0.5209691980670763,1,1,-0.009778781723163639,1
0.0,0.49237,2,2,1,1,1,1,1,sub-STSWD1118,315411,8,True,False,False,315411.0,315537,stim_onset_plus_probe_rt,53,sub-1118,"CP1,CPz,CP2,Pz",256.0,2.4598562972255315e-05,1.8358659e-06,1.2742598e-06,5.6160604e-07,0.6471718297448146,206,305,0.9889105783126376,0.47270447,0.36827073,1.3093024732105667,0.7098677171678199,1,1,-0.009778781723163639,1
1.0,0.53734,3,2,1,1,1,1,1,sub-STSWD1118,317843,8,True,False,False,317843.0,317981,stim_onset_plus_probe_rt,54,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.7151432675672396e-06,-7.5705816e-07,1.9018165e-06,-2.6588746e-06,0.0508489131450841,206,306,-0.07757960006842736,-0.5075249,-1.3097498,-0.07786374555118566,-0.5525103491780121,0,0,-0.009778781723163639,1
1.0,0.3562,3,2,2,1,1,1,1,sub-STSWD1118,320275,8,True,False,False,320275.0,320366,stim_onset_plus_probe_rt,55,sub-1118,"CP1,CPz,CP2,Pz",256.0,5.224082881239757e-05,-1.6301133e-06,-6.069742e-06,4.439629e-06,-0.3598330480528292,206,307,2.10924705839751,-0.8375748,2.3889015,-1.033192020501516,0.8982793543574548,0,0,-0.009778781723163639,1
0.0,0.70926,2,2,2,1,1,1,1,sub-STSWD1118,322707,8,True,False,False,322707.0,322889,stim_onset_plus_probe_rt,56,sub-1118,"CP1,CPz,CP2,Pz",256.0,-1.0122744695741586e-05,1.1646945e-06,7.5204234e-06,-6.355729e-06,-0.173435024038751,206,308,-0.4183383006926926,0.21897474,-3.2359831,-0.5995929838744737,-1.0671837676093838,0,0,-0.009778781723163639,1
1.0,0.38115,3,2,1,1,1,1,1,sub-STSWD1118,325139,8,True,False,False,325139.0,325237,stim_onset_plus_probe_rt,57,sub-1118,"CP1,CPz,CP2,Pz",256.0,6.096016502719293e-05,1.1455329e-06,-9.049644e-07,2.0504972e-06,0.37801364064405807,206,309,2.46264031856124,0.21173088,1.1440524,0.6831867613532743,1.188576276584913,1,1,-0.009778781723163639,1
1.0,0.56713,3,2,1,1,1,1,1,sub-STSWD1118,327571,8,True,False,False,327571.0,327716,stim_onset_plus_probe_rt,58,sub-1118,"CP1,CPz,CP2,Pz",256.0,-7.88433860993551e-06,3.5696803e-06,3.0822496e-06,4.874307e-07,0.5354215267106203,206,310,-0.32761607084094363,1.128156,0.32962194,1.0493489463708885,0.4728103685506513,0,0,-0.009778781723163639,1
0.0,0.59797,2,2,1,1,1,1,1,sub-STSWD1118,330002,8,True,False,False,330002.0,330155,stim_onset_plus_probe_rt,59,sub-1118,"CP1,CPz,CP2,Pz",256.0,-8.343488354092474e-07,6.1038586e-06,7.891193e-06,-1.787334e-06,0.4736652762327377,206,311,-0.041881146855188164,2.086177,-0.8556365,0.9056915720261595,0.4690015063884259,0,0,-0.009778781723163639,1
