,subj_idx,mode,type,rt,acc,item_1,item_2,item_cue
3735,ACC026,mem,resp,994,1,mem1.3.2.bmp,mem2.3.1.bmp,mem2.3.3.bmp
3736,ACC026,mem,resp,1061,1,mem1.1.2.bmp,mem3.1.3.bmp,mem1.1.2.bmp
3737,ACC026,mem,resp,1088,1,mem1.2.3.bmp,mem3.2.2.bmp,mem3.2.2.bmp
3738,ACC026,mem,resp,682,1,mem3.1.2.bmp,mem3.1.1.bmp,mem3.3.1.bmp
3739,ACC026,mem,resp,735,0,mem2.2.3.bmp,mem2.3.3.bmp,mem2.3.3.bmp
3740,ACC026,mem,resp,821,0,mem2.2.1.bmp,mem2.1.3.bmp,mem2.2.1.bmp
3741,ACC026,mem,resp,822,1,mem1.3.1.bmp,mem1.2.2.bmp,mem2.2.2.bmp
3742,ACC026,mem,resp,1079,0,mem1.3.3.bmp,mem2.1.2.bmp,mem3.1.3.bmp
3743,ACC026,mem,resp,833,0,mem2.3.1.bmp,mem3.2.3.bmp,mem2.1.1.bmp
3744,ACC026,mem,resp,586,1,mem3.3.1.bmp,mem3.3.3.bmp,mem1.2.3.bmp
3745,ACC026,mem,resp,831,1,mem3.1.1.bmp,mem2.2.1.bmp,mem3.2.1.bmp
3746,ACC026,mem,resp,655,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.3.2.bmp
3747,ACC026,mem,resp,606,0,mem2.1.3.bmp,mem1.3.1.bmp,mem2.1.3.bmp
3748,ACC026,mem,resp,680,1,mem2.1.1.bmp,mem1.3.2.bmp,mem1.1.2.bmp
3749,ACC026,mem,resp,712,1,mem3.2.1.bmp,mem3.3.3.bmp,mem1.1.1.bmp
3750,ACC026,mem,resp,869,1,mem3.1.3.bmp,mem3.3.2.bmp,mem3.3.2.bmp
3751,ACC026,mem,resp,541,1,mem2.3.3.bmp,mem3.2.2.bmp,mem3.2.3.bmp
3752,ACC026,mem,resp,542,0,mem2.2.2.bmp,mem1.1.2.bmp,mem1.1.2.bmp
3753,ACC026,mem,resp,573,1,mem1.2.2.bmp,mem2.2.3.bmp,mem2.2.3.bmp
3754,ACC026,mem,resp,534,1,mem1.3.3.bmp,mem1.3.1.bmp,mem3.2.1.bmp
3755,ACC026,mem,resp,1118,0,mem2.3.3.bmp,mem2.3.2.bmp,mem1.3.2.bmp
3756,ACC026,mem,resp,530,1,mem2.2.2.bmp,mem2.1.3.bmp,mem2.2.2.bmp
3757,ACC026,mem,resp,1177,0,mem1.1.1.bmp,mem3.2.3.bmp,mem2.1.2.bmp
3758,ACC026,mem,resp,571,1,mem2.2.3.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3759,ACC026,mem,resp,744,1,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.3.bmp
3760,ACC026,mem,resp,808,0,mem3.1.2.bmp,mem2.3.1.bmp,mem3.1.2.bmp
3761,ACC026,mem,resp,568,1,mem1.2.3.bmp,mem3.1.1.bmp,mem1.3.1.bmp
3762,ACC026,mem,resp,711,1,mem3.3.2.bmp,mem1.1.3.bmp,mem2.1.1.bmp
3763,ACC026,mem,resp,1057,1,mem1.2.1.bmp,mem2.1.2.bmp,mem2.2.3.bmp
3764,ACC026,mem,resp,721,0,mem2.2.1.bmp,mem1.2.2.bmp,mem3.2.2.bmp
3765,ACC026,mem,resp,513,1,mem2.1.2.bmp,mem2.1.1.bmp,mem2.1.1.bmp
3766,ACC026,mem,resp,1028,1,mem1.2.2.bmp,mem1.1.3.bmp,mem1.1.3.bmp
3767,ACC026,mem,resp,470,0,mem1.2.3.bmp,mem3.1.2.bmp,mem1.2.3.bmp
3768,ACC026,mem,resp,611,1,mem3.2.2.bmp,mem1.2.1.bmp,mem2.3.3.bmp
3769,ACC026,mem,resp,542,1,mem3.2.1.bmp,mem1.1.2.bmp,mem2.1.3.bmp
3770,ACC026,mem,resp,633,1,mem1.3.1.bmp,mem1.3.2.bmp,mem3.2.3.bmp
3771,ACC026,mem,resp,364,1,mem3.3.2.bmp,mem3.3.1.bmp,mem3.3.2.bmp
3772,ACC026,mem,resp,491,1,mem3.1.3.bmp,mem3.3.3.bmp,mem2.2.3.bmp
3773,ACC026,mem,resp,350,1,mem2.2.2.bmp,mem1.2.2.bmp,mem2.2.2.bmp
3774,ACC026,mem,resp,531,0,mem2.1.3.bmp,mem1.3.3.bmp,mem2.1.3.bmp
3775,ACC026,mem,resp,532,1,mem2.3.1.bmp,mem2.3.2.bmp,mem2.3.1.bmp
3776,ACC026,mem,resp,644,0,mem1.3.2.bmp,mem2.3.3.bmp,mem1.3.2.bmp
3777,ACC026,mem,resp,514,0,mem3.3.1.bmp,mem2.2.3.bmp,mem2.2.3.bmp
3778,ACC026,mem,resp,607,1,mem1.2.1.bmp,mem2.2.2.bmp,mem1.1.1.bmp
3779,ACC026,mem,resp,721,1,mem1.1.3.bmp,mem3.3.2.bmp,mem3.3.2.bmp
3780,ACC026,mem,resp,552,1,mem2.1.1.bmp,mem3.2.1.bmp,mem3.2.1.bmp
3781,ACC026,mem,resp,765,1,mem3.1.2.bmp,mem1.2.3.bmp,mem1.3.3.bmp
3782,ACC026,mem,resp,657,1,mem3.3.3.bmp,mem2.3.1.bmp,mem3.3.3.bmp
3783,ACC026,mem,resp,499,1,mem3.2.3.bmp,mem3.1.3.bmp,mem3.2.3.bmp
3784,ACC026,mem,resp,488,1,mem2.2.1.bmp,mem3.1.1.bmp,mem1.2.1.bmp
3785,ACC026,mem,resp,873,1,mem1.1.1.bmp,mem2.2.2.bmp,mem1.1.1.bmp
3786,ACC026,mem,resp,373,1,mem1.1.2.bmp,mem1.2.3.bmp,mem1.1.2.bmp
3787,ACC026,mem,resp,382,1,mem2.3.2.bmp,mem2.2.3.bmp,mem2.3.2.bmp
3788,ACC026,mem,resp,515,0,mem1.3.3.bmp,mem2.1.2.bmp,mem1.2.2.bmp
3789,ACC026,mem,resp,535,1,mem3.1.1.bmp,mem3.2.2.bmp,mem3.1.1.bmp
3790,ACC026,mem,resp,476,1,mem2.3.3.bmp,mem2.3.1.bmp,mem1.1.1.bmp
3791,ACC026,mem,resp,658,0,mem2.2.3.bmp,mem2.1.3.bmp,mem2.1.1.bmp
3792,ACC026,mem,resp,1175,1,mem1.3.2.bmp,mem3.3.3.bmp,mem3.2.3.bmp
3793,ACC026,mem,resp,547,0,mem2.2.2.bmp,mem3.2.1.bmp,mem1.2.1.bmp
3794,ACC026,mem,resp,758,0,mem3.1.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3795,ACC026,mem,resp,733,0,mem2.1.2.bmp,mem3.3.2.bmp,mem2.1.2.bmp
3796,ACC026,mem,resp,746,0,mem3.1.1.bmp,mem1.3.3.bmp,mem1.3.2.bmp
3797,ACC026,mem,resp,697,0,mem3.2.1.bmp,mem2.1.1.bmp,mem3.2.2.bmp
3798,ACC026,mem,resp,902,1,mem1.3.1.bmp,mem1.2.2.bmp,mem1.2.3.bmp
3799,ACC026,mem,resp,672,1,mem3.1.3.bmp,mem1.2.1.bmp,mem2.3.3.bmp
3800,ACC026,mem,resp,533,0,mem3.3.3.bmp,mem1.1.2.bmp,mem3.3.2.bmp
3801,ACC026,mem,resp,333,1,mem2.3.2.bmp,mem1.1.3.bmp,mem3.1.1.bmp
3802,ACC026,mem,resp,423,1,mem1.2.3.bmp,mem2.2.1.bmp,mem1.3.3.bmp
3803,ACC026,mem,resp,714,1,mem3.2.3.bmp,mem3.3.1.bmp,mem3.2.3.bmp
3804,ACC026,mem,resp,525,1,mem1.1.1.bmp,mem1.3.2.bmp,mem3.2.2.bmp
3805,ACC026,mem,resp,738,1,mem2.3.1.bmp,mem3.1.1.bmp,mem2.2.1.bmp
3806,ACC026,mem,resp,417,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.1.2.bmp
3807,ACC026,mem,resp,428,0,mem1.2.3.bmp,mem3.3.3.bmp,mem3.2.1.bmp
3808,ACC026,mem,resp,367,1,mem1.1.2.bmp,mem1.2.2.bmp,mem1.1.2.bmp
3809,ACC026,mem,resp,455,0,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp
3810,ACC026,mem,resp,788,1,mem2.1.2.bmp,mem1.1.3.bmp,mem3.1.1.bmp
3811,ACC026,mem,resp,902,1,mem2.2.3.bmp,mem2.3.3.bmp,mem3.1.3.bmp
3812,ACC026,mem,resp,571,1,mem3.2.1.bmp,mem3.3.1.bmp,mem3.3.3.bmp
3813,ACC026,mem,resp,1099,0,mem2.1.1.bmp,mem1.2.1.bmp,mem2.2.2.bmp
3814,ACC026,mem,resp,901,0,mem2.3.2.bmp,mem1.3.3.bmp,mem1.3.3.bmp
3815,ACC026,mem,resp,625,1,mem1.3.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3816,ACC026,mem,resp,1040,0,mem3.1.2.bmp,mem2.1.3.bmp,mem3.2.2.bmp
3817,ACC026,mem,resp,842,1,mem1.1.1.bmp,mem2.1.2.bmp,mem1.1.1.bmp
3818,ACC026,mem,resp,503,0,mem3.3.1.bmp,mem2.3.1.bmp,mem2.3.1.bmp
3819,ACC026,mem,resp,816,0,mem3.1.3.bmp,mem1.2.3.bmp,mem3.1.3.bmp
3820,ACC026,mem,resp,1313,1,mem3.3.3.bmp,mem3.3.2.bmp,mem2.3.3.bmp
3821,ACC026,mem,resp,553,1,mem2.1.3.bmp,mem2.2.1.bmp,mem1.3.3.bmp
3822,ACC026,mem,resp,684,1,mem3.2.3.bmp,mem1.1.2.bmp,mem3.1.2.bmp
3823,ACC026,mem,resp,656,0,mem3.1.1.bmp,mem2.1.1.bmp,mem2.1.1.bmp
3824,ACC026,mem,resp,779,1,mem1.3.1.bmp,mem3.3.2.bmp,mem3.1.3.bmp
3825,ACC026,mem,resp,548,1,mem2.2.1.bmp,mem2.3.1.bmp,mem3.2.1.bmp
3826,ACC026,mem,resp,589,1,mem2.2.2.bmp,mem2.3.3.bmp,mem3.3.1.bmp
3827,ACC026,mem,resp,642,1,mem1.2.2.bmp,mem3.2.2.bmp,mem2.3.2.bmp
3828,ACC026,mem,resp,683,1,mem1.3.3.bmp,mem2.1.3.bmp,mem1.1.2.bmp
3829,ACC026,mem,resp,584,1,mem3.3.2.bmp,mem3.1.2.bmp,mem1.1.1.bmp
3830,ACC026,mem,resp,354,1,mem1.1.3.bmp,mem2.2.3.bmp,mem1.1.3.bmp
3831,ACC026,mem,resp,473,1,mem2.3.3.bmp,mem1.3.2.bmp,mem3.2.2.bmp
3832,ACC026,mem,resp,552,0,mem3.2.1.bmp,mem1.2.3.bmp,mem3.2.1.bmp
3833,ACC026,mem,resp,522,1,mem2.1.1.bmp,mem2.3.2.bmp,mem2.1.2.bmp
3834,ACC026,mem,resp,635,1,mem3.3.3.bmp,mem1.1.3.bmp,mem3.3.3.bmp
3835,ACC026,mem,resp,567,1,mem1.3.3.bmp,mem3.3.1.bmp,mem3.2.2.bmp
3836,ACC026,mem,resp,516,1,mem3.1.1.bmp,mem2.2.2.bmp,mem1.2.1.bmp
3837,ACC026,mem,resp,589,1,mem1.3.1.bmp,mem1.2.2.bmp,mem1.2.2.bmp
3838,ACC026,mem,resp,578,1,mem2.3.2.bmp,mem3.3.3.bmp,mem2.3.2.bmp
3839,ACC026,mem,resp,527,0,mem3.3.1.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3840,ACC026,mem,resp,455,1,mem2.2.2.bmp,mem2.1.2.bmp,mem2.1.2.bmp
3841,ACC026,mem,resp,629,1,mem1.1.3.bmp,mem1.1.1.bmp,mem1.1.3.bmp
3842,ACC026,mem,resp,408,1,mem2.2.1.bmp,mem2.1.1.bmp,mem2.2.1.bmp
3843,ACC026,mem,resp,641,1,mem1.2.2.bmp,mem1.1.2.bmp,mem3.3.2.bmp
3844,ACC026,mem,resp,431,0,mem3.1.2.bmp,mem3.2.3.bmp,mem3.2.1.bmp
3845,ACC026,mem,resp,701,1,mem2.1.3.bmp,mem1.1.1.bmp,mem2.1.3.bmp
3846,ACC026,mem,resp,443,1,mem3.1.2.bmp,mem3.1.1.bmp,mem1.1.2.bmp
3847,ACC026,mem,resp,562,1,mem2.2.2.bmp,mem3.3.2.bmp,mem1.2.1.bmp
3848,ACC026,mem,resp,533,1,mem3.3.3.bmp,mem1.1.3.bmp,mem3.3.1.bmp
3849,ACC026,mem,resp,581,0,mem2.1.2.bmp,mem2.3.3.bmp,mem2.3.3.bmp
3850,ACC026,mem,resp,704,1,mem2.2.3.bmp,mem2.2.1.bmp,mem3.1.2.bmp
3851,ACC026,mem,resp,676,1,mem2.3.2.bmp,mem2.3.1.bmp,mem1.3.1.bmp
3852,ACC026,mem,resp,819,1,mem1.3.2.bmp,mem3.2.1.bmp,mem1.3.2.bmp
3853,ACC026,mem,resp,528,0,mem3.3.1.bmp,mem2.1.3.bmp,mem1.1.1.bmp
3854,ACC026,mem,resp,722,0,mem1.3.3.bmp,mem1.2.2.bmp,mem1.2.2.bmp
3855,ACC026,mem,resp,511,1,mem1.2.1.bmp,mem2.3.2.bmp,mem2.3.1.bmp
3856,ACC026,mem,resp,499,1,mem1.1.3.bmp,mem1.1.2.bmp,mem1.1.3.bmp
3857,ACC026,mem,resp,1004,1,mem3.3.2.bmp,mem3.2.2.bmp,mem3.2.2.bmp
3858,ACC026,mem,resp,568,1,mem2.1.1.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3859,ACC026,mem,resp,377,1,mem1.3.1.bmp,mem1.3.2.bmp,mem1.3.1.bmp
3860,ACC026,mem,resp,748,1,mem1.1.1.bmp,mem3.2.3.bmp,mem2.1.3.bmp
3861,ACC026,mem,resp,578,1,mem2.3.1.bmp,mem1.3.3.bmp,mem2.3.1.bmp
3862,ACC026,mem,resp,530,1,mem3.2.1.bmp,mem2.1.1.bmp,mem3.2.1.bmp
3863,ACC026,mem,resp,397,0,mem3.1.1.bmp,mem2.2.2.bmp,mem3.3.2.bmp
3864,ACC026,mem,resp,624,1,mem3.1.3.bmp,mem2.1.2.bmp,mem3.3.1.bmp
3865,ACC026,mem,resp,575,1,mem2.3.3.bmp,mem3.3.3.bmp,mem2.3.3.bmp
3866,ACC026,mem,resp,475,1,mem1.2.3.bmp,mem2.2.3.bmp,mem3.1.2.bmp
3867,ACC026,mem,resp,462,1,mem1.2.2.bmp,mem3.3.2.bmp,mem3.3.2.bmp
3868,ACC026,mem,resp,1028,1,mem2.2.1.bmp,mem1.3.3.bmp,mem2.2.1.bmp
3869,ACC026,mem,resp,690,1,mem3.2.2.bmp,mem2.3.3.bmp,mem1.1.1.bmp
3870,ACC026,mem,resp,499,1,mem3.2.3.bmp,mem1.3.1.bmp,mem2.1.1.bmp
3871,ACC026,mem,resp,530,1,mem1.1.2.bmp,mem1.2.2.bmp,mem2.3.2.bmp
3872,ACC026,mem,resp,507,1,mem1.3.2.bmp,mem2.1.3.bmp,mem3.1.1.bmp
3873,ACC026,mem,resp,810,1,mem3.2.2.bmp,mem1.2.1.bmp,mem2.1.2.bmp
3874,ACC026,mem,resp,622,1,mem1.1.1.bmp,mem2.1.1.bmp,mem2.2.3.bmp
3875,ACC026,mem,resp,702,1,mem2.2.1.bmp,mem2.3.2.bmp,mem2.2.1.bmp
3876,ACC026,mem,resp,583,1,mem2.3.3.bmp,mem1.1.2.bmp,mem1.1.2.bmp
3877,ACC026,mem,resp,825,0,mem2.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp
3878,ACC026,mem,resp,656,1,mem1.1.3.bmp,mem3.2.1.bmp,mem3.2.1.bmp
3879,ACC026,mem,resp,607,1,mem2.2.3.bmp,mem2.3.1.bmp,mem1.3.1.bmp
3880,ACC026,mem,resp,549,1,mem2.3.2.bmp,mem3.3.3.bmp,mem2.1.1.bmp
3881,ACC026,mem,resp,548,0,mem3.3.1.bmp,mem3.2.3.bmp,mem3.2.2.bmp
3882,ACC026,mem,resp,878,1,mem2.1.2.bmp,mem3.1.2.bmp,mem2.1.2.bmp
3883,ACC026,mem,resp,591,1,mem1.2.1.bmp,mem1.1.3.bmp,mem1.1.3.bmp
3884,ACC026,mem,resp,669,1,mem1.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp
3885,ACC026,mem,resp,519,1,mem3.2.1.bmp,mem3.1.2.bmp,mem1.2.2.bmp
3886,ACC026,mem,resp,800,1,mem2.3.2.bmp,mem3.3.3.bmp,mem3.3.3.bmp
3887,ACC026,mem,resp,913,0,mem2.2.3.bmp,mem1.2.1.bmp,mem2.2.3.bmp
3888,ACC026,mem,resp,685,1,mem3.2.2.bmp,mem1.3.2.bmp,mem2.2.1.bmp
3889,ACC026,mem,resp,601,1,mem1.1.2.bmp,mem2.3.3.bmp,mem2.3.3.bmp
3890,ACC026,mem,resp,1056,0,mem1.1.3.bmp,mem1.2.2.bmp,mem1.1.3.bmp
3891,ACC026,mem,resp,700,1,mem1.2.1.bmp,mem1.2.3.bmp,mem1.2.3.bmp
3892,ACC026,mem,resp,589,1,mem3.3.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3893,ACC026,mem,resp,581,1,mem2.1.2.bmp,mem2.2.2.bmp,mem2.1.2.bmp
3894,ACC026,mem,resp,945,0,mem2.3.1.bmp,mem3.1.1.bmp,mem2.3.1.bmp
3895,ACC026,mem,resp,896,0,mem1.3.1.bmp,mem3.2.2.bmp,mem1.3.1.bmp
3896,ACC026,mem,resp,808,0,mem2.1.3.bmp,mem3.2.3.bmp,mem1.3.3.bmp
3897,ACC026,mem,resp,771,0,mem3.1.3.bmp,mem1.1.1.bmp,mem1.2.1.bmp
3898,ACC026,mem,resp,653,0,mem3.1.1.bmp,mem2.1.1.bmp,mem2.1.1.bmp
3899,ACC026,mem,resp,594,1,mem3.3.3.bmp,mem2.2.1.bmp,mem2.2.1.bmp
3900,ACC026,mem,resp,481,1,mem3.1.2.bmp,mem1.3.3.bmp,mem2.1.2.bmp
3901,ACC026,mem,resp,744,0,mem1.3.2.bmp,mem3.2.2.bmp,mem1.1.1.bmp
3902,ACC026,mem,resp,986,1,mem3.3.1.bmp,mem2.3.1.bmp,mem3.3.1.bmp
3903,ACC026,mem,resp,990,0,mem2.3.3.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3904,ACC026,mem,resp,812,1,mem3.2.3.bmp,mem3.1.1.bmp,mem3.2.3.bmp
3905,ACC026,mem,resp,534,1,mem2.1.1.bmp,mem3.2.1.bmp,mem1.2.1.bmp
3906,ACC026,mem,resp,774,0,mem1.3.3.bmp,mem1.1.2.bmp,mem1.3.2.bmp
3907,ACC026,mem,resp,727,1,mem1.2.3.bmp,mem3.3.1.bmp,mem1.1.3.bmp
3908,ACC026,mem,resp,969,1,mem2.2.1.bmp,mem1.3.1.bmp,mem2.2.3.bmp
3909,ACC026,mem,resp,780,1,mem1.1.1.bmp,mem3.3.2.bmp,mem3.2.3.bmp
3910,ACC026,mem,resp,864,0,mem2.2.2.bmp,mem2.1.3.bmp,mem2.1.3.bmp
3911,ACC026,mem,resp,767,1,mem1.2.2.bmp,mem2.3.2.bmp,mem1.2.2.bmp
3912,ACC026,mem,resp,770,0,mem3.3.3.bmp,mem1.1.3.bmp,mem3.3.3.bmp
3913,ACC026,mem,resp,551,1,mem3.3.1.bmp,mem3.2.3.bmp,mem3.2.3.bmp
3914,ACC026,mem,resp,652,1,mem1.1.2.bmp,mem2.2.1.bmp,mem3.1.3.bmp
3915,ACC026,mem,resp,712,1,mem1.3.2.bmp,mem2.2.3.bmp,mem2.2.3.bmp
3916,ACC026,mem,resp,685,1,mem1.1.3.bmp,mem2.1.2.bmp,mem1.1.3.bmp
3917,ACC026,mem,resp,858,0,mem3.2.3.bmp,mem1.3.3.bmp,mem2.2.2.bmp
3918,ACC026,mem,resp,498,1,mem1.2.1.bmp,mem1.2.3.bmp,mem1.2.3.bmp
3919,ACC026,mem,resp,609,1,mem1.3.1.bmp,mem1.3.2.bmp,mem1.3.2.bmp
3920,ACC026,mem,resp,1093,1,mem3.1.2.bmp,mem3.3.3.bmp,mem1.1.2.bmp
3921,ACC026,mem,resp,483,0,mem3.2.1.bmp,mem3.2.2.bmp,mem3.2.2.bmp
3922,ACC026,mem,resp,574,1,mem2.1.1.bmp,mem2.1.3.bmp,mem2.3.1.bmp
3923,ACC026,mem,resp,473,0,mem3.1.1.bmp,mem2.3.2.bmp,mem3.1.1.bmp
3924,ACC026,mem,resp,1068,1,mem3.1.3.bmp,mem3.1.2.bmp,mem3.3.1.bmp
3925,ACC026,mem,resp,601,1,mem2.1.3.bmp,mem3.1.1.bmp,mem3.1.1.bmp
3926,ACC026,mem,resp,540,1,mem3.1.2.bmp,mem2.1.1.bmp,mem2.1.1.bmp
3927,ACC026,mem,resp,449,0,mem3.2.1.bmp,mem1.2.2.bmp,mem1.1.2.bmp
3928,ACC026,mem,resp,749,0,mem2.1.2.bmp,mem1.3.3.bmp,mem2.1.2.bmp
3929,ACC026,mem,resp,671,1,mem3.2.2.bmp,mem3.1.3.bmp,mem3.1.1.bmp
3930,ACC026,mem,resp,554,1,mem1.3.2.bmp,mem1.2.3.bmp,mem1.2.3.bmp
3931,ACC026,mem,resp,573,1,mem2.1.1.bmp,mem3.3.2.bmp,mem3.3.2.bmp
3932,ACC026,mem,resp,784,1,mem2.3.2.bmp,mem3.2.3.bmp,mem3.1.2.bmp
3933,ACC026,mem,resp,468,1,mem1.1.2.bmp,mem1.1.3.bmp,mem1.1.3.bmp
3934,ACC026,mem,resp,1634,1,mem2.3.3.bmp,mem2.1.3.bmp,mem2.3.3.bmp
3935,ACC026,mem,resp,506,0,mem3.3.2.bmp,mem1.3.2.bmp,mem1.2.1.bmp
3936,ACC026,mem,resp,526,0,mem2.2.2.bmp,mem2.2.3.bmp,mem2.2.3.bmp
3937,ACC026,mem,resp,519,1,mem1.2.2.bmp,mem3.2.1.bmp,mem1.2.2.bmp
3938,ACC026,mem,resp,1080,1,mem3.3.1.bmp,mem1.3.1.bmp,mem1.3.1.bmp
3939,ACC026,mem,resp,694,1,mem3.2.3.bmp,mem3.1.2.bmp,mem3.2.3.bmp
3940,ACC026,mem,resp,594,1,mem3.1.1.bmp,mem3.3.3.bmp,mem3.1.1.bmp
3941,ACC026,mem,resp,1269,1,mem1.2.1.bmp,mem1.1.1.bmp,mem1.2.3.bmp
3942,ACC026,mem,resp,509,1,mem2.3.1.bmp,mem1.1.2.bmp,mem1.1.2.bmp
3943,ACC026,mem,resp,702,0,mem3.1.3.bmp,mem3.3.1.bmp,mem3.1.3.bmp
3944,ACC026,mem,resp,896,1,mem2.2.1.bmp,mem2.3.3.bmp,mem1.3.1.bmp
3945,ACC026,mem,resp,677,0,mem3.3.3.bmp,mem2.2.2.bmp,mem3.3.3.bmp
3946,ACC026,mem,resp,567,1,mem1.1.1.bmp,mem1.2.1.bmp,mem3.2.3.bmp
3947,ACC026,mem,resp,1503,0,mem1.2.3.bmp,mem3.3.1.bmp,mem3.3.1.bmp
3948,ACC026,mem,resp,787,1,mem1.1.3.bmp,mem3.3.2.bmp,mem1.1.3.bmp
3949,ACC026,mem,resp,850,0,mem1.3.1.bmp,mem1.2.2.bmp,mem1.2.2.bmp
3950,ACC026,mem,resp,732,1,mem2.2.3.bmp,mem2.1.1.bmp,mem2.2.3.bmp
3951,ACC026,mem,resp,869,1,mem1.3.3.bmp,mem2.3.1.bmp,mem1.3.2.bmp
3952,ACC026,mem,resp,613,0,mem1.3.3.bmp,mem1.1.1.bmp,mem1.1.1.bmp
3953,ACC026,mem,resp,501,1,mem2.3.2.bmp,mem3.2.1.bmp,mem2.3.3.bmp
3954,ACC026,mem,resp,712,1,mem1.3.1.bmp,mem3.1.1.bmp,mem1.1.3.bmp
3955,ACC026,mem,resp,581,1,mem2.2.1.bmp,mem2.1.2.bmp,mem3.3.1.bmp
3956,ACC026,mem,resp,483,1,mem3.2.2.bmp,mem1.1.2.bmp,mem2.3.1.bmp
3957,ACC026,mem,resp,500,1,mem3.3.2.bmp,mem1.2.3.bmp,mem1.2.3.bmp
3958,ACC026,mem,resp,591,0,mem2.2.2.bmp,mem3.3.3.bmp,mem2.2.2.bmp
3959,ACC026,mem,resp,793,1,mem1.2.1.bmp,mem2.1.3.bmp,mem1.1.1.bmp
3960,ACC026,mem,resp,523,1,mem3.2.3.bmp,mem3.1.2.bmp,mem1.3.1.bmp
3961,ACC026,mem,resp,694,0,mem3.2.1.bmp,mem3.1.3.bmp,mem3.1.3.bmp
3962,ACC026,mem,resp,747,1,mem1.2.2.bmp,mem2.2.3.bmp,mem2.2.1.bmp
3963,ACC026,mem,resp,629,1,mem2.1.2.bmp,mem1.3.2.bmp,mem1.1.2.bmp
3964,ACC026,mem,resp,468,1,mem1.2.3.bmp,mem2.3.3.bmp,mem1.2.3.bmp
3965,ACC026,mem,resp,830,0,mem2.3.2.bmp,mem2.2.1.bmp,mem2.3.2.bmp
3966,ACC026,mem,resp,390,1,mem3.2.3.bmp,mem1.2.3.bmp,mem3.2.3.bmp
3967,ACC026,mem,resp,568,1,mem1.1.1.bmp,mem2.2.3.bmp,mem1.1.1.bmp
3968,ACC026,mem,resp,499,1,mem1.3.3.bmp,mem3.2.2.bmp,mem2.2.2.bmp
3969,ACC026,mem,resp,528,1,mem1.1.3.bmp,mem2.3.2.bmp,mem2.1.1.bmp
3970,ACC026,mem,resp,406,1,mem2.1.2.bmp,mem2.3.1.bmp,mem2.3.1.bmp
3971,ACC026,mem,resp,605,0,mem2.1.3.bmp,mem3.1.3.bmp,mem3.3.3.bmp
3972,ACC026,mem,resp,726,1,mem3.1.2.bmp,mem1.1.1.bmp,mem1.2.3.bmp
3973,ACC026,mem,resp,585,1,mem1.1.2.bmp,mem3.2.1.bmp,mem2.2.1.bmp
3974,ACC026,mem,resp,384,1,mem2.2.2.bmp,mem1.3.3.bmp,mem1.3.3.bmp
3975,ACC026,mem,resp,553,1,mem1.3.1.bmp,mem1.1.3.bmp,mem2.1.1.bmp
3976,ACC026,mem,resp,726,0,mem2.2.3.bmp,mem3.3.1.bmp,mem2.3.2.bmp
3977,ACC026,mem,resp,423,1,mem1.2.2.bmp,mem1.2.1.bmp,mem1.2.1.bmp
3978,ACC026,mem,resp,496,0,mem3.2.2.bmp,mem1.1.2.bmp,mem3.2.3.bmp
3979,ACC026,mem,resp,645,1,mem1.3.2.bmp,mem2.3.3.bmp,mem3.3.2.bmp
3980,ACC026,mem,resp,394,1,mem3.3.1.bmp,mem1.3.1.bmp,mem1.3.1.bmp
3981,ACC026,mem,resp,693,1,mem3.3.3.bmp,mem3.1.2.bmp,mem3.1.2.bmp
3982,ACC026,mem,resp,562,1,mem3.1.1.bmp,mem2.1.2.bmp,mem1.1.3.bmp
3983,ACC026,mem,resp,755,0,mem2.2.1.bmp,mem2.2.2.bmp,mem2.2.1.bmp
3984,ACC026,mem,resp,627,1,mem3.2.1.bmp,mem3.3.2.bmp,mem3.2.1.bmp
3985,ACC026,mem,resp,568,1,mem2.3.1.bmp,mem3.2.3.bmp,mem2.1.3.bmp
3986,ACC026,mem,resp,607,0,mem1.2.3.bmp,mem2.1.1.bmp,mem2.1.1.bmp
3987,ACC026,mem,resp,588,1,mem1.2.1.bmp,mem1.3.2.bmp,mem1.2.1.bmp
3988,ACC026,mem,resp,609,1,mem2.3.3.bmp,mem1.3.1.bmp,mem2.2.3.bmp
3989,ACC026,mem,resp,770,0,mem3.3.2.bmp,mem2.2.1.bmp,mem3.3.3.bmp
3990,ACC026,mem,resp,502,0,mem2.1.1.bmp,mem1.1.3.bmp,mem1.2.3.bmp
3991,ACC026,mem,resp,955,0,mem3.1.3.bmp,mem3.1.1.bmp,mem3.1.3.bmp
3992,ACC026,mem,resp,807,0,mem3.2.2.bmp,mem2.2.2.bmp,mem2.2.3.bmp
