window,start_ms,end_ms,n_timepoints,n_observations,pc1_explained,pc2_explained,pc3_explained,pc4_explained,pc1_pc2_cumulative,participation_ratio,interpretation_guardrail
early_pre_response,-600.0,-300.0,77,19635,0.529838180910303,0.24776123775966413,0.12500004762575267,0.023535850921545295,0.7775994186699671,2.784270344434188,
mid_pre_response,-300.0,-120.0,46,11730,0.5403451535320427,0.24667361214922318,0.11951071708230852,0.022253856776300103,0.7870187656812659,2.7142138695590456,
late_pre_response,-120.0,-50.0,18,4590,0.5791698661642664,0.22496944548978007,0.1063431285140709,0.021785436236109974,0.8041393116540464,2.5087393880184403,
peri_response_contaminated,-50.0,100.0,38,9690,0.5567284642763128,0.239654589026748,0.11154111251587276,0.022988451814694354,0.7963830533030608,2.623589977544511,The -50 to 100 ms window is response/motor contaminated and is not interpreted as pure evidence accumulation.
